Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Soy Free,"Quench your thirst with Pure Kick Strawberry Watermelon Flavored Hydrate Zero Sugar Drink Mix Stick Packs. With only 5 calories per serving and zero sugar, this drink mix is a smart choice for those seeking a refreshing beverage without the guilt. The pack contains natural flavors, vitamins C and E, and minerals like magnesium and zinc that help keep you hydrated throughout the day. Each pack makes six servings of deliciously fruity, gluten-free, and kosher drink mix that's perfect for on-the-go hydration. Get your hands on Pure Kick Strawberry Watermelon Flavored Hydrate Zero Sugar Drink Mix Stick Packs through Instacart for same-day delivery or pickup."
Kool-Aid Summer Blast Tropical Punch Artificially Flavored Powdered Soft Drink Mix,$5.79,$8.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b376a260-8164-426e-9aef-7a46594b52ef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_72de96cb-90bb-44d5-872f-fac8d44a543d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cd2d581d-5783-4fde-9a81-174931f7cc9a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ed4ab5a-70eb-41b4-9bc3-956ccb9c70f4.jpg 4x",Gluten Free,,"Quench your thirst with the refreshingly sweet taste of Kool Aid Sugar Sweetened Tropical Punch Artificially Flavored Powdered Drink Mix. Our powdered drink mix makes it easy to prepare a fruity beverage anywhere, by just mixing Kool Aid with water. Our artificially flavored tropical punch powder drink mix is caffeine free, a good source of vitamin C and a great choice for the whole family. Each handy canister of powdered tropical punch mix ensures that you always have a refreshing beverage ready to go. Enjoy the delicious flavor of tropical punch powder drink mix at home, work or mix a scoop in a bottle of water to take on the go. Our 19 ounce canister of powdered drink mix is resealable and the easy-measure lid makes mixing the perfect amount simple. If you like our Kool Aid mix water enhancer, try our drink packets and drink mix singles.,• One 19 oz canister of Kool Aid Sugar Sweetened Tropical Punch Artificially Flavored Powdered Drink Mix,• Artificially flavored Kool Aid Tropical Punch Powdered Drink Mix is a delicious way to stay hydrated,• Use our powdered drink mix to prepare a tasty tropical punch beverage anywhere simply by mixing drink powder with water and ice,• Our flavored water powder is bursting with refreshingly sweet and fruity tropical punch water flavor,• Tropical punch Kool Aid drink mix is a good source of vitamin C and contains no caffeine,• Enjoy our convenient powdered drink mix at home, work, or mix one scoop into a bottle of water to take on the go,• Tropical punch Kool Aid is packaged in a resealable canister with an easy measure lid and makes up to 8 quarts","Sugar, Fructose, Citric Acid, Contains Less Than 2% Of Calcium Phosphate, Red 40, Natural And Artificial Flavor, Ascorbic Acid (vitamin C), Artificial Color, Bha (preserves Freshness), Blue 1","Measure Kool-Aid Drink Mix Into Cap Just To Line. Do Not Overfill Or Mound. Pour Into Plastic Or Glass Pitcher. Add Cold Water And Ice. Stir To Dissolve. Store Prepared Beverage, Covered, In Refrigerator. Do Not Prepare Or Store In Metal Container.,Servings (8 Fl. Oz.) ... Use This Much Kool-Aid Drink Mix ... Add Cold Water And Ice To Make.,1 ... One Rounded Tablespoon ... 1 Cup.,4 ... To 1-Quart Line ... 1 Quart.,8 ... To 2-Quart Line ... 2 Quarts.,16 ... To 2-Quart Line (2X) ... 1 Gallon.,Since Contents May Settle During Shipping, Turn Canister Over And Shake Before Using. Replace Dry Cap And Tightly Close Canister To Retain Freshness.,Make Kool-Aid Fizz:,Place 2 Tbsp. Of Your Favorite Flavor Kool-Aid Sugar Sweetened Drink Mix In Large Glass.,Add 1 Cup Cold Club Or Seltzer. Stir Until Drink Mix Is Dissolved.,Serve Over Ice Cubes. Makes 1 Serving.,Make Super Fruity Kool Kubes:,Mix 1/2 Cup Of Your Favorite Kool-Aid Sugar-Sweetened Drink Milk With 1-1/2 Cups Cold Water In Glass Measuring Cup: Stir Until Dissolved. Pour Into Plastic Ice Cube Trays Lightly Sprayed With No Stick Cooking Spray.,Freeze Until Firm. Makes About 14 (2-Cube) Servings.,Twist: Add Cubes To A Glass Of Any Kool-Aid.",,,
Nestlé NESQUIK Chocolate Powder Drink Mix,$8.09,$9.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7b60c44e-24a6-40dc-8203-5081e05cdcbd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_926fdd08-d8e6-491f-a7b0-a041c0dae4a5.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a09169a-1753-4c8a-8e35-a7fbcfecc65b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68952cb2-88f2-40bd-b369-e73d2a4e3cbb.jpg 4x",,,"Nesquik Chocolate Powder Drink Mix added to milk makes an irresistibly delicious and nutritious drink. Now back to its classic formula, this Nesquik chocolate milk powder also contains no artificial sweeteners, flavors or colors. Plus, this chocolate milk mix is made with real cocoa powder and no high fructose corn syrup for a nourishing drink that doesn't sacrifice on flavor. Chocolate Nesquik is perfect at breakfast to get kids ready for the day. The chocolate drink powder lets you choose how chocolatey you want your beverage to be. Just add two tablespoons of the Nesquik powder to a glass of cold milk for classic chocolate milk.,• One 20.1 oz container of Nesquik Chocolate Flavored Powder Drink Mix,• Classic Nesquik taste is back!,• This chocolate milk powder contains no high fructose corn syrup,• This chocolate drink mix is made with no artificial flavors, colors, sweeteners,• Nesquik chocolate flavored powder is easy to mix with milk","Sugar, Cocoa Processed With Alkali, Less Than 2% Of Soy Lecithin, Carrageenan, Salt, Natural Flavor, Spice.","Store in a cool dry place.,Close tightly.,See bottom for best if used by date.",Contains: soy. May contain milk and wheat.,,
"Liquid I.V. Electrolyte Drink Mix, Sugar-Free, White Peach",,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c3bad399-fa68-4f95-b615-ecd2049ea766.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e1a2b69c-5ccb-41d6-b8d9-9c73a3fda7c7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_de547574-dd1a-47d7-8b02-68116645b934.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94124287-2d89-4f24-aaa5-e0743c32ab4d.jpg 4x","Gluten Free,Soy Free",,,"Allulose (a), L-Glutamine, L-Alanine, Citric Acid, Potassium Citrate, Salt, Sodium Citrate, Natural Flavors, Silicon Dioxide, Stevia Leaf Extract (Rebaudioside A), Vitamin C (Ascorbic Acid), Vitamin B3 (Niacinamide), Vitamin B5 (Calcium D-Pantothenate), Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B12 (Cyanocobalamin). (a) Adds a Dietarily Insignificant Amount of Sugar.","Suggested Use: Add 1 stick to 16oz of water and mix thoroughly before drinking. We recommended 1 stick per day for daily hydration. For ages 1-3, pregnant or breastfeeding population, or if you have specific dietary or medical concerns, please seek medical consultation if you wish to consume more than 1 stick per day.,Store in a cool, dry place.",,,
Gatorade Glacier Freeze Thirst Quencher,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_37a26b41-1e99-4c0e-af08-1bd914df120d.jpeg 4x,,,"With a legacy over 40 years in the making, Gatorade brings the most scientifically researched and game-tested ways to hydrate, recover, and fuel up, which is why our products are trusted by some of the world's best athletes.,• Kosher,• Sugar Free/No Sugar,• Low Calorie","Citric Acid, Natural Flavor, Sodium Citrate, Salt, Monopotassium Phosphate, Sucralose, Silicon Dioxide, Acesulfame Potassium, Blue 1.","Directions: Add contents of one pack to 16.9 fl oz bottle of water. Replace cap, shake, and enjoy.",,,
Nuun Strawberry Lemonade Drink Tabs,$6.99,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d19d0561-d7cb-4047-9a9f-dc39d3bc8dfe.png 4x,Gluten Free,,"10 Servings. For exercise. Breaking a sweat? Packed with optimized electrolytes, Nuun is your go-the-extra-mile water. Get a moue on. Hydration for exercise. Optimized electrolytes. Climate Neutral Certified.","Citric Acid, Dextrose, Natural Flavors, Rice Extract Blend, Stevia Leaf Extract, Avocado Oil, Beet Powder Color.","Directions for Use: Add to 16 oz/475 ml of water.,Store below 77 degrees F / 25 degrees C. Keep cap closed when not in use.","Use only if cap seal is unbroken.,warning: keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",,
Swiss Miss Chocolate Hot Cocoa Mix With Marshmallows,$4.09,$5.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_95fe4c69-a320-44ef-95f9-a34e60c07a82.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ee78c93f-753c-43d6-a6f0-d9da14b9d8c7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_71f602ab-0892-4cfe-9a95-3ebf843dd99d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6d16bb9e-30c9-4785-b9a0-1a6c1919415a.jpg 4x",,,"Swiss Miss Chocolate Hot Cocoa Mix With Marshmallows makes a warm, delightful hot cocoa drink with mini marshmallows that will bring you comfort and everyday warmth whenever you need it. This hot cocoa drink mix easily transforms into a rich, creamy hot cocoa with marshmallows that delivers on that timeless flavor your family has always known and loved. Swiss Miss Hot Cocoa Mix is packaged in individual packets so every mug you make is equally delicious. You won't miss your old hot chocolate with marshmallows. This chocolate hot cocoa powder is made with real cocoa and nonfat milk to give you that comforting, rich and creamy taste you expect from Swiss Miss. Not only is this a gluten free hot cocoa mix, but it's made with no artificial sweeteners, preservatives, flavors or colors. Preparing a delicious mug of this hot cocoa is easy. Empty the chocolatey cocoa mix into a mug, add 8 ounces of hot water (or milk for a richer taste) and stir. Enjoy a mug as part of your morning routine, on chilly days or as a sweet evening treat. You can use this cocoa mix in different ways. Try making a tasty iced cocoa drink to cool you down, or incorporate the hot cocoa mix into your recipes for brownies, cookies, cakes and more. Whatever you’re warming up to, know that Swiss Miss will give you everything you need in the palm of your hands.","Sugar, Corn Syrup, Modified Whey, Cocoa (processed With Alkali), Hydrogenated Coconut Oil, Nonfat Milk, Marshmallows (sugar, Corn Syrup, Modified Corn Starch, Gelatin, Natural Flavor), Less Than 2% Of: Salt, Dipotassium Phosphate, Mono- And Diglycerides, Natural Flavor",Empty delicious cocoa into mug. Add hot water or milk (1 cup/8 fl oz) for richer taste add milk. Stir. Sip. Savor. You deserve it.,Contains: milk.,,
"Sunkist Singles To Go! Orange Drink Sticks, Low Calorie",,$1.25," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84920d2e-6954-4440-8d89-9a64a65f5476.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94241e14-9b4b-496f-bde0-f1d46d5502c4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_04a50ac8-dbdb-47fc-810c-71a772967e4d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d70ef6e2-dab0-404f-861e-b0d05de30f0a.jpg 4x",Gluten Free,,"Now you can take the great taste of Sunkist Soda anywhere you go. Bursting with flavor, Sunkist Soda Singles To Go are a quick and easy way to make your water more fun! Each box contains 6 powdered drink mix sticks that are your go-to choice for a delicious drink. Each serving is sugar free, caffeine free, and non-carbonated. With the individually portioned packets, you can enjoy the signature Sunkist Soda flavor in your car, during work, or wherever you go.","Citric Acid, Natural And Artificial Flavors, Maltodextrin, Aspartame, Contains 2% Or Less Of The Following: Magnesium Oxide, Caffeine, Gum Acacia, Acesulfame Potassium, Artificial Color, Yellow 5, Red 40. Adds A Dietarily Insignificant Amount Of Sugar Phenylketonurics: Contains Phenylalanine",Easy to Make: Sip from a full bottle of water to make room for powder. Pour one stick into a 16.9 fl oz bottle of water or a large glass of water. Shake bottle or mix well until powder dissolves.,Phenylketonurics: contains phenylalanine,,
"Liquid I.V. Hydration Multiplier Electrolyte Drink Mix, Strawberry",,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7d3fff5a-e322-485f-8dd2-2436a7e0a790.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d00519cc-499a-426e-8ac3-b820c21043c0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0291cc3e-5bc1-45ea-9f4c-1fc81e40d543.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aaeacd26-3bbe-46e1-af86-ab7b310042ea.jpg 4x","Gluten Free,Soy Free",,"Fueling life's adventures. Powered by CTT. 1 stick. Multiply your hydration. Dehydration occurs daily in 3 out of 4 people. Signs of dehydration can include fatigue, dizziness, headaches, confusion, muscle cramps, increased heart rate, dry mouth, thirst, muscle fatigue, bad breath, dark urine, brain fog, dry skin, infrequent urination & more. Why liquid I.V.? 2-3x more Hydration than Water Alone: Utilizing cellular transport technology (CTT). 3x the Electrolytes: of traditional sports. Drinks 5 Essential Vitamins: B3, B5, B6, B12 and Vitamin C. Great Taste: Natural Strawberry flavor. Hydration for: Performance, travel, heat/sun, wellness. Our Winning Difference: The breakthrough science of Cellular Transport Technology (CTT) is an optimal ratio of nutrients that delivers hydration rapidly into your bloodstream, hydrating you 2-3x faster and more efficiently than water alone. Sodium + Potassium + Glucose + Water = CTT. This leading science depends on Non-GMO sugar + mined salt strictly for function, not taste. Express lane. Slow lane. CTT. H20. Think of CTT as an expedited water delivery system in your body. The Result: Feel better. Faster. This leading science depends on Non-GMO sugar + mined salt strictly for function, not taste. Our Mission: We've partnered with you, the LIV community, to help save lives around the world. With each purchase you make, we donate a serving of Liquid I.V. To someone in need. We are on a mission to help people live better lives everywhere, and we could not do it without you. Together, we will change the world! (hashtag)CTW.,• No Preservatives. No Artificial Sweeteners. No Artificial Colors.,• Vegan. Gluten-Free. Dairy-Free. Soy-Free.,• No Artificial Flavors","Pure Cane Sugar, Dextrose, Citric Acid, Salt, Potassium Citrate, Sodium Citrate, Dipotassium Phosphate, Silicon Dioxide, Rebaudioside-a (stevia Leaf Extract), Natural Flavors, Vitamin C (ascorbic Acid), Vitamin B3 (niacinamide), Vitamin B5 (d-calcium Pantothenate), Vitamin B6 (pyridoxine Hydrochloride), Vitamin B12 (cyanocobalamin)","Suggested Use: Add 1 stick to 16oz of water and mix thoroughly before drinking. Take as needed to support hydration. Multiple servings can be consumed. Recommended by doctors and safe for kids.,Store in a cool, dry place.",,,
Nuun Lemon Lime Drink Tabs,$6.99,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61bb39c4-a164-4515-b927-6861e06446da.png 4x,Gluten Free,,"Effervescent Electrolyte Supplement. Natural flavor. 1 gram sugar. 15 calories. Vegan. Gluten free. Non-GMO Project verified. Breaking a sweat? Packed with complete electrolytes, Nuun is your go-the-extra-mile water. Plop. Fizz. Drink. Go! Hydration you can feel for exercise. (These statements have not been evaluated by the Food and Drug Administration. This product is not Intended to diagnose, treat, cure, or prevent any disease.),• Designed by athletes, for athletes, to turn water into a low-sugar, clean ingredient sports drink,• Replenish minerals for optimal hydration before, during and after your workout,• Just drop 1 tablet into 16 fl. oz. of water, wait 2 minutes and enjoy,• Convenient, portable tube contains 10 tablets","Citric Acid, Dextrose, Natural Flavors, Rice Extract Blend, Stevia Leaf Extract, Avocado Oil, Riboflavin (for Color).","Directions For Use: Add 1 tablet to 16 fl oz/475 ml of water up to 3 times a day.,Store in a cool, dry place.","Use only if cap seal is unbroken.,warning: keep out of reach of children. Consult with your health care provider prior to use if you are pregnant, nursing, or have any health conditions or concerns.",,
"Liquid I.V. Hydration Multiplier, Electrolyte Drink Mix, Lemon Lime",,$8.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_356c4653-d2e9-45b6-aca7-0195fadbb87f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83339b7f-8ee2-4703-be69-a339a1f828c4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8d6827a2-5663-41d2-b2cf-97650a65c527.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab8086ef-8010-4f0b-806e-51d61693b799.jpg 4x","Gluten Free,Soy Free",,,"Pure Cane Sugar, Dextrose, Citric Acid, Salt, Potassium Citrate, Sodium Citrate, Dipotassium Phosphate, Silicon Dioxide, Rebaudioside-a (stevia Leaf Extract), Natural Flavor, Vitamin C (ascorbic Acid), Vitamin B3 (niacinamide), Vitamin B5 (d-calcium Pantothenate), Vitamin B6 (pyridoxine Hydrochloride), Vitamin B12 (cyanocobalamin)","Suggested Use: Add 1 stick to 16 oz of water and mix thoroughly before drinking. Take as needed to support hydration. Recommended by doctors and safe for kids.,Store in a cool, dry place.",,,
"Liquid I.V. Electrolyte Drink Mix, Sugar-Free, Lemon Lime",,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f189f37-da6a-467c-8e0c-44d6ee07c576.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27f40f0f-87dc-441a-89c0-3a21c0cebe3e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ef162e3c-bfc8-4d4a-8a62-36f586555f70.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d0fbbc9-c672-4922-b4ec-50fcea3a761a.jpg 4x","Gluten Free,Soy Free",,,"Allulose *, Citric Acid L-glutamine, L-alanine, Potassium Citrate, Salt, Natural Flavors, Sodium Citrate, Silicon Dioxide, Stevia Leaf Extract (rebaudioside A), Vitamin C (ascorbic Acid), Malic Acid, Vitamin B3 (niacinamide), Vitamin B5 (calcium D-pantothenate), Vitamin B6 (pyridoxine Hydrochloride), Vitamin B12 (cyanocobalamin).","Suggested Use: Add 1 stick to 16oz of water and mix thoroughly before drinking. We recommend 1 stick per day for daily hydration. For ages 1-3. Pregnant or breastfeeding population, or if you have specific dietary or medical concerns, please seek medical consultation if your wish to consume more than 1 stick per day.,Store in a cool, dry place.",,,
Crystal Light Raspberry Lemonade Artificially Flavored Powdered Drink Mix,$5.19,$5.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9817b9cd-86e8-4482-b14a-7c4d090f14ca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b6acb2fc-a57f-4554-8600-0bea0294cae3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4cb39569-6844-44b4-b4f6-e68aed7df1da.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_761f081c-5837-4cc4-b26e-7de06b3e3f04.jpg 4x",Gluten Free,,"Enjoy classic lemonade flavor with a fruity touch of raspberry anytime, anywhere. Crystal Light Raspberry Lemonade Artificially Flavored Powdered Drink Mix packets are a refreshing beverage you can always take with you. Made with zero sugar and only 5 calories per packet, Crystal Light Raspberry Lemonade drink powder sticks are a sweet alternative to juice and soda. Each raspberry lemonade packet has 90 percent fewer calories than leading beverages (this product 5 calories, leading beverages 130 calories), so you don't have to choose between taste and calories. Every box contains 10 sticks of flavored water powder drink mix singles, perfectly portioned to flavor a bottle of water so you can enjoy a quick drink on the go. Simply empty one packet in a 16.9 fluid ounce bottle or glass of water, mix and enjoy! If you enjoy our on-the-go sticks, try Crystal Light drink mix pitcher packets for even more refreshing water flavor options.,• Ten on-the-go packets of Crystal Light Raspberry Lemonade Artificially Flavored Powdered Drink Mix,• Crystal Light Raspberry Lemonade drink mix singles deliver delicious flavor and low calorie on-the-go refreshment,• Made with zero sugar and 5 calories per packet, Crystal Light lemonade mix is a delicious, guilt-free water enhancer,• Our powdered drink packets contain classic lemonade flavor with a fruity touch of raspberry,• Each powdered drink mix single of raspberry lemonade is ideal for adding to a standard 16.9 fl. oz. water bottle,• Every raspberry lemonade mix stick has 90 percent fewer calories than leading beverages; per 16 fl. oz. Crystal Light Raspberry Lemonade 5 calories, leading beverages 130 calories,• Crystal Light drink mix comes in a variety of sizes and flavors for all your beverage needs,• SNAP & EBT eligible food item","Citric Acid, Potassium Citrate, Maltodextrin, Calcium Phosphate, Aspartame†, Contains Less Than 2% Of Natural And Artificial Flavor, Acesulfame Potassium, Soy Lecithin, Artificial Color, Red 40, Blue 1, Tocopherol (preserves Freshness), †phenylketonurics: Contains Phenylalanine","Makes 2 Servings.,1. Empty 1 Packet Into 16.9 Fl Oz Bottle Of Water, Replace Cap.,Or:,Empty 1 Packet Into Tall Glass And Add 2 Cups Of Water.,2. Shake Or Stir Until Dissolved, And Enjoy!,Store Prepared Beverage, Covered, In Refrigerator.,Do Not Store In Metal Container.",Contains: soy.,,
