Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
TAZO Tea Herbal Tea Concentrate Iced Passion,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_478de85c-ef02-4c0d-b1a3-0cc4996b37db.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8c1446f4-d40e-4c17-be40-d20a3f19ce91.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55a2bc0c-e48d-44af-8593-c212d2d895ca.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b86dcd71-6aa0-4804-914e-ad3708c8bfe3.png 4x","With Its Exuberant Blend Of Herbal, Floral, And Fruit Flavors, Tazo Passion Iced Tea Concentrate Creates A Uniquely Delicious Beverage That Will Excite Even Your Most Adventurous Guests. This Slightly Sweet Herbal Tea Concentrate Offers Perfect Pucker For Tart Lovers Thanks To Vibrant Hibiscus, Citrusy Orange Peel, Tart Rose Hips, Zingy Lemongrass, And A Punch Of Warm Cinnamon. The Premium Tropical Tea Concentrate Also Allows You To Easily Expand Your Beverage Offerings To Include Creative Drinks Like Iced Tea Lattes, Lemonade-And-Tea Coolers, Tea Cocktails, Spritzers, And More. Whether You'Re An Office Manager Looking To Ignite The Creativity Of Your Workforce, Or A Café Owner In Search Of A Deliciously Unique Flavor Offering, You Will Love Serving This Beverage That Inspires Joy And Wonder With Every Sip.","An Infusion Of (water, Hibiscus Flowers, Natural Tropical Flavors, Citric Acid, Licorice Root, Orange Peel, Cinnamon, Rose Hips, Lemongrass, Fruit Juice Extract [for Color]), Cane Sugar, Natural Flavor, Citric Acid.","Shake carton before opening.,Get creative and mix up a tasty glass of iced refreshment. Shake the carton and mix equal parts of Iced Passion concentrate with water. Or use sparkling water, lemonade or your favorite beverage. Simply pour over ice.,Refrigerate any unused portion and use within the span of seven days.,Just twist to break freshness seal.",,,
"Twinings Camomile, Honey & Vanilla Herbal",,$5.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b3b1996-f3d8-4486-88f7-3b9ace4464ed.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e0e4885d-3b6e-4fe5-bf18-b3e6ce2f8a59.png 4x",A soothing herbal tea made with chamomile and the slightly sweet flavours of honey & vanilla. Naturally caffeine free. 20 individual tea bags sealed for freshness.,"Camomile, Natural Vanilla And Honey Flavours With Other Natural Flavours.","Boil: Brewing Suggestions,Hot Tea: Pour freshly,boiled water over tea bag and allow to brew for 3–5 minutes depending on,desired strength.,Brewing Suggestions,Refreshing Iced Tea: To make 1 quart,of iced tea, use 4 tea bags and brew as suggested above using 4 cups of water.,Allow to cool, then serve over ice.",,,
POM Pomegranate Honey Green Tea,,$3.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_31da1985-7fb9-44a0-aa9f-8e4f0431767b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ee611db-28f7-4f04-8fa1-e26cd3e16896.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e50bf8a1-a644-4d16-8dfa-87cdd390a93b.png 4x","Pomegranate Honey Green Tea is dripping with goodness. Just-harvested green tea leaves are gently brewed, helping preserve the antioxidants. The tea is then blended with honey, pomegranate juice and unexpected notes of rose to create an Antioxidant Super Tea that’s buzzing with sweet, refreshing flavor.","Ingredients: Green Tea (water, Green Tea Extract), Sugar, Honey, Pomegranate Juice Concentrate, Pomegranate Fruit Extract, Natural Flavors.","Shake well.,Keep refrigerated.",,,
"Twinings Green Tea, Pure, Bags",$6.29,$6.49,,"Enjoy the smooth, fresh taste of this soothing tea any time of the day.,The Twinings of London® Story,In 1706, Thomas Twining began selling fine tea from an English storefront in The Strand, London. Today, Twinings continues to sell some of the world's best teas from the original store and in more than 100 countries throughout the world.,Master Blender's Notes,Notes—Smooth, fresh, earthy,Colour—Bright, honey-yellow,Green tea is the world's most consumed type of tea. Unlike other tea types, freshly picked leaves are quickly heated after harvesting to prevent the tea from oxidizing. Two methods are used to heat the leaves—pan fired for an earthy, more roasted taste, or steamed at high temperatures for a lighter, more delicate taste. This process stops the enzymatic activity in the leaf which allows them to retain their distinctive taste, flavour, aroma and appearance. Green tea is mostly produced in China, where 80% of the world's green tea is sourced.,This blend includes green tea from the Hunan and Zhejiang Provinces. Zhejiang, which is on the Eastern coast of China is covered with hills and small mountain ranges. This picturesque region has a humid subtropical climate with distinct seasons and the perfect combination of rain and sunshine. Our tea is carefully selected to yield a smooth tea with a fresh natural taste.,Mike Wright—Master Blender",Green Tea.,"Want tips on how to make it? Hot Tea: Pour boiling water, cooled slightly for a few minutes, over tea bag, steep for 2 minutes, remove & enjoy! Iced Tea: Fill half a pitcher with boiling water, cooled slightly for a few minutes, steep 4 tea bags 2 minutes, remove, add ice to desired strength. Or use 1 tea bag in a heat resistant glass. Enjoy immediately!,Drink hot or iced.,Store in a cool, dry place.,Best before date.",,,
Yogi Tea Echinacea Immune Support,$4.50,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a51012ca-58f3-40d5-a6b2-9b1cf43644c4.png 4x,"Yogi Echinacea Immune Support tea blends Echinacea, widely used by herbalists to support immune function, with Black Elderberry Extract and Mullein, herbs traditionally used to support respiratory function. With flavorful Peppermint, Lemongrass, and Licorice, Yogi Echinacea Immune Support tea is a delicious way to support your immune system any time of the year.*","Other Ingredients: Organic Lemon Flavor, Organic Cinnamon Bark Oil, Organic Cardamom Seed Oil, Organic Ginger Root Oil","Get the most out of every cup. Bring water to boiling and steep 7 minutes. For a stronger tea, use 2 tea bags. Drink 3-4 cups daily.","Warning: consult your healthcare provider prior to use if you are pregnant or nursing, taking any medication or if you have a medical condition.",,
"Bigelow Herbal Tea, Plus Vitamin C, Caffeine Free, I Love Lemon,, Tea Bags",$4.09,$5.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c568e60-6610-4e68-a055-d5088732971d.jpeg 4x,"Family tea blenders since 1945. 100% daily value. Supports healthy immune system. Uncompromised quality. Our California lemons are second to none! That is why we continue to partner with the same American farmers since they started their groves in 1947-which is about the same time we began blending our tea. Their dedication to every detail produces the juiciest citrus year after year. We are fortunate these passionate growers harvest one of our most treasured ingredients. The Bigelow Family. Cindi Bigelow, President & CEO, 3rd generation visiting California lemon groves. Protected in Foil: To maintain the integrity of our carefully selected ingredients, we wrap each tea bag in a foil pouch to ensure the fullest flavor, freshness, and aroma. Our family is proud of our recipe. Each ingredient below has been carefully selected by the Bigelow family to deliver an uncompromised quality tea experience. This innovating provides100% daily value of healthy antioxidant Vitamin C. Healthy never tasted so good! Simply doing the right thing. This certification recognizes our commitment to the highest standards of social and environmental impact. Proud to be zero landfill company. Green-E: Made with 100% Certified renewable energy. Certified B Corporation.","Rose Hips, Lemongrass, Natural Lemon Flavor (soy Lecithin), Lemon Peel, Lemon Verbena, Peppermint Leaves, Ascorbic Acid (vitamin C), Hibiscus, Citric Acid","How to make a perfect cup. Start with fresh cold water and bring to a rolling boil. Pour over tea bag, steep for 4 minutes (or whatever time you like), remove bag. For iced tea by the glass, steep longer & pour over ice. Enjoy!",,Gluten Free,
Milo's Zero Calorie Sweet Iced Tea,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47ac9498-a62d-4be8-bfb6-a4cc97eb1d3b.jpg 4x,"Delicious. Refreshing. Homemade Taste.,Milo’s Zero Calorie Sweet Tea is brewed fresh daily using high-quality ingredients and no preservatives for a delicious, refreshing taste. Milo’s Zero Calorie Sweet Tea has zero sugar, zero calories and tastes just like homemade - making it the perfect refreshing beverage for any occasion.,Milo’s was founded as a restaurant in 1946 by Milo and Bea Carlton after Milo returned from serving our country in World War II. Milo’s philosophy was simple: use high-quality, natural ingredients, listen to your customers, and never sacrifice taste. This vision still guides us today as we fresh brew daily with real tea leaves, and never add colors or preservatives.,Milo’s is a Family-Owned and Certified Women-Owned Business with a Platinum Certification as a Zero Waste Manufacturer. Milo's is also a People First company that gives back to the communities it serves through its 1% Profit Pledge.,Milo's offers a variety of delicious, freshly made beverages including Sweet Tea, Zero Calorie Sweet Tea, Unsweet Tea, Extra Sweet Tea, Decaf Tea, Lemonade, and Tea & Lemonade.,• Delicious Homemade Taste: Milo’s Zero Calorie Sweet Tea is made with high-quality ingredients and no preservatives for a delicious taste, reminding you of the homemade tea your family would make,• Zero Sugar and Zero Calories: Our Milo’s Zero Calorie Sweet Tea is made with zero sugar, has zero calories, but still has this delicious homemade taste you love,• High-Quality Ingredients: We use high-quality ingredients to make Milo’s Zero Calorie Sweet Tea - giving you a delicious difference you can taste,• Brewed Fresh Daily: Milo’s Zero Calorie Sweet Tea is brewed fresh daily giving you the most refreshing beverage every time you take a sip","Filtered Water, Fresh Brewed Tea And Sucralose",Keep refrigerated.,,,
TAZO Tea Organic Black Tea Bags Earl Grey,$5.19,$6.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_493d6101-6320-4305-8266-5fa736cc23d0.jpeg 4x,"Earl Grey Has Many Origin Stories, But One Thing We Know For Sure: It’S Been Delicious Forever. Tazo’S Take On This Classic Blend Pairs Bold, Aromatic Black Tea With Sweet Bergamot Essence For A Tried-And-True Flavor That’S Regal As Heck. Plus, It’S Made From Fair Trade Certified Ingredients Grown With Regenerative Agricultural Practices, So It’S Better For The People Who Produce The Tea, And The Land Where It’S Grown. Also, It’S Really Easy To Make. Just Add One Tazo Regenerative: Organic Earl Grey Tea Bag To A Mug, Pour Boiling Water Over It, Let It Steep For 5 Minutes To Release The Bold Flavor And Citrusy Aroma, Remove The Tea Bag, And Enjoy! Tazo Is Partnered With 1% For The Planet To Donate 1% Of Our Sales, Including Those From Tazo Regenerative: Organic Earl Grey Tea Bags, Each Year To Organizations That Share Our Environmental And Humanitarian Ambitions.","Organic Black Tea*^, Organic Bergamot Oil, *fair Trade Certified™ By Fair Trade Usa®, ^rainforest Alliance Certified",212F Bring Fresh Water To A Boil. 8 Fl Oz Pour Water Into Cup. 5 Min Add Teabag And Let Brew. Wait Patiently For Perfection.,,,
Luzianne Iced Tea,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ec03164c-7067-4685-aad8-f2af5a4fcd3d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0964d0f8-0a11-46f1-a4ae-36f2af5dfdf4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7a2ed9ce-5fb8-4589-9d8c-6796a2bf98b1.png 4x","Authentic Southern iced tea—it's so simple, yet so satisfying. It leaves you reinvigorated and refreshed. At Luzianne, we know refreshment is something on which you should never compromise. It's why we carefully select tea leaves from across the globe and specially blend them for ice tea. Since 1902, our family company has been taking the extra steps so you can enjoy the clear, smooth, refreshing taste of Luzianne from one pitcher to the next. And once you've taken a sip of Luzianne, we believe you won't settle for anything less.,Did You Know:1 box brews over 6 gallons.",Orange Pekoe & Pekoe Cut Black Teas,"Brewing Directions: Step one: bring 1 cup (8 oz) of cold water to a rolling boil. Step two: gently pour boiling water over 1 tea bag. Step three: steep 3-5 min, remove tea bag & sweeten to taste. Step fur: enjoy hot or serve over ice. Makes 1 cup (8 oz). To prepare a quart use 4 tea bags and 4 total cups of water.",,,
Guayakí Organic Peach Revival Yerba Mate,,$3.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0aa71780-7996-4fd0-9e23-a0c54a3495e9.png 4x,"High Energy Infusion: Reach deep into yerba mate culture and you'll discover people have long gathered to imbibe mate to awaken the mind, perform extraordinary feats and to exchange confidences. Even Yari, the mythical goddess of mate, decrees it the symbol of friendship. We've always believed there was a magical tree in the rainforest with powers to unite and energize. Come to life with this high energy infusion brewed from the mighty, emerald green mate leaves. Guayaki's vision holds that yerba mate culture will power our Market Driven Regeneration business model to regenerate ecosystems and create vibrant communities. Come to life. Mighty glowing lifted bright light. Non-carbonated. Please recycle. Certified B Corporation.","Filtered Water, Organic Brewed Yerba Mate* (water, Organic Yerba Mate*), Organic Peach Juice Concentrate, Organic Lemon Juice Concentrate, Organic Yerba Mate Extract *, Organic Natural Flavor, Organic Caffeine, Organic Reb A (stevia Leaf Extract)","Shake gently.,Serve chilled.","Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine.",Gluten Free,
"Pure Leaf Brewed Tea, Real, Sweet",$17.49,$21.01," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f8f3181a-808a-4cb6-a722-a4ec84459fa5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d361eee1-6252-4d81-b2ac-9889ba05e773.png 4x","At pure leaf, we believe the best things in life are real and simple. But sometimes, simplicity takes a little more work. Before each pure leaf brew is freshly bottled and sealed, our tea leaves are given a lot of love and attention, resulting in refreshing, leaf brewed tea (not from powder or concentrate).","Brewed Black Tea*, Sugar, Citric Acid..",Refrigerate after opening.,,,
Snapple Peach Tea,,$3.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b332751-0e31-4cea-a0d0-5e42fa9e76a2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_38e7f6e3-fe16-44d3-afa8-efbc8e9a68ae.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ee7c8e8f-fc7e-4475-ae21-e5e1d810dafd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fcfe5bc4-c9a0-405c-9af0-1d1547164bd7.jpg 4x","To peach their own, but we think our Snapple Zero Sugar Peach Tea is perfectly peachy. Big on flavor and low in calories, Snapple Zero Sugar Peach Tea is made from the finest blend of black and green tea leaves and our classic peach flavor. Do yourself a flavor! Snapple Zero Sugar Peach Tea contains zero sugar and is low in calories, gluten-free, and naturally flavored. Even better, our 16oz and 20oz bottles are recyclable and made from 100% recycled plastic, excluding the cap and label. Snapple always brings the flavor. That's what we have been doing ever since we were a small brand created by three friends in the New York area. We started out by selling our apple juice to health clubs in 1973. Since then, we have expanded our flavor portfolio throughout the 80s into teas, fruit drinks, and lemonades. Snapple went national in the early 90s, and now you can find us in more than 30 flavors and in all 50 states across the country. And for an extra dose of fun, don't forget to check out our Snapple 'Real Facts' under our caps!","Filtered Water, Citric Acid, Tea, Aspartame, Potassium Citrate, Natural Flavors, Malic Acid","Shake it! Then shake the bottle too. Settling is natural.,Refrigerate after opening.",Phenylketonurics: contains phenylalanine,Gluten Free,
Peace Tea Caddy Shack Black Tea Lemonade Drink,,$2.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c48c01c2-4350-4dcc-a883-1f895778f759.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f71153dd-976c-487e-8e26-09ab071c40dc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a922e423-bc30-4bfc-adf4-10054f3e3503.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_572c8082-c551-4de5-bad9-db884ebcb803.jpg 4x","Choose Fun. Choose Kindness. Choose Joy. Choose Good Vibes. Choose to be Wild. Choose to make the World Better, Your Way. Choose Peace. Peace Tea is a refreshing beverage that comes in a convenient can and offers delicious iced tea in a variety of flavors that your taste buds crave.,Peace Tea Caddy Shack is iced tea, lemonade and a whole lotta good vibes. This is a hole-in-one to the last drop.,Available in other flavors like Just Peachy, Caddy Shack, Sno-Berry, Green Tea, Hello Mango and Sweet Lemon. Or if you are seeking a zero sugar, zero calorie, but still oh, so sweet fruit tea beverage, try Razzleberry Zer-OH or Pineapple Groove Zer-OH.,Be our tea-mate, our best-tea. Drink in the sweet flavor of Peace with the smoothness of self-confidence. The taste of inspiration and the refreshment of positive vibes. The burst of brightness and the boldness of making the world a peaceful, positive place.,Choose Peace.,• Choose Peace. Peace Tea – deliciously refreshing sweet iced tea,• Iced tea, lemonade and a whole lotta good vibes This is a hole-in-one to the last drop,• Made with natural flavors and no added colors,• 23 fl oz can of Peace Tea Caddy Shack,• Made with Peace, Love and Happiness","Tea (water, Tea Powder), Apple Juice From Concentrate, Cane Sugar, Lemon Juice From Concentrate, Citric Acid, Natural Flavors, Sodium Citrate, Sucralose","Shake well.,Refrigerate after opening.",,,
Celestial Seasonings Caffeine Free Sleepytime Melatonin Tea,,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a23b53d4-e3b1-4526-b088-f119135088c9.png 4x,,"Other Ingredients: Spearmint Leaf, Lemongrass Leaf, Hawthorn Berry",{},"Warning: recommended for adults only. If you are taking prescription medication, or are pregnant or nursing, consult your health care provider prior to using this product. Persons with allergies to the daisy family may be sensitive to chamomile. Do not drive or operate machinery after consuming this product. We recommend no more than one tea bag per day.",Gluten Free,
"Lipton Unsweetened Special Blend for Iced Tea, Famliy Size Tea Bags",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d006d6ad-21fc-4696-aacd-89151d2f116d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ac1c33b-54fc-4445-ad6d-0f08d6502c9c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_766d7fa5-fe61-4c0e-8b0c-dbf9379fa617.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7de8f94e-9ba6-40b1-9386-2149e32c4834.jpg 4x","This Lipton Iced Tea Contains Flavonoids, Which, Along With A Diet Consistent With Dietary Guidelines, Can Help Maintain Heart Health. There Are So Many Benefits To Drinking Tea. Did You Know Regular Consumption Of Black Or Green Tea Can Help Support A Healthy Heart? Daily Consumption Of 2-3 Cups Of Unsweetened Brewed Tea Provides 200-500 Mg Of Flavonoids That Can Help Support A Healthy Heart As Part Of A Diet Consistent With Dietary Guidelines.,Lipton Carefully Crafted Its Iced Tea Blend From A Mix Of Orange Pekoe And Black Tea Leaves — And Fresh-Brewed Unsweetened Tea Never Tasted So Good. This Family Size Tea Is For Those Looking For A Delicious Alternative To Plain Water, Or Drinks With Artificial Flavors And Colors. Each Bag Makes 4 Servings, For A Pitcher Full Of Flavor That Will Keep You And Your Whole Family Happy. Simply Brew Hot, Pour Over Ice, And Enjoy This Smooth-Tasting Tea All Year Round.,To Capture As Much Of The Tea Taste And Aroma As Possible, We Have Developed An Innovative Process Where We Press Fresh, High-Quality Tea Leaves To Release Their Natural Essence. We Then Use This Essence On Our Blend.,All Our Iced Tea Bags Are 100% Sustainably Sourced Using Only Rainforest Alliance Certified Tea Leaves, Which Translates Into Ensuring Decent Wages For Tea Farmers Around The World Together With Access To Quality Housing, Education And Medical Care. Your Tea Is Their Brighter Future.",Orange Pekoe And Pekoe Cut Black Tea.,"Quick Chill Method 1. In A Heat-Proof Pitcher, Add 2 Tea Bags With 4 Cups Of Boiling Water. Brew For 3-5 Minutes. 2. Fill The Rest Of The Pitcher With Ice Or 4 Cups Of Cold Water. Keep Refrigerated. Makes 2 Quarts Of Iced Tea","Store in cool, dry place.",,
Guayakí Organic Tropical Uprising,$3.49,$4.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a3c0d93-cecf-4baa-9c96-52739aca5509.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a5d59e07-dede-4110-9299-a564ad195c6e.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5637f190-e010-459e-9a67-6d98c59c28de.jpg 4x","Tropical Uprising is refreshing yerba mate with a juicy burst of mango and pineapple with a hint of hibiscus. Contains only 60 calories per can. At Guayaki, we are about much more than just mate: we believe that yerba mate culture is an invitation to life. The regeneration of the planet is the heart of our business model. Every time you purchase Guayaki you are creating a positive global impact that we call Market Driven Regeneration, which is the driving force behind everything we do.","Filtered water, organic cane sugar*, organic brewed yerba mate and hibiscus flower (water, organic yerba mate*,organic hibiscus flower), organic mango puree, organic yerba mate extract*, organic pineapple juice concentrate, citric acid, organic guava natural flavor, organic apricot natural flavor, organic caffeine, organic reb A (stevia leaf extract). *Fairtrade ingredient",Shake gently. Serve chilled.,"Not recommended for children, pregnant/breastfeeding women, or individuals sensitive to caffeine.",Gluten Free,
"Celestial Seasonings Herbal Tea, Caffeine Free, Jammin' Lemon Ginger, Tea Bags",$4.39,$5.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8f5209e4-f4d3-4dcf-98a9-72dc3f096aa3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2565124d-da9f-45ee-a72b-8d9748e0d661.png 4x","The Story of Celestial Seasonings®,Back in 1969, we started picking herbs from the fields and forests of the Rocky Mountains and in the process, we created America's very first herbal tea. Still blended in Boulder by our expert blendmaster, our uniquely delicious teas are made with the finest ingredients, passion and inspiration.,Blendmaster's Notes,Jammin' Lemon Ginger®,""This uplifting blend combines spicy ginger—valued for its piquant taste and reputation as a digestive aid—with a cheerfully bright lemon flavor and aroma. You might say that the pairing of lemon and ginger hits 'just the right note' anytime you need a soothing and rejuvenating cup of tea."",Charlie Baden,,Celestial Seasonings Blendmaster","Ginger, Lemon Verbena, Lemongrass, Natural Lemon And Ginger Flavors With Other Natural Flavors, Rosehips, Roasted Chicory, Citric Acid, Lemons",{},,Gluten Free,
Lipton Black Tea Bags,,$2.79," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8148f582-56f2-4f73-9ff9-bf8f9e5543f7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_685e0d5f-5530-451b-984a-c21370c4c36e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f20ef54-fb5d-4afd-abc7-58c485cb79f3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e88ee3cc-e196-4624-8dd5-32604865ea29.jpg 4x","Lipton’S Master Blenders Have Created The Ultimate Black Tea Blend, Crafted For A Pure, Natural Tea Taste To Enjoy Any Time You’Re Craving A Cup Of Tea. Lipton Black Tea’S Signature Bold, Smooth Flavor Is The Result Of Tea Leaves That Are Picked At Their Freshest, Then Perfectly Pressed To Bring Out The Tea’S Full Range Of Taste And Aroma For An Unforgettable Tea Experience. Lipton Black Tea Is Made From Real Tea Leaves And Specially Blended To Be Just Right No Matter How You Choose To Enjoy It. Try It Hot And Fresh As A Way To Begin Your Day, Or Iced And Refreshing To Cool Down For A Midday Break Or At Mealtime With Your Friends And Family. To Enjoy Iced, Simply Brew 4 Tea Bags With 1 Quart Boiling Water, Steep For 3 To 5 Minutes, Sweeten To Taste, Then Add 3 Quarts Of Fresh Cold Water And Ice. Lipton Black Tea Is A Delicious Way To Love Your Heart, And Drinking Unsweetened Black Tea Can Help Support A Healthy Heart As Part Of A Healthy, Balanced Diet*. Daily Consumption Of 2-3 Eight Fluid-Ounce Cups Of Lipton Unsweetened Black Tea Provides Your Body With Naturally Occurring Flavonoids, Which Can Help Support Healthy Blood Circulation Essential For Heart Health. We Also Love Letting Tea Drinkers Everywhere Know That Lipton Black Tea Is Rainforest Alliance Certified, An Ongoing Promise That Helps Support Sustainable Agriculture And Farmers Around The Globe. To Make Sure Their Great Taste Lasts, We Package All 20 Lipton Black Tea Bags In Freshness Trays For Your Enjoyment. For Your Next Cup Of Tea, Brew Up Something Incredible And Treat Yourself To The Incredibly Refreshing Taste Of Fresh-Brewed Lipton Black Tea. We Hope That Every Cup Of Tea Brightens Your Day. *Unsweetened Lipton Black Tea Contains About 170Mg Of Flavonoids Per Serving, No Calories, No Added Sugars, And Is 99.5% Water.",Orange Pekoe And Pekoe Cut Black Tea.,"keep refrigerated;Brew in boiling water 3 - 5 minutes.Serve with milk, if desired and sweeten to taste.Quart of Iced TeaBrew 3-5 tea bags in two cups of boiling water in heat-proof pitcherBrew 3-5 minutes;remove tea bags and sweeten to tasteSTir in 3 cups ice cubes until melted","Store in cool, dry place.",,
Tetley British Blend Premium Black Tea Round Tea Bags,$5.79,$6.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_91a817cf-e9b1-4e1d-ba66-1b032d5db9d0.jpeg 4x,"Since 1837. Deliciously rich and robust. Celebrating the true British Cuppa. Tetley Tea proudly celebrates 185 years of tea expertise in crafting the perfect brew. Known for its authentic British heritage, Tetley master blenders have lovingly created our bestselling British Blend from the finest tea leaves around the world including Africa and Assam to give you a rich, bold and flavorful cup of authentic British style black tea. This robust, full bodied tea is perfect for your everyday pick me up. Fresh sealed pouch. Packed for added freshness in two separate inner foil pouches, each containing 40 round tea bags. www.tetleyusa.com. Facebook. Twitter. Instagram Follow(at)TetleyUSA. How was your Tetley Tea? Question, comments, feedback, we would love to hear from you! 800-728-0084. www.tetleyusa.com. We are a member of Ethical Tea Partnership. www.ethicalteapartnership.org. Fresh sealed pouch. Rainforest Alliance Certified: 100% Rainforest Alliance Certified Tea. Tetley is working with the Rainforest Alliance, a non-profit organization dedicated to sustainability and conservation around the world. We are committed to ensuring a better life for our farmers, better tea for you and a better environment for everyone. Tetley is working with the Rainforest Alliance, a non-profit organization dedicated to sustainability and conservation around the world. We are committed to ensuring a better life for our farmers, better tea for you and a better environment for everyone.; We are a member of Ethical Tea Partnership.,www.ethicalteapartnership.org; Celebrating the True British Cuppa,Tetley Tea proudly celebrates 185 years of tea expertise in crafting the perfect brew. Known for its authentic British heritage, Tetley master blenders have lovingly created our bestselling British Blend from the finest tea leaves around the world including Africa and Assam to give you a rich, bold and flavorful cup of authentic British style black tea. This robust, full bodied tea is perfect for your everyday pick me up.,Try it with a dash of milk for that royal experience.; Fresh Sealed Pouch,Packed for added freshness in two separate inner foil pouches, each containing 40 round tea bags.",Black Tea,"Reconstitute: Brewing the perfect cup of Tetley tea.,Pour freshly boiled water over tea bag in cup.,Brew for 3–5 minutes.,Add a dash of milk.,Sweeten if desired. Enjoy!,Try it with a dash of milk for that royal experience!",,,
"Brisk Iced Tea, Blood Orange",,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d15e8c00-55dc-4b91-870f-9e6f1802f479.png 4x,"• Blood orange tea,• 1 Liter","Water, High Fructose Corn Syrup, Citric Acid, Natural Flavor, Sodium Polyphosphates (to Protect Flavor), Potassium Citrate, Green Tea Powder, Potassium Sorbate (preserves Freshness), Gum Arabic, Ascorbic Acid (to Protect Flavor), Acesulfame Potassium, Sucralose, Glycerol Ester Of Rosin, Yellow 6, Calcium Disodium Edta (to Protect Flavor), Red 40, Blue 1.",,,,
