Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,Milk Free
"Mother Kombucha Kombucha, The Trop",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2ff745a-b944-42d5-823e-18105370fe91.png 4x,,,Pineapple & coconut. USDA Organic. Certified Organic by EcoCertico. Certified Vegan. vegan.org. Probiotics. B vitamins. Adaptogens. Amino acids. Enzymes. Unpasteurized. We believe that what is good for you should also taste great. Our small batch living teas are packed with probiotics and adaptogens that your body craves. We use natural ingredients and unique flavors to create a refreshing and naturally invigorating Kombucha that you can enjoy anytime. Brewed in Florida.,"Organic Raw Kombucha (kombucha Culture, Filtered Water, Organic Cane Sugar, Organic Fair Trade Green Tea), Organic Pineapple, Organic Saw Palmetto, Organic Pineapple Flavor Extract And Organic Coconut Flavor Extract",Keep refrigerated. Do not shake.,May contain trace amounts of alcohol due to fermentation.,
"Mother Kombucha Kombucha, Lavender Mojito",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a16ca82a-f2ea-4266-a712-325fa222c34c.png 4x,,,"Lavender, mint & lime. USDA Organic. Certified Organic by EcoCertico. Certified Vegan. vegan.org. Probiotics. B vitamins. Adaptogens. Amino acids. Enzymes. Unpasteurized. We believe that what is good for you should also taste great. Our small batch living teas are packed with probiotics and adaptogens that your body craves. We use natural ingredients and unique flavors to create a refreshing and naturally invigorating Kombucha that you can enjoy anytime. Brewed in Florida.","Organic Raw Kombucha (filtered Water, Organic Cane Sugar, Kombucha Culture, Organic Fair Trade Green Tea), Organic Lime Juice, Organic Lavender Oil, Organic Spearmint Oil",Keep refrigerated. Do not shake.,May contain trace amounts of alcohol due to fermentation.,
"Better Booch Kombucha, Citrus Sunrise",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a8344c26-a4c2-4c4b-aa63-881d9851dfc5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac7ebcf4-bafb-4f39-bda3-4f95c7f3052f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_369289d9-3097-407f-982f-6b11893127c9.png 4x",,,"Sparkling probiotic tea. USDA Organic. Certified Organic by Organic certifiers. Vegan. Gluten free. Non GMO Project verified. nongmoproject.org. Premium small craft. Grapefruit + sage + pu-erh tea. Better for you. We believe when you have your health, you have freedom-freedom to create, explore, set goals and crush them. So, we crafted Better Booch to keep you going strong. Thank you for allowing us to be a part of your journey. The best just got better! - Trey & Ashleigh, Founders. Like you, we're purists. Enter high grade pu-erh tea and whole-leaf sage, blended together to create an antioxidant powerhouse! Boosted by a sunny blast of citrus, this mix will keep you gliding through the day. Raw. Live with intent. Don't worry, any sediment is part of the natural kombucha properties. Why cans are better. Cans keep out all UV rays, so those live probiotics stay active. Can go where bottles cannot. Take it to the beach, lake, or park for better picnic! betterbooch.com. (at)betterbooch. Twitter. Instagram. 5 cents from every Better Booch can sold is donated to the program in natural therapies at city of hope. BPA free. Please recycle. Less than 0.5% alcohol by volume.","Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Pu-erh Tea, Organic Oolong Tea, Kombucha Culture [yeast, Bacteriai), Organic Orange Peel, Organic Sage, Organic Grapefruit Peel, Natural Flavors, Bacillus Subtilis De111*",Perishable. Keep refrigerated.,,
"Better Booch Kombucha, Premium, Strawberry Lemonade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c11637e2-bc5a-4249-95fd-bf5ada449449.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4d18ea65-aaa8-4bce-9a5f-5e25006da06c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af20d9a5-fb45-4abb-88e7-849ffbdec2bf.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c24a8d58-7d10-4d7e-8921-605d6d7f7b9c.png 4x",,,"Supports digestive + immune health. Sparkling probiotic goodness. Strawberry + lemon + lavender. Raw + unpasteurized. A culture of imagination. Life is short, and you deserve something good to drink . We think small groups of friends can be engines of changes, and so we made a Better Booch for you and yours. Cheers to your health and a healthier planet. Lets' all do something great. - Trey & Ashleigh, Founders. Strawberry Lemonade: This one's for long days in the sunshine. Beautifully bright lemon and fruity strawberry pucker up with just a smide of herbaceous lavender. It's nostalgia, in a can. Raw. Live probiotics. Non-alcoholic. Please recycle. City of Hope: Better Booch is proud to support the Program in Natural Therapies at City of Hope.","Organic Kombucha Tea (purified Water Organic Cane Sugar, Organic Guayusa Tea, Kombucha Culture [yeast, Bacteria]), Organic Lemon Peel, Organic Hibiscus Flower, Organic Lavender, Strawberry Essence Bacillus Subtilis De111*.",Storage. Keep refrigerated.,,
Forage Kombucha Tropical Kombucha,,$3.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_607e0d19-76c6-421b-86dd-acd3e6a5f840.png 4x,,,,"Oolong Tea, Organic Coconut, Organic Pineapple, Organic Mango, Natural Passionfruit Flavor, Natural Lychee Flavor, Organic Cane Sugar, Kombucha Culture.",,,
"Better Booch Kombucha, Mango Delight",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9961e416-572f-4ee8-9c89-5c603a0e451b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_eb8cf9f2-d294-47bf-b482-0caa675e4322.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ee893db-8a19-4986-a04f-be8c56223cc6.png 4x",,,,"Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Sencha Green Tea, Kombucha Culture [yeast, Bacterial]), Native+ Synbiotic Blend*, Organic Elderflower, Organic Orange Peel, Organic Mango, Organic Natural Flavors * Prebiotic Fibers: Chicory Root.",Perishable. Keep refrigerated.,"Kombucha is a fermented tea, and may contain trace amounts of alcohol. If you are pregnant or breastfeeding, please consult your doctor before consuming.",
"Buddha's Brew Kombucha, Peach Mint",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18bbd663-63f5-4284-b851-e0799c93a522.png 4x,,,"Organic kombucha, peach & fresh peppermint. 19 billion live probiotics per bottle. Craft brewed with love from Austin TX. 19 billion probiotics per bottle. Powerful kombucha. Taste our tartness? It's delicious evidence of our organic beneficial acids. Authentic kombucha fermentation never watered down. Filtered or pasteurized. Buddha's Brew began as a Farmers' Market booth and grew into a microbrewery. Our home is Austin, TX where we are nestled alongside a greenbelt with gardens and a creek. Wildly delicious. A generous heart, kind speech, and a life of service and compassion are the things which renew humanity. - Buddha. Fresh. Raw. Alive. Our mission is to brew the most probiotically powerful kombucha on planet Earth & have a blast doing it. Find peace at the bottom of every bottle. Antioxidants. Enzymes. Probiotics. Polyphenols. Beneficial acids. Dairy free & gluten free. Remember to breathe deep. We use local & Texas ingredients or grow our own whenever possible. Facebook. Twitter. buddhasbrew.com.","Pure Organic, Kombucha (brewed In A Base Of Purified Water, Kombucha Culture, Fair Trade Organic Tea & Fair Trade Evaporated Organic Cane Juice - Used For Fermentation) Peach Juice And Fresh Peppermint.",Always keep refrigerated.,May contain a trace amount of alcohol but always less than .5%,
"Health-Ade Kombucha, The Original",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_04293a18-cbb0-423e-8c05-69775dc4999d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2eb924cf-c098-411c-9a73-0c168e01a7e1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2cb74778-49b0-4897-a001-a39a26d19a82.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4f17519f-5cb5-4ad7-b136-8bd65eef3366.png 4x",,,"A bubbly probiotic tea. USDA Organic. Certified Organic by Organic Certifiers. Certified Vegan. vegan.org. Certified Gluten-free. Non-GMO Project verified. nongmoproject.org. Follow your gut! The original is simply our raw and organic kombucha: smooth, bubbly and deliciously pure. The best tasting and highest quality kombucha you can buy. Fermented in glass. Real food handcrafted. Small batch kombucha. Cold-pressed flavors. Certified R.A.W. health-ade.com. (at)healthade. Brewed and bottled in California, USA.","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar).",{},"Do not shake. Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant/breastfeeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
Better Booch Citrus Sunrise 12Oz Single,,$3.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ac3b689-817c-4aba-9c7b-74d0079e5e07.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c389be8f-1440-41da-9368-19bc5eca2f86.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_93d514b0-22ca-4cdc-a039-7103e91b86d5.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e3910c9-4e4f-46b0-86b2-11fd61a6cbbc.png 4x",Gluten Free,,,"ORGANIC KOMBUCHA TEA (PURIFIED WATER, ORGANIC CANE SUGAR, ORGANIC PU-ERH TEA, ORGANIC OOLONG TEA, KOMBUCHA CULTURE [YEAST, BACTERIA]), NATIVE+*, ORGANIC ORANGE PEEL, ORGANIC SAGE, NATURAL FLAVORS, ORGANIC GRAPEFRUIT EXTRACT",,,
"Better Booch Kombucha, Organic, Premium, Guava Cooler",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5fc81e2e-8fa4-48af-86bd-08baba4df1f1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27d2989d-b885-47ce-bfaf-4c277e5759b3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9066067b-df33-408b-88eb-b76dd2b52820.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e2985444-febe-4197-990b-59c781a4fbc7.png 4x",,,"Supports digestive + immune health. Sparkling probiotic goodness. Raw + unpasteurized. A culture of imagination. Life is short, and you deserve something good to drink. We think small groups of friends can be engines of change, and so we made a Better Booch for you and yours. Cheers to your health and a healthier planet. Let's all do something great. - Trey & Ashleigh, Founders. Guava Cooler: Hold my calls. Juicy mango and tantalizing guava delight the taste buds and a hint of tart makrut lime refreshes like an island breeze. Now all we need is the hammock. Raw. Live probiotics. Verified non-alcoholic. Please recycle. City of Hope Better Booch is Proud to support the Program in Natural Therapies at City of Hope","Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic Sencha Green Tea, Kombucha Culture [yeast, Bacteria]), Organic Mango, Guava, Organic Lemongrass, Kaffir Lime Leaf, Bacillus Subtilis De111*",Perishable. Keep refrigerated,"Kombucha is a fermented tea, and may contain trace amounts of alcohol.",
"Buddha's Brew Kombucha, Pineapple Super Greens",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a2b3c9df-b6b7-459c-b281-697fe916d34b.png 4x,,,"Craft brewed. Awaken your energy. With love from Austin, TX. Natural kombucha fermentation is an art, so slight variations should be expected and celebrated. Drink daily to bring out the Buddha in you! Live culture strands will appear floating naturally as evidence of the living probiotics and are healthy to drink. Dairy free & gluten free. Facebook. Twitter. Three things cannot be long hidden: the sun, the moon and the truth. - Buddha. Buddha's Brew Kombucha is a crew brewed fermented elixir that is full of raw living probiotic cultures. To ensure the freshest, most probiotically active kombucha possible, we brew and bottle daily in small batches in our microbrewery along Williamson Creek in Austin, Texas. We believe healthy raw kombucha can and should be delicious and we make sure every batch is just that, delightful and sublime! Buddha's Brew is always raw & unfiltered. All our brews contain: beneficial acids & enzymes; raw living probiotics; antioxidants. Restore. Love. Balance. Go Texan.","Pure Organic Kombucha (brewed In A Base Of Purified Water, Kombucha Culture, Fair Trade Organic Tea & Fair Trade Evaporated Organic Cane Juice - Used For Fermentation) And 7% Juices: Pineapple, Apple & Peach, Plus Spirulina, Chlorella, Barley Grass, Spinach, & Broccoli Powders.",Shake gently. Always keep refrigerated.,This product may contain a trace amount of alcohol but always less than .05%.,
"Mother Kombucha Kombucha, Hopped Passion Fruit",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_878baeee-8e3f-4e49-a897-23e8c333d627.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8667a7d5-10d6-4af8-b7e3-80093ad6a178.png 4x",,,Organic amla & hops. USDA Organic. Certified organic by EcoCertico. Certified Vegan. vegan.org. Probiotics. B vitamins. Adaptogens. Amino acids. Enzymes. Unpasteurized. We believe that what is good for you should also taste great. Our small batch living teas are packed with probiotics and adaptogens that your body craves. We use natural ingredients and unique flavors to create a refreshing and naturally invigorating Kombucha that you can enjoy anytime. Brewed in Florida.,"Organic Raw Kombucha (kombucha Culture, Filtered Water, Organic Cane Sugar, Organic Fair Trade Green Tea), Organic Hops, Organic Hibiscus, Organic Amla, Organic Passionfruit Extract.",Keep refrigerated. Do not shake.,May contain trace amounts of alcohol due to fermentation.,
"Wild Tonic Blueberry Basil, Sparkling Jun, Probiotic Beverage",,$3.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_486a933c-7364-49a0-a112-2128b703b888.png 4x,Gluten Free,,Semi-sweet blueberry balanced by notes of savory basil.,"Filtered Water, Honey,* Tea,* Blueberry Juice Concentrate,* Basil,* Natural Blueberry Flavor,* Basil Essence,* Raw Jun Culture.* (*Organic and Non-GMO Ingredients)","Do not shake.,Stay cooled. Keep refrigerated.","Notice: Due to natural fermentation, this product contains trace amount of alcohol and culture, which are normal. If you are pregnant or nursing, please consult with your physician before consuming.",
Sprouts Organic Kombucha,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ef5e1f0-bae2-4203-a059-c085881154f1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3382ca0f-697c-450e-8060-033d75b5bb7f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8341e41d-4b82-4f45-8f29-ca5edc44879f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_982e5be6-94bb-4cad-9e6a-7f72a4970722.png 4x",,,,"ORGANIC KOMBUCHA (WATER, ORGANIC SUGAR, ORGANIC TEA BLEND, ORGANIC KOMBUCHA CULTURE), ORGANIC COCONUT WATER (FROM CONCENTRATE), ORGANIC PINEAPPLE JUICE (FROM CONCENTRATE), ORGANIC PINEAPPLE FLAVOR, ORGANIC MONK FRUIT EXTRACT, BACILLUS SUBTILIS (PROBIOTIC).",,,
"Aqua ViTea Elderberry Kombucha, Organic + Probiotic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0eb63935-203b-4d4d-b1be-c442c89d79cb.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83279d27-35df-4f21-bf93-06403c4c6450.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d76b5386-19c0-40d7-97cf-d38ea345b711.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01b434eb-af50-43df-bd0c-5e125062750b.jpeg 4x",,,"Verified alcohol extracted. Premium. Organic. Probiotic. Flavor Profile: Fruit & mild. Premium ingredients. Natural probiotics. Brewing authentic kombucha since 2007. Aqua ViTea promotes Responsible Kombuchaing by offering verified non-alcoholic, certified organic Kombucha made with mindfully-sourced ingredients, natural probiotics and notably lower sugar to create truly mind-blowing flavors and uncompromising choices when it comes to health. Kombucha for everyone! - Jeff Weaber, Founder of Aqua ViTea (ViTea rhymes with Mighty). Recycle or reuse.","Organic Kombucha, Organic Elderberry Juice From Concentrate",Please keep refrigerated.,,
"Mother's Kombucha, Tropical Guava",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_15d7f6d9-0faa-4893-8347-0224e8523f55.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2ed7ca91-8c50-4019-b95b-8d679cbf23eb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2f8acf1a-e8cb-4391-883e-4946f4adce5e.png 4x",,,,"Organic Raw Kombucha (filtered Water, Kombucha Culture, Organic Cane Sugar, Organic Fair Trade Green Tea), Organic Pineapple, Organic Hibiscus, Organic Black Tea, Organic Orange Peel, Organic Rosehips, Organic Reishi Mushroom, Organic Green Tea Extract (l-theanine), Organic Guava Flavor.","Do not shake.,Keep refrigerated.",May contain trace amounts of alcohol due to fermentation.,
"Buddha's Brew Kombucha, Blueberry",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cf400783-73e1-4327-9327-03499a2a538d.png 4x,,,"Craft brewed. Awaken your energy. With love from Austin, TX. Natural kombucha fermentation is an art, so slight variations should be expected and celebrated. Drink daily to bring out the Buddha in you! Live culture strands will appear floating naturally as evidence of the living probiotics and are healthy to drink. Dairy free & gluten free. Facebook. Twitter. If we could see the miracle of a single flower clearly, our whole life would change. - Buddha. Buddha's Brew kombucha is a crew brewed fermented elixir that is full of raw living probiotic cultures. To ensure the freshest, most probiotically active kombucha possible, we brew and bottle daily in small batches in our microbrewery along Williamson Creek in Austin, Texas. We believe healthy raw kombucha can and should be delicious and we make sure every batch is just that, delightful and sublime! Buddha's Brew is always raw & unfiltered. All our brews contain: beneficial acids & enzymes; raw living probiotics; antioxidants. Restore. Love. Balance. Go Texan.","Pure Organic Kombucha (brewed In A Base Of Purified Water, Kombucha Culture, Fair Trade Organic Tea & Fair Trade Evaporated Organic Cane Juice - Used For Fermentation) And 7% Organic Juices (blueberry And Apple).",Shake gently. Always keep refrigerated.,This product may contain a trace amount of alcohol but always less than .05%.,
"Wild Tonic Blackberry Mint, Sparkling Jun, Probiotic Beverage",,$3.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5a049dfa-b2c1-4465-a1e3-5c1beac1b1a5.png 4x,Gluten Free,,Blackberry tartness balanced by refreshing spearmint notes.,"Filtered Water, Honey,* Tea,* Blackberry Juice Concentrate, Mint*, Natural Blackberry Flavor,* Mint Essence,* Raw Jun Culture.* (*Organic and Non-GMO Ingredients)",Stay cool. Keep refrigerated.,"Notice: Due to natural fermentation, this product contains trace amount of alcohol and culture, which are normal. If you are pregnant or nursing, please consult with your physician before consuming. Do not shake.",
"Lenny Boy Kombucha, Good Ol' Ginger",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_216a1c36-951b-4435-b384-f4441c4dcdf1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5e3ea946-40a8-4d0f-846f-a94322d805d1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fedabba4-ce3e-4ab8-adc7-716ac4bcaf71.png 4x",,,"Fresh pressed ginger. Live cultures & probiotics. Lenny Boy was founded through an interest in a healthy lifestyle and a passion for fermentation. Our hand-crafted kombucha contains a broad spectrum of probiotics, b-vitamins, and amino acids to promote your health and keep your body smiling. Crisp. Light. Healthy & refreshing. Raw. Culture matters. Used for fermentation, all cane sugar is added at the beginning of our 30-day production process.","Lenny Boy Kombucha* (filtered Water, Kombucha Culture, Cane Sugar*, Green Tea*, Black Tea*), Ginger*","Do not shake before opening.,Keep refrigerated. Perishable. Keep bottle refrigerated.","Due to fermentation, this product contains a trace amount of alcohol similar to unpasteurized apple cider or fruit juice.",
"Lenny Boy Kombucha, Lavenderade",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ce6e33c1-9dee-40f7-9725-ed49db82fd2f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_77503497-eecb-4a61-836d-bff3c391095f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b15d56a9-5496-42f8-ada8-ff24bcc0ac7d.png 4x",,,"Lenny boy was founded through an interest in a healthy life style anda passion for fermentation. Our hand carfted kombucha contains a broad specturm of Probiotics, B-Vitamins, and Amino acids by to promote your health and keep your body smiling. Crisp. Light. Healthy & refreshing. Certified organic. Used for fermentation, all cane sugar is added at the beginning of our 30-day production process.","Lenny Boy Kombucha (Certified Organic), (Filtered Water, Kombucha Culture, Cane Sugar (Certified Organic), Green Tea (Certified Organic), Black Tea (Certified Organic)), Filtered Water, Lemons (Certified Organic), Lavender (Certified Organic), Lemongrass (Certified Organic).","Do not shake before opening.,Keep refrigerated. Perishable. Keep bottle refrigerated.",Due to fermentation this product contains a trace amount of alcohol similar to unpasteurized apple cider or fruit juice.,
Mother Kombucha Arise Kombucha 12 Oz Bottle,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5f2e7c5f-05ad-40c9-8b0a-902b44cc4bf6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f40c8e3c-e396-41aa-b1e0-8d53be847cf8.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14e0f7dd-487d-44cd-ba93-b8b6b10b9090.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c5a3fed7-481e-4749-a770-fb57d648ac32.png 4x",,,,"Organic Kombucha (filtered Water, Kombucha Culture, Organic Cane Sugar, Organic Green Tea) Organic Guayusa, Organic Ginger, L-theanine, Organic Peach And Mango Flavor",,,
"Health-Ade Kombucha, Pink Lady Apple, Bottle",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_598b13b2-a136-485b-871a-79063860bd50.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9382b918-914d-4291-ab5e-cbfea921b0c7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa9584e8-d522-4cf4-9584-344f8f0c7afe.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_61565648-57a8-438a-a44b-503b50ced63d.jpg 4x",,,"Health-ade Kombucha, Pink Lady Apple, Bottle Follow your gut! Incredibly crisp with a hint of cider, our organic and raw pink lady apple kombucha is truly nature's treat. The best tasting and highest quality kombucha you can buy. Real food handcrafted. Small batch kombucha. Contains 10% juice. Certified raw.","Filtered Water, Kombucha Culture (yeast And Bacteria Cultures), Organic Black Tea, Organic Green Tea, Organic Evaporated Cane Juice (sugar), Cold-pressed Organic Apple Juice.",Do not shake.,"Not Applicable Do not shake. Kombucha should not be consumed if left unrefrigerated for an extended period of time. Pregnant/breast feeding? Consult your doctor. Due to natural fermentation, there may be trace amounts of alcohol and small pieces of culture.",
"Better Booch Kombucha, Organic, Hibiscus Healer",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ce0c59b-f753-4e20-b23e-a4c292eb1063.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c987f39e-4a1f-4b24-bef9-bb60fc07c804.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_655644b8-6843-42a9-b792-77ca08a53453.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0d6aca1-de65-4cf3-8aaf-26cfc4bc36be.png 4x",,,"Premium small craft. Hibiscus + cranberry + blueberry. Better for you. We believe when you have your health, you have freedom-freedom to create, explore, set goals and crush them. So, we crafted Better Booch to keep you going strong. Thank you for allowing us to be a part of your journey. The best just got better! - Trey & Ashleigh, Founders. Hibiscus Healer: when it comes to benefits, hibiscus more than just a friend. This superfood floral supports your well-being and is popular amongst your crew. You two should go the distance! Live probiotics. Non-alcoholic verified. Raw. Live with intent. Why cans are better. Cans keep out all UV rays, so those live probiotics stay active. Cans go where bottles cannot. Take it to the beach, lake, or park for a better picnic! Please recycle. City of Hope: Better booch is proud to support the program in Natural Therapies at City of Hope.","Organic Kombucha Tea (purified Water, Organic Cane Sugar, Organic White Tea, Kombucha Culture [yeast, Bacteriat]), Organic Hibiscus Flower, Natural Blueberry Flavor, Natural Cranberry Flavor",Perishable. Keep refrigerated.,,
"Lenny Boy Kombucha, Blueberry and Yerba Mate",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2aa9efc6-f3e5-44db-874c-ee0d472fc10b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_29434ac8-160e-4ab9-a213-6f8a47ddf75d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c9b3fe84-3017-4e23-8133-f1bcd86b81d6.png 4x",,,"Wake-up call. Lenny Boy was founded through an interest in a healthy lifestyle and a passion for fermentation. Our hand crafted kombucha contains a broad spectrum of probiotics, B-vitamins, and amino acids to promote your health and keep your body smiling. Crisp. Light. Healthy & refreshing.","Lenny Boy Kombucha (filtered Water, Kombucha Culture, Cane Sugar*, Green Tea*, Black Tea*), Filtered Water, Blueberries*, Green Tea*, Yerba Mate*, Nettle Leaf*","Do not shake before opening.,Keep refrigerated. Perishable. Keep bottle refrigerated.,Used for fermentation, all cane sugar is added at the beginning of our 30-day production process.","Due to fermentation, this product contains a trace amount of alcohol similar to unpasteurized apple cider or fruit juice.",
"Aqua ViTea Blueberry Social Kombucha, Organic + Probiotic",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7487a320-f4b0-427d-9e58-0bd04bfcdf62.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_00b6004d-53b1-4985-ba16-f85037612148.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_26fe6b6f-3519-4c4c-b29b-bdec474266e7.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_08e4d211-88e1-4f52-8098-2115155401ea.jpeg 4x",,,"• Lower sugar.,• Organic,• Gluten Free,• Vegan,• Paleo","Kombucha (Certified Organic) [Filtered Water, Kombucha Culture (Certified Organic), Black Tea (Certified Organic), Green Tea (Certified Organic), Cane Sugar (Certified Organic)], Blueberry Juice from Concentrate (Certified Organic), Lemon Juice from Concentrate (Certified Organic), Blueberry Flavor (Certified Organic), Cardamom (Certified Organic).",Please keep refrigerated.,,
