Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,"Quench your thirst with Fit & Active Grape Flavor Liquid Water Enhancer, a delicious way to add flavor to your water. With zero calories and less than 1 carb per serving, this liquid enhancer is perfect for those watching their intake. Made with natural flavors and without sugar or gluten, it's a healthier alternative to sugary drinks. The kosher ingredients include citric acid and potassium sorbate (preservative). Each bottle contains 24 servings, making it convenient for on-the-go hydration. Order now on Instacart for same-day delivery or pickup and enjoy a refreshing glass of grape-flavored water anytime, anywhere.","Quench your thirst and stay energized with Cirkul Gosip Grape Flavor Energy Cartridge, the perfect drink for those on-the-go. This convenient tumbler lets you enjoy a refreshing and delicious grape-flavored drink with added caffeine, taurine, and vitamins B3 and B12. With no sugar, fat, or carbs, it's a guilt-free way to stay hydrated all day long. Made with filtered water, natural flavors, and other high-quality ingredients, this energy cartridge is gluten-free and suitable for people with various dietary restrictions. Get your hands on Cirkul Gosip Grape Flavor Energy Cartridge today through Instacart's same-day delivery or pickup!","With just half a teaspoon of Food Club Black Cherry +Energy Liquid Beverage Enhancer, you can liven up your water and get an extra boost of energy for your day. This gluten-free enhancer contains zero juice but packs 60mg of caffeine per serving, along with taurine, guarana extract, ginseng extract, niacinamide (vitamin B3), pyridoxine hydrochloride (vitamin B6), cyanocobalamin (vitamin B12), and natural flavor. It is also kosher certified. Each bottle contains 24 servings and does not need refrigeration. For best quality, use within one month of opening. Get yours today through Instacart for same-day delivery or pickup!","Quench your thirst with Splenda Strawberry Watermelon Liquid Water Enhancer. One squeeze is all it takes to turn ordinary water into a flavorful, refreshing drink. Perfect for people with diabetes, this water enhancer contains natural flavors and Splenda Sucralose for a sweet taste without any added sugars. Plus, it's kosher and has zero calories, making it a guilt-free choice. Each bottle provides about 30 servings, so you can enjoy your favorite drink without worrying about running out quickly. Simply shake well before using, add one squeeze to 12 oz of water, and enjoy! Available on Instacart for same-day delivery or pickup."
"SodaStream Drink Mix, Mtn Dew, Zero Sugar",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cc1ace84-707d-4d0c-9c5a-0fd949db0c4d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a00a5f93-b450-4368-8630-cec608ed6ee4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf2bc917-ceab-4417-85e6-856dd73d9742.png 4x",,"Water, Citric Acid, Potassium Citrate, Concentrated Orange Juice, Natural Flavor, Sucralose, Gum Arabic, Caffeine, Acesulfame Potassium, Sodium Benzoate (preserves Freshness), Sodium Citrate, Calcium Disodium Edta (to Protect Flavor), Yellow 5, Potassium Benzoate (preserves Freshness), Ascorbic Acid (to Protect Flavor)","Shake before use. Always dilute before consuming.,Always fizz water before adding any flavor: 1. 28 fl oz/840 ml. Fill SodaStream carbonating bole with cold water to water line. 2. Carbonate cold water. 3. Pour drink mix to the inner middle of the measuring cap. Do not fill above this line. 4. Tilt carbonating bottle and add drink mix. Close cap and shake gently. 5. Enjoy!,Keep in a cool, dry place. Refrigerate after opening.,Best before: See on cap.",,,,,,,
Crystal Light Mango Passionfruit Naturally Flavored Drink Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_60969705-87d1-4d55-9fb8-55d973c1f6b8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_beb5ba3a-cfce-4139-b12f-acf77076e73d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8bd53637-effb-4911-8d5f-96646984e150.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f3f47848-fe97-476f-ad4e-6d23617e8331.jpg 4x","Crystal Light Liquid Naturally Flavored Mango Passionfruit Drink Mix is a deliciously fruity beverage to keep you feeling refreshed at home or on the go. Our liquid water drops blend easily with water so you can shake up your day with a delicious zero calorie, zero sugar mango flavored beverage. Our compact 1.62 fluid ounce squeeze bottle fits easily in your bag, pocket or glove box so you can enjoy the great taste of Crystal Light anytime, anywhere. To prepare, simply squeeze a few drops into water, stir and enjoy! All the flavor and no calories, just the way you like it. If you enjoy our liquid water enhancer, try Crystal Light powdered drink mix, available in a variety of refreshing flavors.,• One 1.62 fl oz bottle of Crystal Light Liquid Naturally Flavored Mango Passionfruit Drink Mix,• Crystal Light Liquid Naturally Flavored Mango Passion Fruit Drink Mix is a refreshing, flavorful drink option,• Our liquid water enhancer uses natural flavors for a bold mango passion fruit taste with zero sugar,• Water flavor with zero calories and zero sugar, so you can hydrate guilt-free,• Squeeze the mango flavored drink mix into water and stir to create an instantly fruity drink,• Comes in a compact squeeze bottle for portability and easy mixing,• Contains 24 servings of sugar free fruit drink concentrate per bottle,• SNAP & EBT eligible food item","Water, Malic Acid, Citric Acid, Contains Less Than 2% Of Natural Flavor, Sucralose And Acesulfame Potassium (sweeteners), Potassium Citrate, Gum Arabic, Sucrose Acetate Isobutyrate, Yellow 5, Red 40, Potassium Sorbate (preservative).","For Best Quality, Use Within One Month Of Opening.,Go Ahead. Indulge.,Flip Open. Give A Quick Squeeze Or More Into Water. Enjoy! One Squeeze For Each 8 Fl Oz Serving. Always Add To Water For The Great Taste Of Crystal Light.",,,,,,,
Tang Orange Artificially Flavored Liquid Soft Drink Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b163df72-32e5-4f86-b9ba-30589c261dfc.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aee22ef2-b727-46cf-911e-43da94ec8d59.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8b2ea07b-77ec-4af0-8676-4951009a019e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0ef017f7-68da-4c5b-b55c-3ba1bb21a9d8.jpg 4x","Tang Artificially Flavored Orange Liquid Drink Mix offers the classic citrus flavor you love in a convenient and compact travel size bottle. Simply squeeze our drink concentrate into your glass or water bottle and mix for a delicious orange flavored beverage. Tang Orange Liquid Drink Mix water flavoring contains zero sugar and zero calories per serving, making our water flavor drops an ideal alternative to juice or soda. Our easy to prepare drink mix comes in a 1.62 fluid ounce bottle that does not require refrigeration, making it perfect for hydrating on the go. Just one bottle of Tang Liquid Drink Mix makes 19 servings, so you're always just one squeeze away from a delicious citrus beverage. Start your day off right with the refreshing taste of Tang! If you like our Tang liquid drink mix, try our powdered drink mix and drink mix singles.,• One 1.62 fl oz bottle of Tang Artificially Flavored Orange Liquid Drink Mix,• Tang Artificially Flavored Orange Liquid Drink Mix is portable and doesn’t require refrigeration, so take our water flavoring drops with you anywhere,• Simply add a few drops of Tang orange water enhancer to your water and mix to create a flavorful citrus beverage,• Our sugar free water flavor has zero calories,• Orange Tang is perfect for hydrating on-the-go,• Orange drink mix makes 19 servings,• Kosher certified","Water, Citric Acid, Sodium Citrate Sucralose (sweetener), Gum Arabic, Contains Less Than 2% Of Natural And Artificial Flavor, Sucrose Acetate Isobutyrate, Yellow 5, Yellow 6, Sodium Benzoate And Potassium Sorbate (preservatives), Natural Flavor.",Make Your Tang By The Glass One Squeeze For Each 8 Fl Oz Serving. Always Dilute.,,,,,,,
"Starry Drink Mix, Lemon Lime",,$8.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d735592-1210-4bac-b491-649de1b8f4e4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7bbdc710-cfd2-44be-99e5-735c573ea799.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_98cb164c-15c8-41dd-8160-d09a75b89a04.png 4x","From classics like root beer and diet cola to exotic ones like coconut pineapple, it turns out your favorite brand of soda is your own! Our flavors let you customize your beverage just how you like it. Now you can regulate flavor strength and make new flavor combos to personalize your bubs. With no high-fructose corn syrup or aspartame, you'll be sparkling smarter in no time. Each 440mL bottle flavors about 36 servings (9 liters) of water.","Sugar, Water, Citric Acid, Sodium Citrate, Sucralose, Acesulfame Potassium, Natural Flavor, Sodium Benzoate (preserves Freshness)","Shake before use. Always dilute before consuming.,Always fizz water before adding any flavor. 1. Fill SodaStream carbonating bottle with cold water to the water line. 2. Carbonate cold water. 3. Use the beverage mix cap to measure: Add mix to cap up to the inner middle line only. Do not fill above this line. 4. Tilt carbonating bottle and gently add beverage mix. Close cap and shake gently. 5. Enjoy!,Keep in a cool, dry place. Refrigerate after opening.,Best before: See on cap.",,,,,,,
Crystal Light Tropical Coconut Naturally Flavored Drink Mix,,$4.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c32b7772-91de-4e34-af8d-76ff38167805.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9a12e9e-8eef-4585-bd37-5736c8d4cdb6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_62d0c2d0-5827-4b17-9836-40cc047b5f66.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cba71230-52b9-41f9-ba07-052576fb4e1a.jpg 4x","Crystal Light Liquid Naturally Flavored Tropical Coconut Drink Mix is a deliciously fruity beverage to keep you feeling refreshed at home or on the go. Our liquid coconut water flavoring drink mix blends easily with water so you can shake up your day with a delicious no calorie tropical coconut fruit drink. Crystal Light water flavor enhancer drink mix has zero calories and zero grams of sugar. Our compact 1.62 fluid ounce squeeze bottle of water drops fits easily in your bag, pocket or glove box so you can enjoy the great taste of Crystal Light anytime, anywhere. To prepare, simply squeeze a few drops of coconut fruit drink concentrate into water, stir and enjoy! All the flavor and no calories, just the way you like it. If you love Crystal Light water flavor enhancers, try our powdered drink mix singles.,• One 1.62 fl oz bottle of Crystal Light Liquid Naturally Flavored Tropical Coconut Drink Mix,• Crystal Light Liquid Naturally Flavored Tropical Coconut Drink Mix is a refreshing, flavorful water enhancer,• Our drink mix is made with natural flavor to deliver a delicious, tropical coconut taste,• Our flavored water drops contain zero calories and zero sugar, so you can hydrate guilt-free,• Squeeze the sugar free fruit drink mix into water and stir to create an instantly fruity drink,• Comes in a compact squeeze bottle for portability and easy mixing,• Contains 24 servings of sugar free fruit drink concentrate per bottle","Water, Malic Acid, Citric Acid, Potassium Citrate, Contains Less Than 2% Of Natural Flavor (contains Coconut). Sucralose And Acesulfame Potassium (sweeteners), Gum Arabic, Sucrose Acetate Isobutyrate, Yellow 5. Red 40. Potassium Sorbate (preservative).","Go Ahead. Indulge. Flip Open. Give A Quick Squeeze Or More Into Water. Enjoy! One Squeeze For Each 8 Fl Oz Serving. Always Add To Water For The Great Taste Of Crystal Light.,For Best Quality, Use Within One Month Of Opening.",Contains: coconut,,,,,,
"Cirkul Flavor Cartridge, Strawberry Watermelon, Energy",,$5.19, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b153ae2f-523d-43a5-b126-b2c03e8c8cf0.jpeg 4x,,"Filtered Water, Natural Flavors, Citric Acid, Lactic Acid, Sodium Citrate, Sucralose, Caffeine, Phosphoric Acid, Taurine, Niacinamide, Sodium Benzoate (to Preserve Freshness), Potassium Sorbate (to Preserve Freshness), Pyridoxine Hydrochloride, Cyanocobalamin (vitamin B12)",Use within 10 days of opening.,,,,,,,
"SodaStream Bubly Drops, Strawberry",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7821a5eb-9663-4cef-96a1-fbea3fc304b6.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f716d2d1-80e7-411b-91a6-748e63ea2391.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32a4f8b9-89ba-4421-ae48-d343cbc022d7.png 4x","Makes about 12 L (When prepared according to instructions). Hiiii. Food safe. No sweeteners. All smiles.,• No Calories,• Kosher",Natural Flavor,"Mixing Instructions: Fill SodaStream 1 l bottle to water line (28 fl oz/840 ml) and carbonate to make sparkling water. Add 3/4 teaspoon bubly drops to the sparkling water. Always dilute before consuming.,Consume within six weeks of opening. Best before (See side).",,,,,,,
"Starry Beverage Mix, Zero Sugar, Lemon Lime",,$8.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5cf0f7e4-4549-42f5-b18e-86b70fc5ede0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af1aaa40-4979-4a55-ab97-c48982aedbcd.png 4x",,"Water, Citric Acid, Sodium Citrate, Sucralose, Acesulfame Potassium, Sodium Benzoate (preserves Freshness), Natural Flavor","Shake before use. Always dilute before consuming.,Always fizz water before adding any flavor. 28 fl oz / 840 ml. Fill soda stream carbonating bottle with cold water to water line. 2. Carbonate cold water. 3. Pour drink mix to the inner middle line of the measuring cap. Do not fill above this line. 4. Tilt carbonating bottle and add drink mix close cap and shake gently. 5. Enjoy!,Keep in a cool, dry place. Refrigerate after opening.,Best before: See on cap.",,,,,,,
"Crush Liquid Water Enhancer, Orange",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_04070ea4-b447-4fd1-8c53-1638334c8ec4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af35efcf-85a7-4db1-8e68-a2486c53d2d7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5af289a2-92b3-4939-9b08-350e0eb20e5b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18a15ef1-7543-4158-9226-4f133056379e.jpg 4x","Available in a variety of delicious flavors, Crush water enhancers are the liquid drink mix for consumers looking for a fun way to flavor their water without the sugar. Easily make your own flavored water at home or on the go with these portable liquid drink mix bottles. To use, flip-open the cap. Point downwards directly into your water. And squeeze 1 second per serving in 8-ounces of water (squeeze longer to add more flavor)! Each portable bottle of Crush liquid drink mix makes 24 8-ounce drinks – with 0 sugar and 0 calories per serving. Use with your sodastream to make Crush flavored sodas. Or pack in your children’s lunch box to have them be the most popular kid at the lunch table. Crush drink mixes will have the whole family drinking 8+ glasses of water each day.","Water, Citric Acid, Sodium Citrate, Natural Flavor, Sucralose, Acesulfame Potassium, Yellow 6, Sodium Benzoate (to Help Protect Flavor), Potassium Sorbate (to Help Protect Flavor).","Directions: 1 squeeze in 8 oz of water. Adjust to taste.,Best within 1mo. of opening.",,,,,,,
SodaStream Dr. Pete Soda Mix,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_86750b35-442d-4f1a-af51-ffce7cf7252d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_336b5bfd-ba71-4d06-885f-a7cbd2fa15c3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_668715d9-dbad-40ed-bf61-425d9cbc8d69.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da647a48-1ba8-4ef7-b9e5-40aa5273b04e.png 4x","SodaStream Classic Drink Mixes bring a better-for-you beverage when compared to other sodas because they have at least 50% less sugar. You get to control the strength of flavor and level of carbonation, making this everyone's favorite DIY Project. with no high-fructose corn syrup or aspartame, classic drink mixes are the perfect choice. Don’t forget to exchange your empty gas cylinder at Guest Services and save up to 50%.,• 50% less sugar than regular soda,• No High-Fructose Corn Syrup or Aspartame,• Makes 9 liters of flavored carbonated beverages,• Contains caffeine","Sugar, Water, Artificial Flavors, Caramel Color, Phosphoric Acid, Sucralose, Caffeine, Sodium Benzoate (as Preservative)",{},,,,,,,
SodaStream Diet Dr. Pete Soda Mix,,$7.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8392be6-44d1-4475-8565-52b0c8cb489f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_21d1fef6-1c89-4b50-9384-39ea16c018b9.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb3f9279-de99-4975-8904-a0faedf438a6.png 4x","SodaStream Diet Drink Mixes create a better-for-you beverage when compared to other sodas because they are aspartame-free. You get to control the strength of flavor and level of carbonation, making this everyone's favorite DIY Project. With zero calories, Classic drink mixes are the perfect diet choice to stay healthy and hydrated. Don’t forget to exchange your empty gas cylinder at Guest Services and save up to 50%,• 0 calories,• Contains caffeine,• Aspartame free,• Makes 9 liters of flavored carbonated beverages","Water, Artificial Flavor, Caramel Coloring, Phosphoric Acid, Sucralose, Caffeine, Sodium Benzoate (as Preservative)",{},,,,,,,
