Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Dr Pepper Diet Soda,,$9.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f6f73459-e9bb-4010-8f5b-c4b8384a4db4.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd1d69b9-4d35-4c55-bdd1-6b3741d0be94.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bfd5395a-8d23-4592-ab40-679f7f0a2081.png 4x",LIMIT: Two promotions of this type may be added to a single order,"Carbonated Water, Caramel Color, Aspartame, Phosphoric Acid, Natural And Artificial Flavors, Sodium Benzoate (preservative), Caffeine",{},Phenylketonurics: contains phenylalanine,,
Coca Cola Zero Sugar Zero Sugar Cola Soda Pop Mini Cans,,$11.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8613efc5-8cb1-48eb-a0b9-831043662d8d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fe208361-9b99-4ddf-aa26-1e4dcfc9a6c9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_57a4440a-a230-4e51-9296-85fcdf7ba328.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_df3170cd-dba6-4ea5-908a-e09f74a8a0b5.jpg 4x","There's nothing quite like the crisp, refreshing taste of an ice-cold Coca-Cola Zero Sugar. With this zero sugar soda, you can enjoy the same great Coca-Cola taste, with zero sugar and zero calories. However you choose to enjoy it, this delicious soft drink elevates life's sweetest moments and makes them even better (without the sugar).,Delicious and refreshing, Coca-Cola Zero Sugar is meant to be enjoyed anytime, anywhere. This zero-sugar cola's secret formula has been carefully crafted to create a no-sugar taste experience like no other. The familiar fizz and caffeine give you a moment of refreshment with every sip.,Pop open a Coca-Cola Zero Sugar to make great taste a part of every day. Whether spending time with friends and family or taking a quick break to recharge, Coke Zero provides the great Coca-Cola taste you love without the sugar. Find your magic and make life delicious with an ice-cold Coca-Cola Zero Sugar.,• Enjoy the great taste of Coca-Cola with zero sugar, zero calories,• This zero sugar soda offers the uplifting Coca-Cola taste you love without the calories,• Delicious and refreshing, Coke Zero soft drinks refresh your day,• 21 mg of caffeine in each 7.5 fl oz serving,• 10 pack, 7.5 fl oz mini cans of Coca-Cola Zero Sugar","Carbonated Water, Caramel Color, Phosphoric Acid, Aspartame, Potassium Benzoate (to Protect Taste), Natural Flavors, Potassium Citrate, Acesulfame Potassium, Caffeine",{},Phenylketonurics: contains phenylalanine,,
Mountain Dew Soda,,$2.19," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_55566a3f-ef1e-40de-a240-a40388129d02.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa554b85-dae5-4933-b191-4c9ffa553fdb.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3eaca4e4-e77b-49e5-82c4-a2fe708d15c8.png 4x","The original, the one that started it all. Mountain dew exhilarates and quenches with its one of a kind taste.,• The original, the one that started it all,• Intense refreshment,• Do the dew,• 1.25 liter bottle","Carbonated Water, High Fructose Corn Syrup, Concentrated Orange Juice, Citric Acid, Natural Flavor, Sodium Benzoate (preserves Freshness), Caffeine Sodium Citrate, Gum Arabic, Erythorbic Acid (preserves Freshness), Calcium Disodium Edta (to Protect Flavor) Yellow 5.",{},,,
A&W Root Beer,$9.19,$10.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_acf7c334-ffdb-4526-a94c-94a934c3a682.jpeg 4x,LIMIT: Two promotions of this type may be added to a single order,"Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sodium Benzoate (preservative), Natural And Artificial Flavors, Quillaia Extract",{},,,
"Mountain Dew Soda, Zero Sugar",,$3.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_13fa1d1c-a750-4cca-b8a4-f9411602914e.png 4x,"Soda. Pop. Soft Drink.,Wildly familiar, yet completely unexpected. MTN DEW® ZERO SUGAR gives you the bold taste and exhilarating charge of your favorite original MTN DEW® but with none of the sugar.,• 20 Fluid Ounce,• Zero Sugar,• Refreshing,• Mtn Dew","Carbonated Water, Citric Acid, Natural Flavor, Potassium Benzoate (preserves Freshness), Citrus Pectin, Aspartame, Potassium Citrate, Caffeine, Gum Arabic, Acesulfame Potassium, Sucralose, Sodium Citrate, Calcium Disodium Edta (to Protect Flavor), Yellow 5.",,Phenylketonurics: contains phenylalanine.,,
"Mountain Dew Soda, Diet",,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_750da470-a7a3-4428-98a6-5d6f1c514f9d.jpeg 4x,"All the great, exhilarating taste of Mtn Dew, without the calories. The only diet with dew In it.,• Diet mountain dew,• Do the dew,• Two liter bottle","Carbonated Water, Concentrated Orange Juice, Citric Acid, Natural Flavor, Potassium Benzoate (preserves Freshness), Citrus Pectin, Aspartame, Potassium Citrate, Caffeine, Sodium Citrate, Acesulfame Potassium, Sucralose, Gum Arabic, Sodium Benzoate (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Yellow 5.",Best served chilled.,Phenylketonurics: contains phenylalanine.,,
Diet Mtn Dew Soda - Pack,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d0e3f8ca-b5e1-4acc-82ae-26a2a7004fe9.jpg 4x,"All the great, exhilarating taste of Mtn Dew, without the calories. The only diet with dew In it.,• Intense refreshment,• Do the dew,• Includes twelve 12 oz cans","Carbonated Water, Concentrated Orange Juice, Citric Acid, Natural Flavor, Potassium Benzoate (preserves Freshness), Citrus Pectin, Aspartame, Potassium Citrate, Caffeine, Sodium Citrate, Acesulfame Potassium, Sucralose, Gum Arabic, Sodium Benzoate (preserves Freshness), Calcium Disodium Edta (to Protect Flavor), Yellow 5.",Best taste drink by date.,Phenylketonurics: contains phenylalanine.,,
Dr Pepper Cream Soda,,$3.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46e5a607-5ad0-41ff-8b38-40128444e58b.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_70477222-73b0-4299-87fa-3f1654a01f4c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_72b9286f-c1cc-48db-8a0a-31543dc4e3db.png 4x",Est. 1885. Please recycle.,"Carbonated Water, High Fructose Corn Syrup, 2% Or Less Of: Caramel Color, Natural And Artificial Flavors, Sodium Benzoate (preservative), Phosphoric Acid, Caffeine, Sodium Phosphate",{},,,
"Canada Dry Ginger Ale Soda, 7.5 fl oz cans, 6 pack",$6.89,$7.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4a4088f1-bff2-49f0-9822-69d36fb4a671.jpeg 4x,"Sip into your comfort zone with the refreshing taste of Canada Dry Ginger Ale. There comes a time when we all need a break from the treadmill of life, and there’s only one thing to do during those moments when we need an escape from stresses and obligations... Grab an ice-cold can of Canada Dry Ginger Ale, and sip into your comfort zone. Whether that means you’re sitting on your front porch swing, listening to your favorite podcast or just taking a quiet moment for yourself, Canada Dry is the perfect ginger ale to make it even better. And it's caffeine free! Once transported to the comfort zone, you can enjoy refreshing ginger taste made with only high quality ingredients, soothing you with each comforting sip. For over 100 years, Canada Dry has been creating quality carbonated beverages and mixers that can be enjoyed at any time of day. There are so many ways you can enjoy the great taste of Canada Dry Ginger Ale. You can make delicious cocktails like a Moscow Mule in a cold copper cup, or simply sit back and relax with a Canada Dry Ginger Ale over ice all by itself. So grab an ice-cold can of Canada Dry, sink into your favorite chair, and sip into the comfort zone.","Carbonated Water, High Fructose Corn Syrup, Citric Acid, Sodium Benzoate (preservative), Natural Flavors, Caramel Color.",{},,,
Pepsi Soda - Pack,$9.49,$10.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b052d25e-a164-4b47-ad5b-c2c24f3ef2cc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6da44aad-b84e-4a5a-a9a1-27e1c440f093.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_08b5b459-031a-4e2e-8bc8-cfc705e34574.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c91b6e2-ddc5-46f2-92dc-b511f312765b.png 4x","Pepsi soda is the bold, refreshing cola perfect for parties, meals, and anywhere you need to make a big impression. We’ve got the flavor that’s bold, bubbly, and exciting across the board with this Soda Pop! Perfect for parties, meals, and anywhere you need to make a big impression. This pack is perfect to share or take on the go anytime, anywhere with any meal or function. Enjoy the refreshing bubbly taste right out of the can, or over ice!,• Pepsi Cola Soda Pop, 7.5 fl oz 10 Pack Mini Cans,• Pepsi - the bold, refreshing, robust cola,• Perfect to bring refreshment to your next party or gathering,• Perfect for parties, meals, and celebrations big and small","Carbonated Water, High Fructose Corn Syrup, Caramel Color, Sugar, Phosphoric Acid, Caffeine, Citric Acid, Natural Flavor.",Best taste drink by date.,,,
Coca-Cola Coke de Mexico,$3.39,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fd39e1d2-9228-4313-a9cc-29c577e48d3c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_051eed81-5532-4aef-81cb-e18531849c71.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c7d08464-8bdc-4f80-86d7-ba33e91c6170.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c712e887-cfcb-46e4-a9a9-e6892767c249.jpg 4x","Soda. Pop. Soft drink. Sparkling beverage.,Whatever you call it, nothing compares to the refreshing, crisp taste of Coca-Cola Original Taste, the delicious soda you know and love. Enjoy with friends, on the go or with a meal. Whatever the occasion, wherever you are, Coca-Cola Original Taste makes life’s special moments a little bit better.,Carefully crafted in 1886, its great taste has stood the test of time. Something so delicious, so unique and so familiar, it’s what makes you think “Coca-Cola” whenever you hear “soft drink.” Between that perfect taste and refreshing fizz, it’s sure to give you that “ahhh” moment whenever you want it.,Coca-Cola is available in many different options in addition to Original Taste, including a variety of all-time favorite flavors like Coca-Cola Cherry and Coca-Cola Vanilla. Looking for something zero sugar or caffeine free? Then look no further than Coca-Cola Zero Sugar and Coca-Cola Caffeine Free. Whatever you’re looking for in a soda, there’s a Coca-Cola to satisfy your taste buds.,Every sip, every “ahhh,” every smile—find that feeling with Coca-Cola Original Taste. Best enjoyed ice-cold for maximum refreshment. Grab a Coca-Cola Original Taste, take a sip and find your “ahhh” moment.,Enjoy Coca-Cola Original Taste.,• Single bottle of Coca-Cola Original Taste—the refreshing, crisp taste you know and love,• Great taste since 1886,• 34 mg of caffeine in each 12 oz serving,• 12 FL OZ in each can,• Made with cane sugar","Carbonated Water, Cane Sugar, Caramel Color, Phosphoric Acid, Natural Flavors, Caffeine",{},,,
"Diet Coke Cola, Caffeine Free",,$10.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4b6e82e-64bd-4bd3-ae0c-48625ec59a63.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14fbfec0-1289-45d9-a52f-f438abf44cd4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1fc0d42c-395d-405a-a850-2df2b9105bfd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36197aff-c600-4fcc-b618-dcc4f6fa0c0a.jpg 4x","Crisp, cold and reliable, this is your everyday wing (wo)man—Diet Coke. Your deliciously fizzy go-to companion. This is the kind of sugar-free soda that you want throughout your day. Whether you’re looking for a refreshing start to your day or to refresh your afternoon, you'll never be lost with a Diet Coke.,Diet Coke always hits the spot. Alongside meals, celebrations or just your friends in your backyard, at any time of day. In fact, it’s basically a friend itself. Because it’s the best kind of familiar, and something you never have to second guess. You trust it, and it’s always there for you whenever you want it.,With no caffeine added, Diet Coke Caffeine Free has a crisp, cold taste that gets you excited. And if you’re looking to delight your taste buds even more, there’s a host of different Diet Coke flavors to satisfy your needs. Really, it’s the diet cola you know you can turn to, no matter what you’re looking for.,So when you want a diet soda, think Diet Coke. Because Diet Coke is an original, just like you. Oh yeah, and it’s incredibly refreshing. Always.,• A delicious, crisp, sparkling cola that gives you the refreshment you want,• No calories, sugar-free,• Caffeine free, because we know not everyone drinks caffeine,• 12 FL OZ per can of diet soda,• Your perfect everyday pleasure","Carbonated Water, Caramel Color, Aspartame, Phosphoric Acid, Potassium Benzoate (to Protect Taste), Natural Flavors, Citric Acid",{},Phenylketonurics: contains phenylalanine,,
