Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,"You'll love the delicious OLIPOP Cherry Cola Sparkling Tonic! Made with natural ingredients, this refreshing beverage is packed with prebiotics and plant fiber to support your digestive health. With only 2 grams of sugar per can, you can sip guilt-free while you savor the sweet yet tangy blend of cherry and cola. As an added bonus, each can contains 35 milligrams of caffeine to give you a little boost when you need it. So why not give it a try? You can enjoy the fabulous taste of OLIPOP Cherry Cola Sparkling Tonic today with Instacart's same-day delivery or pickup.",Soy Free,"Quench your thirst and support your gut health with wildwonder Guava Rose Sparkling Prebiotic + Probiotic Drink. This bubbly beverage is made with fresh-brewed rose petals, guava puree, lemon juice, and live probiotics to promote healthy digestion. With only 35 calories per 355mL serving, this drink is fat-free, gluten-free, and organic. Plus, it's vegan and vegetarian-friendly! Sip on a refreshing blend of floral and fruity flavors while enjoying the benefits of prebiotic and probiotic ingredients. Order wildwonder Guava Rose Sparkling Prebiotic + Probiotic Drink today through Instacart for same-day delivery or pickup at your convenience.","Looking for a unique and refreshing juice to add to your beverage repertoire? Try Tahiti Trader Company Organic Island Style Noni Juice, a delicious and nutritious addition to any juice collection. Made with organic noni fruit, this juice is packed with vitamins, minerals, and antioxidants that promote overall health. With Instacart's same-day delivery or pickup option, it's easy to enjoy a taste of the tropics from the comfort of your own home. Sip on this island-style concoction and transport yourself to the exotic oasis of Tahiti without ever leaving your living room. Refreshing, organic, and wholesome—Tahiti Trader Company Organic Island Style Noni Juice is the perfect choice for your next beverage craving.","Craving a daily beverage that's both refreshing and nutritious? Look no further than EPOCA Probiotic Cultured Daily Beverage. Made with filtered water and cultured grade A pasteurized nonfat milk, this low-fat drink contains viable Lactobacillus, Bulgaricus, Streptococcus Thermophilus, Lactobacillus Acidophilus, Lactobacillus Casei, and Bifidus yogurt cultures. With just 35 calories per serving and no fat or cholesterol, it's a guilt-free indulgence that packs a punch of flavor thanks to natural and artificial flavors. Best of all, you can enjoy the benefits of probiotics in every sip. Order EPOCA Probiotic Cultured Daily Beverage today on Instacart for same-day delivery or pickup.",Milk Free
Popwell Cherry Citrus,$1.67,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b19fcf8b-d2ac-41bf-a032-564c523acf9d.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c21100e7-acc6-4d72-88c6-bdd23d823699.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46641a8f-d62e-4b67-85bd-7b3947099806.png 4x",,,"Popwell is the perfect product to enhance the growth in the prebiotic soda category.,• Immunity Support,• 1g of Sugar,• Vitamins & Antioxidants","Carbonated Water, Soluble Corn Fiber, Contains 2% Or Less Of: Cherry Juice Concentrate, Acerola Fruit Juice Powder, Fruit And Vegetable Juice (for Color), Beta Carotene (for Color), Natural Flavors, Niacinamide (vitamin B3), Calcium Pantothenate (vitamin B5), Pyridoxine Hydrochloride (vitamin B6), Biotin, Cyanocobalamin (vitamin B12), Stevia Sweetener, Citric Acid, Zinc Sulfate, Mushroom Glycolipids.",{},,,,,,,
"Urban Remedy Juice, Organic, Happy Belly",,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f9ca945f-14fa-4e15-a122-3980e9b8c960.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c5dfe80b-b9fa-41cc-af71-0437a5595213.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fb6c3aa6-fc24-424a-b914-d3e506e5c960.png 4x",,,"Supports immune & digestive health (as part pf a balanced diet and healthy lifestyle). Cold-pressed. Food is healing We believe that food can be healing to people and the planet. Our founder, Licensed Acupuncturist & Herbalist, utilizes the wisdom of Chinese medicine to craft plant-based food that nourishes the body. Join our conversation and tap into the power of food at urbanremedy.com Happy belly. Treat your tummy to TLC with aromatic fennel (a natural digestif), apple, spicy ginger and a dose of probiotics to support healthy digestion. It's like a spa treatment for your body. Cold pressure HPP 100% recycled plastic. Close the loop. Recycle me again. Urbanremedy.com/recycle. Certified B Corporation.,• Organic,• Vegan,• Dairy Free,• Kosher,• Contains Probiotics","Cucumber Juice*, Apple Juice*, Fennel Juice*, Lemon Juice*, Mint Juice*, Ginger Juice*, Probiotics (inulin, Bacillus Coagulans Gbi-30 6086)","Separation is normal. Shake it up.,Perishable. Keep refrigerated.,Enjoy within 2 days opening",Made in a facility that processes tree nuts,,,,,,
O Olive Oil & Vinegar O Honey White Balsamic Vinegar,,$12.99,,,,"Rich, smooth lightly sweet aromatic. Delicious & live. Bright and blissful. Fruity California white balsamic meets sweet clover honey. Aged to sublime perfection. White balsamic brings the crisp flavor, honey brings the ancient goodness. Might bee your new favorite. Toss with O Meyer Lemon Olive Oil and Parmesan over watercress and shaved roasted artichoke. Blend with chili paste and cumin in marinades. Concoct a refreshing cooler with sparkling mineral water and a drop of agave. Please recycle.","Aged California White Wine Vinegar, Muscat Juice, Clover Honey",{},CA Prop 65 compliant.,,,,,,
"Poppi Prebiotic Soda, Strawberry Lemon",,$27.97, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d0b38f7a-7ed2-4a0b-afe0-752b43dac73f.jpg 4x,Gluten Free,,,,{},,,,,,,
EPOCA Probiotic Cultured Daily Beverage,,$1.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_47ebf078-6952-4dad-b24f-89a80c185873.jpg 4x,,,,"Filtered Water, Cultured Grade A Pasteurized Nonfat Milk, High Fructose Corn Syrup, Sugar, Dextrose, Natural & Artificial Flavors, Potassium Sorbate (to Maintain Freshness), Aspartame*, Vitamin A Palmitate, Vitamin D3. Contains Viable Lactobacillus, Bulgaricus, Streptococcus Thermophilus, Lactobacillus, Acidophilus, Lactobacillus, Casei And Bifidus Yogurt Cultures.",,Contains: milk,,,,,,
"Poppi Prebiotic Soda, Ginger Lime",,$27.97, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_619b4f9e-7d6e-4b66-a5f2-05074b3baca1.jpeg 4x,Gluten Free,,,"Poppi Sparkling Prebiotic Soda, Beverages w/Apple Cider Vinegar, Seltzer Water & Fruit Juice, Ginger Lime.",{},,,,,,,
Daytrip Prebiotic Soda,$2.79,$2.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2b527ffe-0c0f-4782-9b7c-f6792e4f85ea.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5d84c6a2-df32-4087-9dd7-874b5960ee92.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8c926f7-5215-47fa-aaf8-3767fff07583.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_098c538c-47cd-4236-a977-52a25062c3e5.png 4x",Gluten Free,,,"Water, Organic Agave Inulin, Organic Cane Sugar, Organic Strawberry Flavor, Citric Acid, Organic Lime Flavor, Organic Flavor, Ascorbic Acid, Terpenes, Organic Elderberry Juice Powder",,,,,,,,
"Sipjoy orange, probiotic sparkling water",,$2.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_324686dc-95b4-4afe-b1ec-ce5775534550.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14d12ea5-765e-4cb5-879a-7182526f5788.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_569c488d-46d8-4b2e-a400-f4cabfbc6fdd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_58e935f4-46f6-49f5-adeb-03b1e382a667.jpg 4x",Gluten Free,,"- 5g organic cane sugar per can,- No fake stuff! No stevia, erythritol, aspartame, sucralose, sorbitol, xylitol,- Gut friendly – made with organic Brew Dr. Kombucha","Brewed Tea (water, Green Tea*, Licorice Root*), Blood Orange Juice*, Cane Sugar*, Live Kombucha Culture (yeast, Bacteria), Natural Flavors (clementine Extract), Citric Acid, *organic",Keep refrigerated.,,,,,,,
Shroomi Health Yuzu Ginger Chaga Mushroom Immunity Juice Shot,$4.50,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7df7d255-7fa1-411a-a96a-cff51c3eb5f5.png 4x,,,"The ultimate immune boosting and regulating shot with delicious pineapple, ginger, yuzu,, and Hawaiian turmeric boosted with 1500mg of organic chaga, reishi and tukey tail mushroom.","organic pineapple juice, filtered water, organic ginger juice, organic turmeric juice, organic lemon juice, yuzu juice, organic mushroom extract (chaga, turkey tail, reishi), organic cayenne pepper",,,,,,,,
KeVita Sparkling Pomegranate,$2.59,$3.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da16d2b0-55e5-46c9-b962-719d2e64c6a7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab9081ca-0818-44d8-9c37-096526413904.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_44c260c1-9401-49b7-adfe-e59405f716a7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d447e6cb-5ba6-4639-9be4-9c8172f23425.png 4x",Gluten Free,,,"SPARKLING WATER, WATER KEFIR CULTURE (WATER, LACTIC ACID, KEFIR CULTURE NATURAL FLAVOR POMEGRANATE JUICE CONCENTRATE*, APPLE CIDER VINEGAR*, FRUIT AND VEGETABLE JUICE FOR COLOR LACTIC ACID, POMEGRANATE FLAVOR*, PURIFIED STEVIA LEAF EXTRACT (BACILLUS SUBTILIS)*.",,,,,,,,
Urban Remedy Peach Ginger Probiotic Tea Tonic,,$5.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_14665ae4-b90f-49a3-b2a1-dd8a141c12df.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5ffea571-2e27-4056-a880-0786553bb67d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e9658f4f-e7ac-4eb1-a640-40e67e2c796e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cb25e78d-d821-4edd-a719-d932299f0444.jpg 4x",Milk Free,,"Supports immune & digestive health (as a part of balanced diet and healthy lifestyle). Cold-pressed. Food is healing. We believe that food can be healing to people and the planet. Our founder, Acupuncturist & Herbalist, Neka Pasquale Lac, utilizes the wisdom of Chinese medicine to craft plant-based food that nourishes the body. Join our conversation at urbanremedy.com or listen to the UR love podcast. Peach ginger probiotic: A thirst-quenching brew of ginger tea with fresh sweet peach juice and probiotics for healthy digestion. The perfect sweet, spicy, refreshing and mouth-watering cooler. Cold pressure HPP. Close the loop recycle again. UrbanRemedy.com/recycle. Certified B Corporation.,• Vegan,• Organic,• Dairy Free,• Kosher,• Caffeine Free/No Caffeine","Brewed Ginger Root Herbal Tea (Organic) (Filtered Water, Ginger Root (Organic)), Peach Juice (Organic), Lemon Juice (Organic), Ginger Juice (Organic), Stevia Leaf Extract (Organic), Probiotics (Inulin, Bacillus Coagulans GBI-30 6086).","Separation is normal. Shake it up!,Perishable-keep refrigerated.,Enjoy within 2 days of opening.",,,,,,,
Culture Pop Soda Lemon Lime,,$2.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_77aec9ce-6a00-40e7-a133-49349afa20b3.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e1d5a87-ae38-435d-ba3b-244033a3e13a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68b396f3-0d13-4806-94a3-e60dd8ba7758.png 4x",Gluten Free,,"Culture POP is made the way that you’d hope your soda would be made! Each flavor is crafted by steeping giant tea bags of organic spices and/or herbs into an organic blend of juices! We then add billions of CFU’s of our live probiotic to each can. The result is a delicious, complex, slightly sweet soda - with only 45 calories per can. Each flavor is familiar - flavors you already know & love - but with a tasty twist. And, of course, we use no refined sweeteners, no stevia and no other high intensity or artificial sweeteners. Culture POP is non-GMO, vegan, gluten free, plant-based and certified kosher.","Carbonated Filtered Water, Organic Juice Blend from Concentrate (White Grape, Lemon, Lime), Natural Flavor, Citric Acid, Sea Salt, Organic Cardamom, Organic Kaffir Lime Leaves, Live Probiotic (Bacillus Subtilis).",Lightly shake before popping.,,,,,,,
"Poppi Prebiotic Soda, Variety Pack, 12 fl oz, 15-count",,$25.80," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0abc1a29-4f5e-45ad-88e2-c28f0d492030.webp 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a59e713d-afad-4d0c-addd-0311776f4657.jpeg 4x",,,,,,,,,,,,
"Sipjoy grapefruit, probiotic sparkling water",,$2.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dfcae6a4-a73a-4cda-a792-738784c95695.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7effb560-574a-4424-b1fb-61a718d0b5a4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_95275586-8ca6-4358-a503-199e29e330f8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_09a16b84-f6bd-46f3-8d5a-8af341270ce7.jpg 4x",Gluten Free,,"- 5g organic cane sugar per can,- No fake stuff! No stevia, erythritol, aspartame, sucralose, sorbitol, xylitol,- Gut friendly – made with organic Brew Dr. Kombucha","Brewed Tea (water, Green Tea*, Hibiscus*, Licorice Root*), Cane Sugar*, Grapefruit Juice*, Live Kombucha Culture (yeast, Bacteria), Grapefruit Extract*, Citric Acid, *organic",Keep refrigerated.,,,,,,,
KeVita Apple Cider Vinegar Tonic Elderberry Live Probiotic Drink,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_67bca26b-fac3-44c9-b64a-25286c4c4b67.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_05e69f7d-54d7-47ab-a077-e01ca903492c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82774b59-8052-4b6b-bdc2-d256041abc88.png 4x",,,"Live probiotics. Tangy Tonics: KeVita is crafted with our proprietary cultures & the finest organic ingredients that invigorate with every sip! Gently pasteurized. Lightly carbonated. Live probiotics added. Water kefir culture. 2 tbsp apple cider vinegar. Fermented. Sweet, tangy, & boldly crafted to perfection.","Sparkling Water, Apple Cider Vinegar*, Water Kefir Culture (water, Lactic Acid, Kefir Culture, Natural Flavor), Apple Juice Concentrate*, Elderberry Extract*, Bacillus Coagulans Gbi-30 6086, Ascorbic Acid (vitamin C), Rose Hips Powder*, Lactic Acid, Purified Stevia Leaf Extract*.","Swirl gently.,Perishable. Keep refrigerated.",,,,,,,
Culture Pop Soda Ginger Lemon & Turmeric,,$11.89,,"Gluten Free,Milk Free",,"Lemony and tarty like a fizzy mouth party!,Culture POP is made the way that you’d hope your soda would be made! Each flavor is crafted by steeping giant tea bags of organic spices and/or herbs into an organic blend of juices! We then add billions of CFU’s of our live probiotic to each can. The result is a delicious, complex, slightly sweet soda - with only 45 calories per can. Each flavor is familiar - flavors you already know & love - but with a tasty twist. And, of course, we use no refined sweeteners, no stevia and no other high intensity or artificial sweeteners. Culture POP is non-GMO, vegan, gluten free, plant-based and certified kosher.","Carbonated Filtered Water, Organic Juice Blend from Concentrate (White Grape, Ginger, and Lemon), Natural Flavor, Citric Acid, Organic Coriander, Live Probiotic (Bacillus Subtilis), Organic Turmeric.",{},,,,,,,
"Sipjoy lemonade + tea, probiotic sparkling water",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ff063564-fe6c-4f44-aba7-079188eab7ef.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_90c8db9c-c39d-4f0d-875e-2de5b725469a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_54f9b301-b772-4432-be42-19093c6e6a2d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c89619f6-4198-4773-af39-ebda0fbb4725.jpg 4x",,,"- 5g organic cane sugar per can,- No fake stuff! No stevia, erythritol, aspartame, sucralose, sorbitol, xylitol,- Gut friendly – made with organic Brew Dr. Kombucha","Brewed Tea (water, Green Tea*, Black Tea*, Licorice Root*), Cane Sugar*, Live Kombucha Culture (yeast, Bacteria), Lemon Juice*, Citric Acid, Lemon Extract*, *organic",Keep refrigerated.,,,,,,,
"Mayawell Strawberry Ginger, Sparkling Prebiotic Soda",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_36f916be-92f3-4904-b1e4-b6ca471bf10a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ee5ced92-3a2e-4f8c-b5bc-609567dc5ad4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e169e51-b3c6-47cf-8cc3-51c1db7653b3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a2a3d19e-6909-42ac-a2a1-2e62294b11ac.jpg 4x",,,"BOLD STRAWBERRY SSSSSSSABOR: Our Strawberry Ginger with Hibiscus prebiotic soda is made with 100% natural flavors and botanical extracts, along with gut-supporting prebiotic fiber. This easy-drinking, herbaceous blend of strawberry, hibiscus, and spicy ginger is a delicious way to be healthy.","Filtered Sparkling Water, Organic Mayawell Prebiotic Active Agave™ (organic Agavin, Organic Agave Nectar), Natural Strawberry Flavor, Natural Ginger Flavor, Natural Hibiscus Flavor, Natural Flavors, Citric Acid, Carrot Extract, Black Currant Extract",Best served cold.,,,,,,,
"Sipjoy lime, probiotic sparkling water",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3ed356a2-e45e-461b-8ad4-ab744ef07a7a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_da253915-5e1f-4761-8128-089d588a6c75.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_52ae2cd8-915e-4d0e-a136-0e95b58a7c15.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ec7e8113-4905-4972-aa8e-21020d8a1013.jpg 4x",,,"- 5g organic cane sugar per can,- No fake stuff! No stevia, erythritol, aspartame, sucralose, sorbitol, xylitol,- Gut friendly – made with organic Brew Dr. Kombucha","Brewed Tea (water, Green Tea*, Licorice Root*), Cane Sugar*, Lime Juice*, Live Kombucha Culture (yeast, Bacteria), Citric Acid, Lime Extract*, *organic",Keep refrierated.,,,,,,,
"OLIPOP Prebiotic Soda, Vintage Cola",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a233a0e4-78dc-4707-b492-8540a833e861.jpeg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0b10b7e4-b9af-446a-afd4-da32a5f6afca.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51e12d94-268a-4d2e-a9a8-b6f4e8d4a595.png 4x",,,"Our small batch prebiotic Cola has the same old-fashioned taste you grew up loving but is naturally enhanced with distinct notes of vanilla, cinnamon and caramel. It strikes a delicate and delicious balance between healthy and crave-able.","Carbonated Water, OLISMART (Cassava Root Fiber, Chicory Root Inulin, Jerusalem Artichoke Inulin, Nopal Cactus*, Marshmallow Root*, Calendula Flower*, Kudzu Root*), Cassava Root Syrup, Apple Juice Concentrate, Lime Juice, Natural Cola Flavor, Alpinia Galanga Root*, Stevia Leaf*, Himalayan Pink Salt, Green Tea Caffeine*, Natural Vanilla Flavor, Natural Caramel Flavor, Cinnamon*",Store refrigerated.,,,,,,,
"Mayawell Pear Lime, Sparkling Prebiotic Soda",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f5f3b5ea-578b-4765-ba05-2dfdd905a70f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c0838d84-46a8-4a27-8000-de9ec6e88667.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84da3553-3885-4e96-a765-14c0f102fda3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_847c8cde-8f85-4186-80a3-3d4e84e84858.jpg 4x",,,"CRISP PEAR SSSSSSSABOR: Our Pear Lime with Green Tea prebiotic soda is made with 100% natural flavors and botanical extracts including green tea extract, which provides antioxidants and boosts metabolism. This smooth and refreshing combo of pear and green tea, with a hint of lime, is a delicious way to be healthy.","Filtered Sparkling Water, Organic Mayawell Prebiotic Active Agave™ (organic Agavin, Organic Agave Nectar), Natural Pear Flavor, Natural Green Tea Extract, Natural Flavors, Citric Acid, Natural Lime Flavor",Best served cold.,,,,,,,
Daytrip Prebiotic Soda,,$3.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e5d829de-edce-43a7-b0d1-d783afb86f23.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b2e4b29-0456-4d8f-b48b-46d6c64c00cc.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bf170fb1-4e9d-4f0b-b512-bc2af854da89.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6ebcdcc3-e1c5-4140-bfa3-01156706c87f.png 4x",Gluten Free,,,"Water, Organic Agave Inulin, Organic Cane Sugar, Organic Orange Flavor, Citric Acid, Organic Lime Flavor, Organic Flavor, Ascorbic Acid, Terpenes, Organic Elderberry Juice Powder",,,,,,,,
"Mayawell Pineapple Mango, Sparkling Prebiotic Soda",,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f031f554-5677-4c76-95d0-7d6cb35f491a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a899051a-30d3-4f1f-8e54-5548ae771a7e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d4c63088-f052-4f6d-a33c-98aa52795ee2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d1fc93e1-8b5b-4273-940b-931e548d00f1.jpg 4x",,,"TROPICAL PINEAPPLE SSSSSSSABOR: Our Pineapple Mango with Turmeric prebiotic soda is made with 100% natural flavors and botanical extracts including Turmeric, which serves as an anti-inflammatory. This fruity and fresh blend of pineapple, mango, and turmeric is a delicious way to be healthy.","Filtered Sparkling Water, Organic Mayawell Prebiotic Active Agave (organic Agavin, Organic Agave Nectar), Natural Pineapple Flavor, Natural Mango Flavor, Natural Flavors, Citric Acid, Natural Turmeric Extract",Best served cold.,,,,,,,
"Poppi Prebiotic Soda, Classic Cola",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_83f4eb9d-7deb-44ba-8494-c9a7ac48a04f.jpg 4x,,,Join the prebiotic party. Prebiotics for a healthy cut. Boosts immunity. Infused with apple cider vinegar. No fake stuff. Supports glowing skin. Naturally detoxifies. We got you covered for those BYOB moments. (Bring your own bubbles).,,{},,,,,,,
"Poppi Prebiotic Soda, Grape",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0a3c193c-b415-4bd1-9ecb-47e5ebc7752f.jpeg 4x,,,Join the Prebiotic Party. Prebiotics for a healthy gut. Boosts immunity. Infused with apple cider vinegar. No fake stuff. Supports glowing skin. Naturally detoxifies. We got you covered for those BYOB moments. (Bring your own bubbles).,,{},,,,,,,
poppi Variety Pack,,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17557dd3-f0b2-44fa-ad1e-e18725b063aa.jpg 4x,,,,,,,,,,,,
Sprouts Organic Tart Cherry Probiotic Recover Shot,$3.33,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f4d2fe11-e7a2-4936-a661-e7182694c60f.png 4x,,,,,,,,,,,,
Humm Raspberry Lime Probiotic Seltzer,,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f12344bb-24c9-4fd6-8f88-d4af8d16a1e3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_94c28f01-8bf8-482e-9e7f-978d1c3c6119.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cfaec9bd-322c-40d9-ac97-953b5304a059.jpg 4x",Gluten Free,,"Supports immune health. Absurdly tasty. Better isn't just a word. It's a challenge You'll be better when you choose a seltzer that's better for you, like the probiotic packed, zero sugar one you're holding right now. And you'll be partnering with a company that is better to our employees and our communities. So go ahead and pat yourself on the back, can holder. You've just made everything a little bit better. Please recycle.,• Keto","Carbonated Water, Natural Flavors*, Organic Green Tea, Organic Black Tea, Vitamin C (Ascorbic Acid), Citric Acid, Probiotic: Bacillus Subtilis DE111®, Live Cultures, Vitamin D3 (Cholecalciferol), Vitamin B12 (mecobalamin) *From plant-based ingredients","Enjoy chilled.,No refrigeration is necessary.",,,,,,,
"GoodBelly Oat Drink, Probiotic, Lemon Ginger Flavor",,, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bcc5e8ba-70e5-43b0-a905-dc5d9c1a9b13.jpg 4x,,,"Extra probiotic boost. Lemon Ginger flavor (never artificial). Dairy-free. USDA organic. 50 billion (At time of manufacture. Storage conditions may affect the number of active probiotic cultures. Please keep at 35-40 degrees F for maximum potency) probiotic cultures per serving. Made with probi-digestis. Drink daily for healthy digestion (Lactobacillus plantarum 229v can be found naturally in the intestinal system, and may help promote healthy digestion when consumed daily as part of a nutritious diet and healthy lifestyle. GoodBelly is a food product and not a treatment or cure for any disorder or disease. If you have any concerns about your digestive system, please consult your healthcare professional). Non-GMO. Soy & dairy-free. Vegan. No sugar added. Made from cultured oat. Non GMO Project verified. nongmoproject.org. Probi Probiotic Support. probi.com. Do the 12 Day Belly Reboot (see bottom for details). This product contains low levels of gluten from organic oat flour and barley malt. Try our gluten-free quarts with green caps! What's GoodBelly SuperShot? GoodBelly SuperShot is a dairy-free oat drink that contains a super-charged daily dose of probiotic cultures to give you the extra boost you need. It's designed to naturally renew your digestive health, right where your overall health gets started - in your belly (Lactobacillus plantarum 229v can be found naturally in the intestinal system, and may help promote healthy digestion when consumed daily as part of a nutritious diet and healthy lifestyle. GoodBelly is a food product and not a treatment or cure for any disorder or disease. If you have any concerns about your digestive system, please consult your healthcare professional). Start your GoodHealth game plan. 12 Day Belly Reboot: 1. Sign up at 12Day.GoodBelly.com. 2. Look for coupons in your inbox. 3. Drink one shot of GoodBelly each day. 4. Love it by day 12 - or it's free (some restrictions apply). Please recycle. Certified organic by QAI. Got questions? Contact us or call 303.443.3631. Made in USA.","Filtered Water, Organic Oat Flour, Organic Pear Juice Concentrate, Organic Barley Malt, Natural Flavor, Lactobacillus Plantarum 299v.",Keep refrigerated. Give it a GoodShake!,This product contains some gluten from organic oat flour and barley malt.,,,,,,
