Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free
Starbucks by Nespresso Original Espresso Dark Roast Coffee,,$11.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c2f8a10-12b7-4dc7-bf35-fbe0f8e07c0c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_af2d117a-d39c-48fe-9061-e57fb473d00e.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4910083c-bec5-4bea-8b6b-acbfe8f66038.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_baa277eb-117b-4336-9b4f-db98cbe9ed83.jpg 4x","The same high-quality Starbucks coffee that you know and love is now made by Nespresso for you to enjoy at home. Plus, these capsules are made from aluminum for 100% recyclability and guaranteed coffee freshness. Every espresso beverage we handcraft for you begins right here. Our master roasters coax the beans along, the heat taking them deep and dark for a recipe for caramelly sweetness. A blend of beans from Latin America and Asia/Pacific, roasted the way only we know how. Works with Nespresso Original Line machines, including: Essenza Mini, Pixie, CitiZ, Expert, Lattissima, KitchenAid, Creatista.,• Espresso Roast is intense, caramelly sweet and perfect with steamed milk. The intensity level of this coffee is 11, a dark roast,• Developed with Nespresso to work perfectly with Nespresso Original Line machines, including: Essenza Mini, Pixie, CitiZ, Expert, Lattissima, KitchenAid, Creatista,• Dark-roast coffees have fuller body with robust, bold taste,• Each espresso capsule brews 0.85 or 1.35 ounces. Pop in the Nespresso Capsule and select the espresso or ristretto brew size,• Package contains 1 box of 10 Starbucks Espresso Roast Nespresso Coffee Capsules to make up to 10 cups",100% Arabica Coffee,Try with: Ice or your choice of milk. Ristretto 25 ml 0.84 fl oz; Espresso 40 ml 1.35 fl oz. Ice. Milk.,,,
Green Mountain Coffee Roasters K-Cup Pods,$10.39,$14.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5204385e-4b3f-43d3-afe8-a63172ad9c8b.jpeg 4x,"The mountains are a special place. It's where Green Mountain Coffee Roasters was born. It's where we developed our adventurous spirit and commitment to improving the lands through sustainably sourced coffee. We're driven to bring the world a richer, better cup of coffee. Be bold. Be alive. Grab a cup and get out there. The Green Mountain Coffee Roasters Breakfast Blend Decaf is an eye-opening decaf coffee as delightful as the dawn itself. Clean and bright, with balanced sweetness, nutty flavor, and a silky mouthfeel. Made with 100% Arabica coffee. These single-serve K-Cup pods are compatible with all Keurig K-Cup Pod Single-Serve Coffee Makers. Each K-Cup pod is filled with the freshest ground coffee and brews a perfect, great tasting cup of coffee, every time. Certified Orthodox Union Kosher. What does being 100% responsibly sourced coffee mean? Responsibly Sourced means the coffee we purchase is grown and sold in adherence to a credible sourcing program that aligns with our company Responsible Sourcing Guidelines. Our coffee is 100% responsibly sourced.",Coffee,{},Caution: pod is hot. Allow to cool after use.,,
McDonald’s McCafé Premium Roast K-Cup Pods,,$24.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e1aed854-b481-481e-89be-678141ed6dc6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cab6286b-3dd1-41d9-a1fc-5db2069aafc1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bae8875c-3732-4412-b30b-67910cd08695.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8cce48da-2a85-42b8-8d29-e510019cae1c.jpg 4x","Brew the comfortingly familiar taste of McCafé® Premium Roast and start your day in a surprisingly good way. This medium roast coffee blend is simply satisfying with a rich aroma, smooth body and clean finish. We start with 100% premium Arabica coffee beans, carefully harvested from the rich soils and mountainous regions of the foremost coffee-growing areas of the world. Then we expertly roast them in a temperature-controlled environment to bring out the best taste in every cup, every time. To keep the good going, we use only 100% Responsibly Sourced coffee. That means we support a healthier planet and an improved quality of life for farming communities. Not only are McCafé K-Cup® pods made from recyclable materials, they are recyclable.* Enjoy the freshly brewed flavor you’ve come to expect. And when you’re done, just Peel. Empty. Recycle. Each K-Cup® pod in this package contains medium roast, caffeinated ground coffee from 100% Arabica beans. They have been certified Orthodox Union Kosher. With this purchase, you can be assured you are receiving genuine single serve coffee K-Cup® pods; they have been engineered for quality and are compatible with all Keurig® K-Cup® coffee makers. Simple. Delicious. Brew good by the cupful.*Check locally, not recycled in all communities.",100% Arabica Coffee.,Store In A Dry Place.,,,
"Super Coffee Coffee, Enhanced, Vanilla Latte, Positive Energy",,$4.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a16aba9-8634-4e53-b474-54faca23205c.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d42cbecd-dbf1-45de-9134-fade46995069.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43b71ec1-50c4-4b97-886b-8436080a6ca0.png 4x","It all started in our little brother's dorm room. When we reimagined coffee and replaced the negatives with positives - like protein, MCT oil, and no-sugar natural sweetener - Super Coffee was born. And with it came an eternal source of Positive Energy. When you reimagine your coffee experience - from Super Coffee to Super Creamer and everything in between - you'll tap into that same source of Super to sustain you all day long. Ready? Let's go. Choose Positive Energy. Jordan, Jake, + Jimmy. MCT oil.","Purified Water, Colombian Coffee, Milk Protein Isolate, Mct Oil, Natural Flavor, Contains Less Than 0.5% Of: Monk Fruit Juice Concentrate, Caffeine, Gellan Gum, Stevia (steviol Glycolsides), Sodium Hexametaphosphate, Dipotassium Phosphate.",{},Contains: milk,Gluten Free,
Starbucks by Nespresso Original Blonde Espresso Blonde Roast Coffee,$10.39,$17.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b35ff7a9-1d05-4038-a4f5-42dfb8ba5a7a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b5a86949-7e64-405a-8e42-9801d8939955.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fec91057-3d34-40a6-8ab3-12689bbaf1f2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_598775b9-64e0-47e7-bebb-41da469a371e.jpg 4x","The same high-quality Starbucks coffee that you know and love is now made by Nespresso for you to enjoy at home. Plus, these capsules are made from aluminum for 100% recyclability and guaranteed coffee freshness. Nearly five decades of sourcing, blending and roasting brought us here: a second espresso that’s boldly mellow. Soft and balanced, it highlights milk’s sweeter side, making classic espresso drinks extra smooth without a roasty edge. Works with Nespresso Original Line machines, including: Essenza Mini, Pixie, CitiZ, Expert, Lattissima, KitchenAid, Creatista.,• Starbucks Blonde Espresso Roast delivers a softer, more balanced espresso taste with sweet, vibrant notes. The intensity level of this coffee is 6, a Starbucks Blonde roast,• Developed with Nespresso to work perfectly with Nespresso Original Line machines, including: Essenza Mini, Pixie, CitiZ, Expert, Lattissima, KitchenAid, Creatista,• Starbucks Blonde is our lightest roast with more mellow and approachable flavors,• Each espresso capsule brews 0.85 or 1.35 ounces. Pop in the Nespresso Capsule and select the espresso or ristretto brew size,• Package contains 1 box of 10 Starbucks Blonde Espresso Roast Nespresso Capsules to make up to 10 cups",100% Arabica Coffee,{},,,
Dunkin' Roast & Ground Coffee,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_358e15f1-8c70-49de-aaba-b744e3c38798.jpeg 4x,"Keep yourself runnin’ any time of day with Dunkin’ Colombian coffee. This medium roast coffee boasts full-bodied flavor with lemon and citrus fruit undertones that taste like a day in the sun. Hints of roasted nut add even more complexity to the flavor of this coffee. But we promise enjoying it couldn’t be easier, especially in convenient K-Cup pods. They’re compatible with virtually any Keurig brewer to give you pick-me-ups by the cup whenever you crave them. Add your favorite creamer and sweetener to personalize your experience even more. Try it and you’ll discover yet another irresistible way to enjoy the great taste of Dunkin’ at home.",Coffee.,For use in all Keurig K-Cup Brewers.,Caution: Pod is hot. Allow to cool after use.,,
"Folgers Coffee, Ground, Classic Roast, Medium",,$18.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_888dbe2c-0868-42a6-b731-2def22a13e5e.jpeg 4x,"America's No. 1 packaged ground coffee (Based on IRI sale & scan data. Total multi-outlet 52 wk ending 8/08/21. Excludes coffee shop sales). Makes up to 315 6 fl oz cups. Since 1850. Rich + smooth. Folgers Aromaseal. Wake up to the fresh aroma of Folgers Classic Roast coffee. Each sip delivers the rich, smooth flavor that's been brewing for generations. Experience the timeless tradition of Folgers in every cup. This canister makes up to 315 suggested strength 6 fl oz servings.",100% Pure Coffee.,"For best brewing results, we recommend: Cold Water: 1 serving (6 fl oz); Folgers Coffee: 1 tablespoon. Cold Water: 10 servings; Folgers Coffee: 1/2 measuring cup.,Store in a cool, dry place.",,,
Seattle's Best Coffee Breakfast Blend Medium Roast K-Cup Coffee,,$9.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c54581e0-c1ab-483a-a734-131bdc7a9dfb.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac4c33b1-b6d8-4e19-b201-4472b98d95b6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6b6f8001-6145-4e08-bef4-25623b543a9d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5f37ea74-15a7-4f9d-b3db-f7d01a28654b.jpg 4x","Relaxing, uncomplicated, enjoyable... mornings? That's right! Seattle's Best Coffee Breakfast Blend K-Cup pods are a convenient and stress-free way to get your morning cup of coffee or afternoon pick-me-up. Enjoy Seattle’s Best Coffee at home and taste the well-rounded, smooth flavor you can only find from our signature Breakfast Blend.,Use any single-serve brewing system to make a simple and affordable cup of delicious coffee at home within minutes. So, you can wake up, tune in, and tackle the day.,• This inviting Breakfast Blend from Seattle’s Best Coffee comes in one box of 10 K-Cup pods,• Our Breakfast Blend is a balanced medium roast coffee, offering a bright, crisp, and vibrant cup of coffee even on the busiest morning,• Seattle's Best Coffee Breakfast Blend is made from smooth-roasted, 100% Arabica beans sourced from Latin America,• Premium, but never pricey, our Breakfast Blend K-Cup pods are the smart choice when you want affordable and uncomplicated coffee without sacrificing flavor,• Seattle's Best Coffee K-Cup pods are compatible with single-serve brewing systems. We suggest using the 8 oz. setting on your Keurig",Arabica Ground Coffee.,"How to Brew: For the smoothest hot brew, we recommend using the 8 oz setting on your machine. For iced coffee, fill a (non-glass) tumbler with ice, brew using the 6 oz setting and the strong button if available. Customize with milk or sugar to make it your own.",Caution: Pod is hot. Allow to cool after use.,,
Starbucks VIA Pike Place Medium Roast Instant Coffee,$10.39,$12.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_aa5f3459-2c19-4a28-b4b1-bc2287401e17.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ae817d79-49d3-44fc-8bc1-e4e36cc370b8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_82b36a5f-e965-4226-9be8-caf85de2455d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ec45a2a-056f-48a7-a11e-db1cca7d1667.jpg 4x","From our first store in Seattle’s Pike Place Market to our coffeehouses around the world, customers requested a freshly brewed coffee they could enjoy throughout the day. So in 2008, our master blenders and roasters worked together with customers to create it for you. The result was Pike Place Roast, a blend so consistent and harmonious that no single characteristic dominates—or disappears.,Pike Place is a registered trademark of The Pike Place Market PDA, used under license.,• Starbucks VIA INSTANT COFFEE—Starbucks delivers exceptional coffee cup after cup with this 8-count box of Starbucks VIA Instant Pike Place Roast medium roast instant coffee,• PIKE PLACE ROAST—A smooth, well-rounded blend of Latin American coffees with subtly rich notes of chocolate and toasted nut, it’s perfect for every day,• FRESH TASTE—Starbucks adheres to the highest quality standards—freshly shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—The perfect everyday cup is easy to enjoy in an instant—whether it's at the start of a new day, or as a reward at the end of a long one,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Instant And Microground Coffee.,1. Pour into cup. 2. Add 8 fl oz hot water. 3. Stir and enjoy.,,,
"Death Wish Coffee Medium Roast, Organic and Fair Trade, Ground Coffee",$16.09,$17.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8000182e-1645-4d93-97bb-9f981cdb4f2d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_73c3f0eb-41c5-46c2-8f70-95b37f6dc6f6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2bf8f4d6-80e5-415d-899b-52c4ca08a6b7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c8d2adcc-cae9-4bbd-9a50-5c411a187427.jpg 4x","Death Wish Coffee Medium Roast contains our cult-classic levels of caffeine with a complex flavor profile that’s perfect for everyday consumption. This balanced blend was grown at high altitudes for hints of caramel and roasted peanuts, notes of stone fruit and smooth milk chocolate to finish. Sourced from the highest- quality, Fair Trade and USDA Certified Organic coffee beans in the world and roasted in the USA, our 10-ounce Medium Roast ground coffee provides that boost you need to go for bold.",Certified Organic Coffee,"Keep your coffee stored in a cool, dry place or in an airtight container. We recommend using 2.5 tablespoons of coffee per 6 ounces of water.",,,
"Peet's Coffee Major Dickason's Blend, Dark Roast K-Cup Pods",$12.69,$14.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_42478d0e-058e-4fe8-9b9e-3fcd485535f4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d62a50f7-9768-4c73-b8c9-0c1a12c3fec3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5186b68b-2e85-4ac5-9122-bef41cbcc4ad.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c92e6c44-5f39-4bf3-9768-3b33e2fa4a8e.jpg 4x","Peet's Major Dickason's Blend Dark Roast Coffee is the roast that put Peet's Coffee on the map. A loyal customer of our original Berkeley store, retired army sergeant Key Dickason, brought the idea for our most beloved blend to Mr. Peet in 1969. Intrigued, our founder worked with the local gourmand and coffee aficionado to refine it. They sampled countless combinations before arriving at what is now our all-time bestseller. The result was so good, Alfred Peet decided naming it after his friend wasn't enough. Dickason's rich, complex blend also deserved a promotion from sergeant to major. Major Dickason's combines the best origin coffees from the world's premier growing regions, each imparting its distinctive regional characteristics while still effortlessly rounding into a smooth, balanced cup. Over the years, it has become the coffee that epitomizes Peet's: flavorful, deeply roasted, and unsurpassingly satisfying. But for us, ""Major D"" is just like a relationship with an old friend. We'll always remember it as the story of a customer's passion, an expert's palate, and a shared love of coffee. Our pods are compatible with all Keurig K-Cup Brewers.",100% Arabica Coffee,"Lift the handle of your Keurig machine and place your favorite Peet’s Coffee K-Cup pod inside. Once you close the lid, place your coffee mug on the tray, select your cup size, press the brew button, and enjoy.",Caution: pod is hot. Allow to cool after use.,,
Peet's Coffee Cafe Domingo Ground Coffee,,$14.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b222bbb5-cfe6-4a42-ba19-c12dceefd544.png 4x,"Great coffee brings friends and neighbors together like nothing else. That's why we created this medium roast to pay tribute to the time-honored pastime of lingering in the café, casually sipping an expertly brewed cup over conversation. The three Latin American coffees in this carefully crafted blend were selected for their balance and brightness, and the roast fine-tuned to brew the perfect medium-bodied cup. We decided to name it after our third café, opened by Alfred Peet in 1980 on Domingo Avenue in Berkeley, in the shadow of the Claremont Hotel. For more than three decades, Peet's regulars have gathered here to enjoy hand-crafted drinks and the camaraderie they inspire. And that's something worth commemorating.",Arabica Coffee,"Measure 2 tablespoons (10g) of ground coffee for each 6 oz water (one cup on your coffee brewer). For the best flavor, use cold, filtered water and enjoy within 30 minutes.",,,
"NESCAFÉ Coffee, Instant, Golden Roasted Arabica, Velvety Crema, Intense",,$10.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4dfee648-fa20-4b79-8081-83369efc4df7.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d571c044-09b7-4887-a6e1-2599d218fd35.png 4x",,100% Pure Coffee,"Preparation Instructions: 1 tsp: Espresso 2 fl oz. Americano: 6 fl oz.,Storage Advice: Store in a cool, dry place.",,,
Green Mountain Coffee Roasters K-Cup Pods,$6.39,$12.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f438e1ad-fd68-4bd3-a76d-a3ed83d97e15.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4210ad85-194d-4f40-b633-86516d78a4d9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_80536f20-814c-4d1d-a311-fc9399891960.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_479d8f9a-05a0-4b63-891d-6fc3669e3667.jpg 4x","The mountains are a special place. It's where Green Mountain Coffee Roasters was born. It's where we developed our adventurous spirit and commitment to improving the lands through sustainably sourced coffee. We're driven to bring the world a richer, better cup of coffee. Be bold. Be alive. Grab a cup and get out there. The Green Mountain Coffee Roasters® Hazelnut is a lighter-roasted coffee with the rich and satisfying flavor of warm, roasted nuts.,These single-serve K-Cup pods are compatible with all Keurig K-Cup Pod Single-Serve Coffee Makers. Each K-Cup pod is filled with the freshest ground coffee and brews a perfect, great tasting cup of coffee, every time. Certified Orthodox Union Kosher. What does being 100% responsibly sourced coffee mean? Responsibly Sourced means the coffee we purchase is grown and sold in adherence to a credible sourcing program that aligns with our company Responsible Sourcing Guidelines. Our coffee is 100% responsibly sourced.","Coffee, Natural And Artificial Flavors",{},Caution: pod is hot. Allow to cool after use.,,
Starbucks Sumatra Dark Roast Whole Bean Coffee,$10.39,$19.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9a4e4a5f-704f-4061-bdd9-b47d76de840c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_401df1b2-6a8c-4d67-9867-52fad7daea0c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_89f62560-dcb6-40b0-8478-36b6ecb021ca.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b2b686fa-9751-4636-b977-488640ed8b99.jpg 4x","Grown on a lush Indonesian island, this spicy coffee is truly one of a kind. We fell in love with Sumatran coffee in 1971, and it’s been one of our most treasured offerings ever since. The taste is distinctive and unmistakable—strikingly bold and full-bodied with rich herbals, rustic spice notes and a muted acidity. Nestlé uses Starbucks trademarks under license,• PREMIUM WHOLE BEAN COFFEE—Starbucks delivers exceptional coffee cup after cup with this 12-ounce bag of Sumatra dark roast whole bean coffee,• STARBUCKS SINGLE-ORIGIN SUMATRA COFFEE—This full-bodied single-origin dark coffee has notes of rich herbs and rustic spice,• FRESH TASTE—Starbucks adheres to the highest quality standards—shipping you the same carefully roasted 100% arabica coffee beans we brew in our cafés,• MAKE IT YOUR OWN—An everyday cup no matter how you brew it, Starbucks whole bean coffee can be ground and used for a variety of brewing methods, including drip brewer, coffee press, pour-over and moka pot,• ETHICALLY SOURCED—Starbucks is committed to 100% ethical coffee sourcing in partnership with Conservation International",Whole Bean Arabica Coffee,Freshness: Seal bag tightly and store at room temperature.,,,
"Super Coffee Coffee, Mocha Latte",,$4.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c4fb8093-56af-45e5-ba7d-e3e21563857f.jpeg 4x,"Positive energy. No artificial sweeteners. It all started in our little brother’s dorm room - When we reimagined coffee and replaced the negatives with positives - like protein, MCT oil, and no-sugar natural sweetener - Super Coffee was born. And with it came an eternal source of Positive Energy. When you reimagine your coffee experience - from Super Coffee to Super Creamer and everything in between - you’ll tap into that same source of super to sustain you all day long. Ready? Let’s go. Choose Positive Energy - Jordan, Jake, + Jimmy. MCT oil. 200 mg Caffeine: 2 cups of coffee. Energize responsibly.","Purified Water, Colombian Coffee, Milk Protein Isolate, Cocoa Powder (processed With Alkali), Mct Oil, Natural Flavor, Contains Less Than 0.5% Of: Monk Fruit Juice Concentrate, Caffeine, Gellan Gum, Stevia (steviol Glycosides), Sodium Hexametaphosphate, Dipotassium Phosphate.",Peel or twist.,Contains: milk,Gluten Free,
"International Delight Iced Coffee, REESE'S, Grab and Go Coffee Drinks Made with Real Milk and Cream, 15 FL OZ",,$3.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_837fe227-8128-4d1d-85e0-40f49c1cac10.jpg 4x,"Enjoy a party in a can with International Delight REESE'S Iced Coffee. With the classic combination of chocolate and peanut butter, this portable iced coffee can blends the flavor of REESE'S Peanut Butter Cups* and delicious coffee. Grab a single serve cold coffee drink and enjoy the chocolatey and peanut buttery flavor wherever your day takes you. This iced coffee is full of perfectly brewed coffee, chocolate and peanut butter flavored creaminess to provide a moment of harmony in your day. With all the realness you love, International Delight Iced Coffee Beverages are made with real milk, cream and cane sugar. No waiting. Just coffee. Skip the brew cycle and grab instant fun with this canned iced coffee drink. With International Delight REESE'S Iced Coffee, there’s always an excuse for a flavorful celebration. We Like How You Party.,*REESE’S trademark and trade dress and the REESE’S Orange Color and Crown Design are used under license","Coffee (filtered Water, Coffee), Skim Milk, Cane Sugar, Cream, Pectin, Cocoa (processed With Alkali), Natural And Artificial Elamors",Refrigerate,Contains milk.,,
Dunkin' French Vanilla K-Cup Pods,$14.99,$24.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c6a0fd4c-91f3-4851-a2c1-54252a83933c.jpg 4x,"We might as well call them sweet, creamy vanilla K-Cup® pod bundles of joy. These small but scrumptious French Vanilla K-Cup® pods are light and lovely and a joy to brew. Pop them in your Keurig® brewer and enjoy the aroma of French Vanilla flavor while they brew. By the time you take your first sip, you’ll already have a smile on your face. Kind of like right now.","Coffee, Natural And Artificial Flavor.","For use in Keurig K-Cup brewers. For the most authentic Dunkin' Donuts taste, use your brewer's 8 ounce setting.",,,
The Original Donut Shop K-Cup Pods,$10.39,$14.39, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0d9c90b7-cb36-4b74-82b5-df9fd461e3ed.jpeg 4x,"Before coffee was complicated, great coffee was simply fresh, bold, and flavorful. The Original Donut Shop Decaf single serve K-Cup pods bring back the classic donut companion in decaf, with this ideally balanced brew of the highest quality Arabica beans...dunking is encouraged. Full-flavored and easy going, this medium roast blend embodies one of the best things in life - simply great coffee, without the caffeine. These single-serve K-Cup pods are compatible with all Keurig K-Cup Pod Single-Serve Coffee Makers and brew up to 12 oz. of The Original Donut Shop Decaf coffee each. Each K-Cup pod is filled with the freshest decaffeinated ground coffee and brews a perfect, great tasting cup of coffee, every time. Certified Orthodox Union Kosher and contains no artificial ingredients.",Coffee,{},Caution: pod is hot. Allow to cool after use.,,
Maxwell House The Original Roast Medium Roast Ground Coffee,,," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_899a39e1-d44e-4868-bf88-08fed1f57309.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3cf98fcf-6e7f-4080-a5ad-a3b0a1bc9eec.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_45285059-b9f1-4924-b30b-e713dd8a0d78.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1a70e82b-d427-4254-a680-d6d1a1709d2a.jpg 4x","Take on the day with a smooth, aromatic cup of Maxwell House Medium Roast Original Roast Ground Coffee. The perfect balance of strength and flavor, our medium original roast coffee has a classic, smooth taste. Trusted by generations of coffee drinkers, our signature original roast coffee has a consistently great taste that’s good to the last drop. Great served black, with Maxwell House International Cafe as creamer, or however you take your coffee, our 100% pure coffee is perfect for brewing in your drip coffee maker. Our Certified Kosher ground coffee is packaged in a 30.6-ounce resealable canister to lock in flavor and freshness in between uses. From lively light roasts to full bodied dark blends, Maxwell House's signature taste is created through a process that isn't done the easy way, but the right way, for 125 years.,• One 30.6 oz canister of Maxwell House Medium Roast Original Roast Ground Coffee,• Medium original roast coffee has a classic, smooth flavor,• Maxwell House Medium Roast Original Roast Ground Coffee has a consistently great taste,• Made with 100% pure coffee,• Great served black or with cream and sugar; Try it with Maxwell House International Cafe as creamer.,• Perfect for use in automatic drip coffee makers,• Maxwell House coffee is packaged in a resealable canister to lock in flavor,• Certified Kosher ground coffee,• SNAP & EBT eligible food item",100% Pure Coffee,"Brewing Instructions:,Maxwell House Coffee ... 1 Tbsp ... 1/2 Cup (8 Tbsp.).,Servings ... 1 ... 10.,1 Serving Of Water Is 6 Fl Oz (3/4 Cup).,Makes 210-240 Suggested Strength Servings.,We Recommend Using The Chart Above And Fresh, Cold Water.",,,
Starbucks by Nespresso Vertuo Espresso Dark Roast Coffee,,$16.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_480b5d48-d30c-435f-851a-df16ee69c3c9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01c99f28-6d1b-4d70-86db-7596511a69a9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_178c759e-7ec1-45cc-8c5b-2ec209e3e44a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ca542316-8279-4091-905c-a05d065264d1.jpg 4x","Enjoy the authentic café taste of Starbucks coffee at home like never before on Nespresso Vertuo machines. Made with the finest quality Starbucks coffee that you know and love, Starbucks capsules are developed with Nespresso to work perfectly with the Nespresso Vertuo system and are fully recyclable through the Nespresso recycling program. Each cup of Starbucks Espresso Roast dark roast coffee is rich with caramelized sugar notes and made with 100% arabica coffee beans. Selected coffee bean requires a unique balance of temperature and time to reach its individual peak of aroma, acidity, body and flavor. Authentically delicious perfection is just a cup away. Nestlé uses Starbucks trademarks under license.,• STARBUCKS BY NESPRESSO PODS: Enjoy the Starbucks coffee you know and love with this 10-count box of Starbucks Espresso Roast Nespresso Vertuo machine pods,• INSPIRED TASTES: This dark roast, premium coffee has a profile level intensity of 11 and is bold, flavorful and the perfect blend of Latin America and Asia/Pacific arabica coffee beans with caramelized sugar notes,• MADE FOR NESPRESSO VERTUO: Each Starbucks coffee pod for Nespresso Vertuo machines brews a 7.77-fluid-ounce mug,• STARBUCKS QUALITY AT HOME: Starbucks pods for Nespresso Vertuo machines contain the same high-quality Starbucks coffee that you know and love,• RECYCLABLE: Starbucks by Nespresso capsules are made from aluminum and are fully recyclable through the Nespresso recycling program,• VERTUO MACHINES: Starbucks by Nespresso capsules are developed with Nespresso to work perfectly with the Vertuo system",100% Arabica Coffee,{},,,
