Name,Discounted Price,Original Price,Images,Highlights,Gluten Free,Details,Ingredients,Directions,Warnings,"Sweeten up your cocktails with Peach Real Peach Puree Infused Syrup! Made with real peach puree, this Cocktail Syrup adds a fruity punch to any drink. Each bottle contains 25.4 fl oz of syrup and is perfect for home bartenders who want to elevate their drinks. This delicious syrup is gluten-free and does not contain any added artificial colors or flavors. Whether you're making a classic Bellini or experimenting with a new cocktail recipe, Peach Real Peach Puree Infused Syrup will add the perfect touch of sweetness. Order now for Instacart same-day delivery or pickup from your local store.","Create perfectly mixed cocktails with Finest Call Mango Premium Puree Mix. Its smooth texture dissolves easily in your favorite drinks, adding the sweet and fruity flavor of real mango. Made with natural and artificial flavors, this versatile drink mixer is perfect for any bar service. The user-friendly packaging and patented pourer top make it easy to use. It contains 20% real juice and is fat-free, gluten-free, vegan, vegetarian, and kosher certified. Each serving of 4 fluid ounces contains 200 calories, 50 grams of carbohydrates, and 47 grams of sugar. Order Finest Call Mango Premium Puree Mix on Instacart for same-day delivery or pickup!","Sip on the taste of the tropics with Goya Piña Colada Mix. This gluten-free, vegetarian cocktail mixer is perfect for crafting your own refreshing Piña Coladas at home. Made with real pineapple and coconut, this 12 fl oz mix contains no alcohol, so you can customize your drink to your liking. Simply blend with rum and ice for a deliciously creamy, tropical cocktail that's perfect for any occasion. Each serving has 120 calories and 20g of carbohydrates. With Instacart's same-day delivery or pickup, you can enjoy the sweet taste of paradise in no time.","Sip on the sweet taste of summer with Finest Call Premium Peach Puree Mix. Made with real peach puree and juice concentrate, this refreshing drink is perfect for any occasion. Each serving contains 140 calories and 35 grams of sugar, making it a deliciously satisfying treat. The mix also contains citric acid, xanthan gum, and natural and artificial flavors to enhance the taste. Simply add to your favorite cocktail or blend with ice for a fruity smoothie. With Instacart's same-day delivery or pickup, you can enjoy the taste of ripe peaches without leaving your home.","Satisfy your cravings for a refreshing margarita without the guilt with Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix. This powdered drink mix is made with natural flavors and contains no fat or sugar, making it a healthier option compared to traditional margaritas. With only 5 calories per serving and a kosher certification, you can enjoy this delicious drink guilt-free. Each box includes six servings of the perfect blend of tangy and sweet flavors, making it easy to prepare at home or on-the-go. Don't wait to enjoy a taste of paradise—order Margaritaville Zero Sugar, Margarita Singles To Go Drink Mix today from Instacart for same-day delivery or pickup.","Simple Syrup is a staple in any home bar, and Finest Call Simple Syrup is no exception. Made with natural flavors and real juice, this syrup is perfect for sweetening any cocktail or mocktail. The patented smooth-flow closure guarantees an accurate pour every time, while the colored closure makes product differentiation a breeze. Whether you're mixing up a classic Old Fashioned or trying your hand at a creative new concoction, Finest Call Simple Syrup will help you elevate your drinks to the next level. Available on Instacart for same-day delivery or pickup, make sure to add Finest Call Simple Syrup to your home bar essentials.","Get ready to shake things up with Filthy Margarita Mix, the perfect addition to your next cocktail party! Made with filtered water, fresh lime juice, organic blue agave nectar, and a hint of vitamin C, this mix packs a delicious punch without any alcohol content. Whether you're entertaining guests or enjoying a night in, this gluten-free and vegan-friendly mixer is sure to impress. With only 60 calories and 0 grams of fat per serving, you can sip and savor without any guilt. Don't waste any time mixing up your next margarita—order Filthy Margarita Mix on Instacart for same-day pickup or delivery!","Raspberry lovers, get ready to elevate your cocktail game with Finest Call Raspberry Puree! This non-alcoholic mixer is made from the finest raspberries, harvested at peak season and blended to perfection. The result? A rich, velvety puree that's perfect for adding a burst of fruity flavor to your drinks. Whether you're mixing up a classic raspberry martini or experimenting with new concoctions, this puree is sure to impress. And the best part? With Instacart's same-day delivery or pickup, you can have it in your hands in no time. So why wait? Add Finest Call Raspberry Puree to your next cocktail creation and delight your taste buds with every sip."
"Angostura Orange Bitters, Cocktail Bitters",,$15.59," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d34008ee-8898-4192-a4e6-c0ff2681d56b.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4f626d44-6e06-4ebf-a141-a94f9506c9d9.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fdda0cc2-dad1-49d7-99cf-1c708e2c1767.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7628a9d5-c9f7-446f-9ef3-cce7232af98d.png 4x",Gluten Free,,"ANGOSTURA Orange Cocktail Bitters is known as the essential ingredient in some of the world’s most famous and best loved cocktails. ANGOSTURA brings depth and unparalleled flavor to cocktails, mocktails, and culinary innovations. Made from premium, high quality ingredients, including citrus oils from tropical oranges and an array of unique local herbs and spices, ANGOSTURA orange bitters is versatile bitters that provides a bold flavor boost. Made with its own secret recipe, our orange bitters are a flavorful and essential addition to any cocktail bitters set. Use bitters for cocktails, like a Martini, Old Fashioned, or Negroni; in place of orange extract in baked goods or in main dishes for a splash of citrus flavor. ANGOSTURA bitters elevate classic and modern cocktails with a superior flavor profile.","Water, Glycerine, Alcohol, Natural Orange Spice Flavor, Natural Flavors, Beta-carotene (color)","Add a dash or two to bring balance to your favorite cocktail. Pairs well with light-colored spirits such as vodka, gin, and tequila.",,,,,,,,,
Mr & Mrs T Original Bloody Mary Mix,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_25d4fe6e-8016-4e08-b0f5-6d8cd44af13d.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3cb78997-111d-4a08-a99c-eb3a818596f2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d003b256-922d-4ead-8534-69c0716326d4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_251ce0a8-cee7-4dbd-9c51-a1615c62bf07.jpg 4x",Gluten Free,,"Serve up some fun at your next party or enjoy a delicious cocktail on your own with Mr & Mrs T’s Original Bloody Mary Mix. Created by Herb and June Taylor in Los Angeles, Mr & Mrs T has been making quality mixers since 1960. The Original Bloody Mary Mix is ready to be mixed with your favorite spirits right out of the bottle. Available in an assortment of flavors from sweet to savory and sourced from only the most premium ingredients, you can taste the quality in every sip of every Mr & Mrs T’s Mixers. A guaranteed crowd-pleaser, The Original Bloody Mary Mix blends the taste of ripe tomatoes with lemon juice, coarse black pepper. It’s then perfected with 95% juice with just the right amount of sea salt. With a made-from-scratch taste, You can also enjoy the great taste as a virgin cocktail. Mix a delicious Bloody Mary like a pro with the taste of Mr & Mrs T’s Original Bloody Mary Mix. Please enjoy responsibly.","Water, Tomato Concentrate, Vinegar, Cane Sugar, Sea Salt, Salt, Onion Powder, Spices, Worcestershire Sauce (water, Vinegar, Salt, Sugar, Malic Acid, Caramel Color, Spices, Molasses, Dextrose, Xanthan Gum, Citric Acid, Natural Flavors, Smoke Flavor, Garlic & Onion Powder, Acacia Gum, Guar Gum, Cellulose Gum), Hydrolyzed Corn Protein, Lemon Juice Concentrate, Paprika, Cayenne Pepper, Autolyzed Yeast Extract, Natural Flavors, Garlic Powder, Disodium Inosinate, Disodium Guanylate, Red Chili Pepper","Shake well before serving. Separation is natural.,Salt: Cocktail glass rim, if desired. Mix: 5 fl oz Mr & Mrs T Bloody Mary mix, 1 fl oz vodka, and ice. Pour: Into glass. Garnish with lime wedge and celery stick. Makes about 7 cocktails.,Refrigerate after opening.",,,,,,,,,
Master of Mixes Margarita,,$10.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_68fe3d41-2708-4f32-b4c4-3175a803d1cd.png 4x,Gluten Free,,"Craft ingredients. Superior cocktails. Our Promise: Small, handcrafted batches featuring only the most renowned varieties of fruit sourced from the world's premier growing regions. Our limes comes straight from the coast of Mexico, so every drink you make will have authentic margarita flavor. Pour with pride! Cane sugar.,• Gluten Free,• Kosher,• Vegan","Water, Sugar, Lime Juice From Concentrate, Lemon Juice From Concentrate, Citric Acid, Agave Syrup, Natural Flavor, Sodium Benzoate, Sodium Metabisulfite (to Preserve Freshness - Contains Sulfites), Polysorbate 60, Fd&c Yellow #5, Fd&c Blue #1","Shake before using.,Refrigerate after opening.",,,,,,,,,
Jose Cuervo Margarita Mix Classic Lime Light,,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e769b012-7313-43c7-b8f7-36d8459852b2.png 4x,,,"Jose Cuervo® Classic Lime Light Margarita Mix is the easiest way to enjoy the same great taste of America’s favorite cocktail with less calories. Its flavor starts with tart lime, then fades into creamy lemon. On the rocks or frozen with crushed ice, just add Cuervo® tequila and serve!","Water, Citric Acid, Natural Flavors, Contains 2% Or Less Of Sodium Citrate, Sodium Benzoate And Potassium Sorbate (as Preservatives), Gum Arabic, Sucralose, Cellulose Gum, Medium Chain Triglycerides, Saib, Acesulfame Potassium, Caramel, And Fd&c Yellow #5.",Refrigerate after opening. Keep away from direct sunlight.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,,,,,,,
Master of Mixes Pina Colada,,$6.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d90e3099-0487-463f-b9ed-77a6f0ca4ecb.png 4x,Gluten Free,,"Master Of Mixes® Handcrafted Mixer Pina Colada.,Authentic cocktails.,Premium fruit.,Handcrafted from coconuts and premium pineapple juice.,1 L (33.8 fl oz) 1 qt 1.8 fl oz.","Sugar, Water, Coconut (tocopherol Added To Preserve Coconut Oil), Pineapple Juice From Concentrate, Xanthan Gum, Natural Flavor, Sodium Bisulfate, Citric Acid, Sodium Benzoate (to Preserve Freshness), Sodium Metabisulfite (antioxidant - Contains Sulfites), Titanium, Dioxide (color), Polysorbate 60","Shake before using.,Refrigerate after opening.",,,,,,,,,
"Owen's Cocktail Mixers, Non-Alcoholic, Sparkling Cranberry",,$8.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18825d07-5b51-4da7-8ead-ff939dbebf08.png 4x,,,,"Carbonated Water, Pure Cane Sugar, Lime Juice (from Concentrate), Ginger Extract, Citric Acid, Natural Flavors, Ester Gum","Pairs with vodka, gin, tequila & whiskey or enjoy on its own. Cape Cod: + 3 parts Owen's sparkling cranberry + 1 part vodka + stir over ice & garnish with a lime. Cranberry Marg: + 3 parts Owen's sparkling cranberry + 1 part tequila + salt rim (optional). Stir over ice & garnish with a. lime Or feeling a mocktail? Enjoy its own!",,,,,,,,,
Tres Agaves Organic Strawberry Margarita Mix,,$11.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_46e786ff-6ed8-4575-a863-5925fd44fac0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18faad14-c0d6-4232-92ee-a82c7649ee02.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_884f93b6-a343-42e2-bedf-80da8c0e3fb6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_51e5a6a5-92d6-423c-ba3c-b1d8f6557497.jpg 4x",,,"Tres Agaves Organic Strawberry Daiquiri and Margarita Mix makes it easy to create real, healthier, organic margaritas and daiquiris at home. This USDA Certified Organic, gluten free, low calorie, low glycemic index mixer is made with simple, all-natural ingredients, including organic strawberry puree, organic agave nectar, organic lime juice, pure filtered water and Vitamin C. With 68 calories per serving, this cocktail mixer creates a natural, great tasting margarita that's free from high fructose corn syrup. The simple ingredients in Tres Agaves margarita mixers complement tequila’s unique taste profile while delivering a soothing, soul-replenishing taste of summer. An award-winning addition to your cocktail mixers, Tres Agaves Strawberry Daiquiri and Margarita Mix won Gold at the Los Angeles International Competition. Simply shake this margarita mix with Tres Agaves Organic 100% de Agave Tequila and ice, and serve in your favorite rocks glass. This bottle of margarita mixer does not contain alcohol. Refrigerate the bottle after opening.,• Margarita mix made with organic strawberry puree, organic agave nectar, organic lime juice, pure filtered water and Vitamin C,• Tres Agaves organic margarita mix is USDA Certified Organic, gluten free, low calorie, low glycemic index and naturally delicious,• Gold winner of the Los Angeles International Competition,• Pair with a variety of cuisines, including Mexican, Thai or Indian cuisine,• One 1L bottle of Tres Agaves Organic Strawberry Daiquiri and Margarita Mix, contains only 68 calories per serving","Filtered Water, Organic Agave Nectar, Organic Lime Concentrate, Organic Strawberry Puree, Natural Strawberry Flavor, Fruit And Vegetable Juice For Color.","Real fruit. Real pulp. Shake well. Shake gently amigos, there is real juice in there, so there will be some natural pulp.,How to Make The Tres Strawberry Margarita: Uno: Organic Strawberry Margarita mix + Dos: Tequila + Tres: Fresh lime wedge = Perfecto!,Refrigerate after opening.",,,,,,,,,
"Zing Zang Blazing Bloody Mary Mix, Non-Alcoholic Cocktail Mixer",,$5.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_84c766f7-d0e7-4ec1-96bb-a88ee579ea1a.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e3fd60f9-bcb7-405f-9a53-e9daee3a4fc0.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1c3846ae-62b9-4445-8e5d-68639a9d8e53.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7e721b56-da75-4b5f-9f85-8e140a62fb01.png 4x",,,"We've turned up the heat on the number one selling Bloody Mary Mix in America with Zing Zang Blazing Bloody Mary Mix. This Bloody Mary mix has the same great taste as the original Zing Zang Bloody Mary Mix, just a lot hotter. It's the perfect Bloody Mary for those who like it hot. Crafted with real, premium ingredients, Blazing Zing Zang cocktail mixer is made with tomato juice, seven vegetable juices (including celery, carrot, lettuce, parsley, spinach, watercress and beet), a bold blend of spices, Worcestershire sauce and extra hot sauce. Simply add vodka to make a bartender-quality hot Bloody Mary for your next tailgate party, or add a different spirit or beer to create an extra spicy and savory cocktail, like an extra hot Bloody Maria or michelada. It’s so good, you can even skip the alcohol and enjoy this non-alcoholic drink mixer as an extra spicy mocktail all by itself. This versatile cocktail mix is even tasty as a cooking marinade or a base for spicy soup and chili. Zing Zang’s other award-winning, premium-quality cocktail mixes made with all-natural ingredients include Bloody Mary, Piña Colada, Sweet & Sour and several Margarita Mixes. Kick off the good times with a taste that makes every sip legendary. Zing Zang is always bold and always ready.,• WHAT YOU GET: One 32 fl oz bottle of Zing Zang Blazing Bloody Mary Mix, non-alcoholic drink mix,• AMERICA’S FAVORITE, BUT HOTTER: Extra spicy version of the award-winning and best-selling Bloody Mary cocktail mix in America,• AUTHENTIC RECIPE: A spicy version of the original, crafted with tomato juice, a unique seven vegetable juice blend, bold spices, Worcestershire sauce and extra hot sauce,• REAL INGREDIENTS: Does not contain high fructose corn syrup, artificial colors or artificial flavors, and is keto friendly with no added sugars,• JUST ADD ALCOHOL: Add vodka for an extra spicy Bloody Mary, or use your favorite spirit or beer to create hot bartender-quality cocktails,• BOLD AND DELICIOUS: Great taste for mocktails, and also tasty as a cooking ingredient in marinades, soups or chili recipes,• CONVENIENT PACKAGING: Easy to open, pour and store, this 32 fl oz bottle is perfect for a party, tailgate or to keep the home pantry stocked,• AWARD-WINNING PORTFOLIO: Enjoy other great-tasting Zing Zang cocktail mixers, including Bloody Mary, Piña Colada, Sweet & Sour, Daiquiri and Margarita Mix varieties","Ingredients: Tomato Puree (water, Tomato Paste), Vegetable Juice Blend (carrot Concentrate, Celery, Parsley, Beet Concentrate, Lettuce, Watercress, Spinach), Distilled Vinegar, Seasoning (salt, Hydrolyzed Vegetable Protein (corn, Soy, Wheat), Sugar, Modified Food Starch, Monosodium Glutamate, Onion Powder, Yeast Extract, Spice, Disodium Inosinate & Guanylate, Celery Extract), Worcestershire Sauce (distilled Vinegar, Molasses, Sugar, Water, Salt, Onion, Garlic, Tamarind Extract, Natural Flavors), Celery Salt, Celery Seed, Pepper Sauce (distilled Vinegar, Red Pepper, Salt), Black Pepper, Spice, Sodium Benzoate (preservative), Potassium Sorbate, (preservative).","Spices settle, so shake it up before you pour!,Good Times Start: Zing Zang Bloody Mary: 3 parts Zing Zang Blazing Bloody Mary Mix. 1 part of your favorite vodka. Pour over ice and add a squeeze of lime or enjoy our Bloody Mary Mix on its own! Need some garnish ideas? Jalapeno, cheese cubes, chili peppers, bacon, pepperoncini, cocktail onions...,Please refrigerate after opening.","Contains soy, wheat.",,,,,,,,
"Owen's Cocktail Mixer, Non-Alcoholic, American Tonic",,$5.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_38d2879e-58a8-4c4e-bf74-47f5a84bb8ee.png 4x,,,"Crisp and refreshing. Stubborn in our commitment to quality. Our American tonic is a refreshing twist on a timeless classic, specifically crafted to pair with contemporary American spirits. Made with the purest ingredients like quinine and a splash of citrus, Owen’s American tonic elevates your cocktail when mixed with your favorite spirit. We take pride in offering the modern cocktail enthusiast delicious, high- quality mixers and helping create fun, unforgettable moments with one simple pour. Just add Owen’s. Highly carbonated. Family owned & operation. Award winning. Craft cocktails in 2 easy steps!,• Made with real quinine.","Carbonated Water, Pure Cane Sugar, Citric Acid, Natural Flavors, Quinine.",Cocktails made easy. Just add Owen's. Vodka Tonic: + 3 parts Owen's American tonic + 1 part vodka + stir over ice & garnish with a lime. Gin & Tonic: + 3 parts Owen's American tonic + 1 part gin + stir over ice & garnish with a lime.,,,,,,,,,
Jose Cuervo Margarita Mix Classic Lime,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b0cab2c8-267e-4858-b7fd-fec434650d34.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_17553305-4692-4dbc-be55-61bb91a83ed4.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_acdd3ed5-af19-4f7e-9bc4-e4f621ffa2fd.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_307aee06-7065-4dad-ab7e-f25fd1cd7223.jpg 4x",,,"Jose Cuervo® Classic Lime Margarita Mix has a tart lime flavor that fades into creamy lemon. On the rocks or frozen with crushed ice, it is the easiest way to enjoy America’s favorite cocktail - just add Cuervo® tequila and serve!","Water, High Fructose Corn Syrup, Citric Acid, Natural Flavors, Sodium Citrate, Sodium Benzoate, Potassium Sorbate (to Preserve Flavor), Cellulose Gum, Saib, Polysorbate 60, And Fd&c Yellow 5.",Refrigerate after opening. Keep away from direct sunlight.,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,,,,,,,
Master of Mixes Margarita,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_214cf709-36c2-4160-a283-8fc060c09619.png 4x,,,"With key lime juice & agave nectar. With all-natural flavors. Premium fruit. Authentic cocktails. Contains 10% juice. Elevate your spirits. Our Pledge: Small, handcrafted batches featuring only the most renowned varieties of fruit sourced from the world's premier growing regions.","Water, Sugar, Lime Juice From Concentrate, Lemon Juice From Concentrate, Citric Acid, Agave Syrup, Natural Flavor, Sodium Benzoate (to Preserve Freshness, Sodium Metabisulfite (antioxidant - Contains Sulfites), Polysorbate 60, Fd&c Yellow #5, Fd&c Blue #1","On the Rocks: In an ice-filled shaker: add 2 oz (60 ml) tequila and 4 oz (120 ml) mix. Shake hard and strain into an ice-filled glass. Garnish with lime wheel and serve. Frozen Margarita: In a blender: add 2 oz (60 ml) tequila, 5 oz (150 ml) mix and 16 oz (2 cups) of ice. Blend. Pour into glass and garnish with a lime wedge. Watermelon Margarita: In an ice-filled shaker: add 2 oz (60 ml) tequila, 3 oz (90 ml) mix and 1 oz (30 ml) Master of Mixes Watermelon/Daiquiri/Margarita Mix. Shake hard and strain into an ice-filled rocks glass. Garnish with lime wedge. Serve. Shake before using. Refrigerate after using.",,,,,,,,,
Mr & Mrs T Bold & Spicy Bloody Mary Mix,,$7.99," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fc69c8ed-dae9-48e5-9582-12863348db40.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_5c13c70f-1faf-46a5-a0a3-9acd463d1d03.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2b05252-f3ab-4ef2-83b0-ba9d970c5cae.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2d53e36e-2e3d-425e-b15c-1a71f46207fa.jpg 4x",Gluten Free,,"Serve up spicy, tasty fun at your next party or enjoy a delicious cocktail on your own with the 1L Mr & Mrs T’s Bold & Spicy Bloody Mary Mix. Created by Herb and June Taylor in Los Angeles in the early ‘60s, Mr & Mrs T has been making quality mixers ever since. Sourced from only the most premium ingredients, you can taste the quality in every sip of Mr & Mrs T’s Mixers. With a fresh, made-from-scratch flavor, Mr & Mrs T’s Bold & Spicy Bloody Mary Mix is ready to be mixed with your favorite spirits right out of the bottle. A guaranteed crowd-pleaser, Mr & Mrs T’s Bold & Spicy Bloody Mary Mix takes the juice of ripe tomatoes spiked with a blend of jalapeño, chipotle, and cayenne pepper to create our boldest, spiciest Bloody Mary mix yet. It’s then perfected with 95% juice for just the right taste you won’t find anywhere else. You can also skip the alcohol and simply enjoy the great taste as a virgin cocktail. Make delicious, fiery Bloody Marys with a peppery kick like a pro with the made-from-scratch taste of Mr & Mrs T’s Bold & Spicy Bloody Mary Mix. Please enjoy responsibly.","Water, Tomato Concentrate, Cane Sugar, Vinegar, Sea Salt, Salt, Citric Acid, Worcestershire Sauce (water, Vinegar, Salt, Sugar, Malic Acid, Caramel Color, Spices, Molasses, Dextrose, Xanthan Gum, Citric Acid, Natural Flavors, Smoke Flavor, Garlic And Onion Powder, Acacia Gum, Guar Gum, Cellulose Gum), Jalapeño Pepper Purée, Spices, Onion Powder, Cayenne Pepper, Chipotle Pepper Purée, Garlic Powder","Shake well before serving. Separation is normal.,Salt: cocktail glass rim with spicy salt, if desired. Stir: 4 Fl oz bloody Mary mix, 1 Fl oz vodka, and ice into glass. Garnish: with lime wedge and jalapeño. Makes about 8 cocktails.,Refrigerate after opening.",Partially produced with genetic engineering.,,,,,,,,
