Product Name,Product Price,Images,Contains,Package Quantity,Net weight,TCIN,UPC,Item Number (DPCI),Origin,Grocery Disclaimer,May Contain,Dietary Needs,Features,State of Readiness,Street Date
P.F. Chang's Frozen Home Menu Beef and Broccoli - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_50da08d2-5e1c-4def-972e-29892d1cdda7?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_3e12a495-c6c5-4806-b77c-63fbc3e8b2f6?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_dadae7c4-fc3a-4e04-8cf8-54e40a3a130c?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_881f9c5e-50f7-4378-88a1-164873d4572c?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_180d0ff0-9ca0-436c-97ac-03e3a75ec99c?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Wheat", 1, 22 Ounces, 13376158, 031000670016, 270-11-0267, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only."," Eggs, Shellfish, Milk",,,,
P.F. Chang's Frozen Chicken Lo Mein - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_4651d705-d5a9-4071-bdba-706d1059db16?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_4919f560-e943-4c12-93c8-f6206cc0cb69?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_5de8155c-f1d2-47d3-9c58-1d70fc9e87a9?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_3c26186d-4493-4ff5-a6c1-e1e48e416e32?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_4dd8b405-46de-436a-b45a-d51126259a48?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Soy, Sesame, Wheat", 1, 22 Ounces, 52376014, 031000700119, 270-11-0236, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Shellfish,,,,
Stouffer's Grandma's Chicken & Vegetable Rice Bake Frozen Dinner - 36oz,$10.49,"https://target.scene7.com/is/image/Target/GUEST_25572b94-dfc4-43c7-8a53-d19d15442e96?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_d3ed7de3-1eed-4cce-9da8-c09e48899fe7?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_1731d338-031a-4bac-8fcb-b9b4f4cdadf5?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_66281bf7-d579-450c-91ed-6c121f5a4095?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_407cf055-55fc-48df-af42-5ec21cc1d8eb?wid=800&hei=800&qlt=80&fmt=pjpeg"," Milk, Wheat", 1, 36 Ounces, 13387295, 013800190864, 270-11-0318, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs," 0 Grams Trans Fat, High Protein"," No Added Sugar, No Preservatives",,
Marie Callender's Frozen Chicken Pot Pie - 15oz,$3.39,"https://target.scene7.com/is/image/Target/GUEST_6f635d52-48a1-4668-8bb6-7967e1a77401?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_f27e4620-19fb-406b-a56c-59e541a4d257?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_88706c50-3034-49d6-b8d7-e88ad0ebbe79?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_e0a1f9f4-88b4-464e-a43e-89b4964ae4f9?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_3424b876-d014-4c4f-849a-24acccef9eec?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk, Wheat", 1, 15 Ounces, 12935373, 021131506919, 270-02-1405, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
Rao's Made For Home Family Size Frozen Meat Lasagna - 27oz,$12.29,"https://target.scene7.com/is/image/Target/GUEST_f6374cac-0140-40aa-b85f-164da447c7f5?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_fe800884-128f-4c8a-94f0-fa9d56071117?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_e270f531-78e8-465d-be02-6d274bb4cfb8?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_097bb3e0-92fb-4f56-abca-dff7eaccc8de?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_ba019033-78b2-4868-a4ed-b2b35c87cba1?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Milk, Wheat", 1, 27 Ounces, 79502257, 747479300032, 270-11-0085, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.",,,,,
Birds Eye Voila! Family Size Frozen Garlic Chicken - 42oz,$8.79,"https://target.scene7.com/is/image/Target/GUEST_347b4db7-5d5f-4fde-8b79-5507f87445f8?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_d5fd208d-e621-45ba-8636-8c933b4b8c30?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_cb7c1e70-bd34-4582-ba0d-bedf0c03871b?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_180660b5-c590-4831-82d3-b4cd9d995fae?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_e216d980-c5dd-45b4-98f9-4b0897bd8f83?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk", 1, 42 Ounces, 14799174, 014500014214, 270-11-0016, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only."," Eggs, Fish",,,,
Marie Callender's Frozen Chicken Pot Pie - 4ct/40oz,$10.59,"https://target.scene7.com/is/image/Target/GUEST_7b1fd6f6-9be0-4178-9aa4-dcaed75b2086?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_c2db6887-6d34-4262-baee-e968a7a1cecb?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_78adced4-9053-4354-a624-aec7393d262e?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_2f033223-d2b3-4467-81e5-7edad95325dd?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_b355460a-c97c-4dab-b7e1-6e0baa5c8049?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk, Wheat", 4, 40 Ounces, 13659694, 021131301040, 270-02-0454, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
Bertolli Frozen Italian Sausage & Rigatoni Dinner - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_6158d9ae-534c-4ea0-85f3-ab9a701db5de?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_03bd0764-af3e-49da-96cd-c8a8c3bd3251?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_982a5b88-857a-47c2-81db-e2caffe6180f?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_0323fcdf-2c5d-4f0a-8632-00d7b335463f?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_a2cd57b7-3927-4583-bfe1-439ce4325b6b?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Wheat", 1, 22 Ounces, 13050438, 031000671006, 270-11-0145, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
Stouffer's Chicken Enchilada Party Size Frozen Meals - 57oz/8ct,$15.49,"https://target.scene7.com/is/image/Target/GUEST_097fd25e-201b-4bef-914a-7b2484a1d3b2?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_b01fea07-b3a9-459b-b9a8-4df15c04e4a0?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_29a271c2-dcfc-4ac4-8332-3c8c9e292943?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_753becf7-7d49-4be0-b7c7-ac30f134bd7f?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_89cf94af-0627-4dda-bfa4-3a33643ba930?wid=800&hei=800&qlt=80&fmt=pjpeg", Milk, 1, 57 Ounces, 13408793, 013800190239, 270-11-0305, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs," 0 Grams Trans Fat, Gluten-Free", No Added Sugar,,
Stouffer's Large Family Size Frozen Lasagna with Meat & Sauce - 57oz,$14.29,"https://target.scene7.com/is/image/Target/GUEST_9df85ead-b4e0-4527-a7e9-efe7b4172b8a?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_2de0c987-1dbc-4a21-8fb2-4efe89dfdc42?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_e1966400-5bc0-41b9-b1da-d9224481f47f?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_28ddb4df-f296-4c13-add6-faf4552f624e?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_5274b06e-0e2f-4736-8a9c-ef5b08e3b86f?wid=800&hei=800&qlt=80&fmt=pjpeg"," Milk, Soy, Wheat", 1, 57 Ounces, 13408983, 013800232601, 270-11-0109, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs," 0 Grams Trans Fat, High Protein", No Preservatives,,
Rao's Made For Home Family Size Frozen Chicken Parmesan - 25oz,$12.29,"https://target.scene7.com/is/image/Target/GUEST_8b3c4706-46b3-4f60-9c81-29cfe59eff11?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_bd374c8a-8230-4f8a-a9dc-d1dc37e3657d?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_fc495117-a25a-4e79-ae7f-22694362fae9?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_cbae25da-2d3f-4124-ac75-fc1bf5fa42a2?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_03fa3382-ba76-4fa1-ad31-4833ff939406?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Milk, Wheat", 1, 25 Ounces, 79500993, 747479300018, 270-11-0060, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.",,,,,
Stouffer's Family Size Frozen Chicken Alfredo Pasta Meal - 57oz,$14.29,"https://target.scene7.com/is/image/Target/GUEST_3186198f-2d51-43f0-9a0b-7bcbe994f666?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_aba22dca-25de-4fce-95a8-1eb2724b164a?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_69887338-9d63-4304-a9be-1ff52f2fefb1?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_34d1778b-6ad1-4357-9299-0991df10701b?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_793e9be0-bc14-4b06-9c5e-52f0b2294b3d?wid=800&hei=800&qlt=80&fmt=pjpeg"," Milk, Soy, Wheat", 1, 57 Ounces, 13387541, 013800232700, 270-11-0110, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only."," Eggs, Fish",,,,
Bertolli Frozen Chicken Alfredo & Penne - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_21503094-aaae-434b-af79-2484e56008be?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_a2fb8c51-33c6-4c93-8e24-3d88cae81422?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_2e709c97-762a-473d-aa26-9dd52dfed6d6?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_0b19fbf1-0fb7-42d4-84c5-d8030af59f79?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_8231ca6a-e439-407d-b3dd-b80e64c3f6b1?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk, Wheat", 1, 22 Ounces, 13050430, 031000671013, 270-11-0144, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
InnovAsian Family Size Frozen Orange Chicken - 36oz,$10.59,"https://target.scene7.com/is/image/Target/GUEST_ab1a313b-b37b-4b6f-a6d9-1ceb901defa4?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_047ec989-0a8a-4453-9b56-97197088dc19?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_e5c03f99-6cab-4112-856d-8872d731266d?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_fc26953d-8716-4000-9ae7-7708a4a7f4bb?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_93559078-9f01-41f4-8d15-7a5294bcd577?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Milk, Soy, Wheat", 1, 36 Ounces, 23985455, 695119133109, 270-11-0386, Made in the USA,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.",,,,,
Bertolli Frozen Chicken Parmigiana & Penne - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_214fbcdc-07f0-4b49-8868-a5e23d265034?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_64c15c5d-0783-4b53-a703-60e7dc2a04ef?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_af54830c-bb09-4b1b-a8bd-c6f6caad8f5d?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_9ca46ef1-e69f-4fb5-900a-9fc8c1fddf40?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_8798b0fd-461c-48b5-bba0-db3ada8c1553?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk, Wheat", 1, 22 Ounces, 13050223, 031000671037, 270-11-0143, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
Bertolli Frozen Shrimp Scampi & Linguine - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_5a92ffa7-2cab-485f-9b71-b5b2b1caad94?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_2058106e-d76e-4a7e-a4d6-691fd57a3ee3?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_f02bd025-56a3-46bd-b917-794195946d6c?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_bd6d7140-e785-4cd3-ade8-347124882a97?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_59e39293-ebe3-4832-8970-ecc6ed256739?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Soy, Milk, Wheat, Shrimp", 1, 22 Ounces, 13050440, 031000671020, 270-11-0141, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.",,,,,
Birds Eye Voila! Frozen Family Size Cheesy Chicken - 42oz,$8.79,"https://target.scene7.com/is/image/Target/GUEST_21b71736-e2a8-46af-b48a-60dc57ace99d?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_9b5634cc-37d8-4ebb-a9ef-7a82736aed2e?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_88381451-0583-4f67-9a7e-0fea153ddf6b?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_84e145af-a3c3-4c93-ab40-8e50b8fecc29?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_cedcbbbf-0510-40bd-8a40-2610623de574?wid=800&hei=800&qlt=80&fmt=pjpeg"," Soy, Milk, Wheat", 1, 42 Ounces, 28786684, 014500014207, 270-11-0018, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Eggs,,,,
P.F. Chang's Frozen General Chang's Chicken - 22oz,$7.69,"https://target.scene7.com/is/image/Target/GUEST_23ef7ed6-6034-42db-977b-2c39bc641441?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_94016aa4-b934-4144-9e79-d3473ccae9aa?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_995ecbaf-60b6-44a3-9fcf-410332535eb5?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_b04cdfd7-8cfc-4044-a458-881e9c2fe8ed?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_01720306-a215-4af6-9f38-155b9674fb2c?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Soy, Wheat", 1, 22 Ounces, 13050498, 031000670078, 270-11-0263, Made in the USA or Imported,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only.", Shellfish,,,,
Birds Eye Voila! Family Size Frozen Chicken Fried Rice - 42oz,$8.79,"https://target.scene7.com/is/image/Target/GUEST_ff384c3b-0f73-4596-a867-c6b5eca67549?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_d46af193-7ae2-4d42-88a5-c5c42a8051f9?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_b139201c-aab4-436a-b2ce-62a7632d576b?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_68af0511-3f39-4a82-b0e7-82bb238e0151?wid=800&hei=800&qlt=80&fmt=pjpeg,https://target.scene7.com/is/image/Target/GUEST_0093f304-93b6-4d45-b53e-a300d2410771?wid=800&hei=800&qlt=80&fmt=pjpeg"," Eggs, Soy, Milk, Wheat", 1, 42 Ounces, 53243104, 014500012784, 270-11-0454, Assem USA w/foreign/dom. parts,"
Content on this site is for reference purposes only. Target does not represent or warrant that the nutrition, ingredient, allergen and other product information on our Web or Mobile sites are accurate or complete, since this information comes from the product manufacturers. On occasion, manufacturers may improve or change their product formulas and update their labels. We recommend that you do not rely solely on the information presented on our Web or Mobile sites and that you review the product's label or contact the manufacturer directly if you have specific product concerns or questions. If you have specific healthcare concerns or questions about the products displayed, please contact your licensed healthcare professional for advice or answers. Any additional pictures are suggested servings only."," Tree Nuts, Fish",,,,
