Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Peanut Free,Treenut Free,Soy Free
"Ferrero Rocher Fine Hazelnut Milk Chocolate Gift Box, 3 Count",$1.49,$2.29, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9625941b-2787-416f-b5bf-d26a2625f164.jpeg 4x,"Ferrero Rocher's milk chocolate gift box offers a unique taste experience of contrasting layers: a whole crunchy hazelnut in the heart and a delicious, creamy hazelnut filling surrounded with milk chocolate, crispy wafers and gently roasted hazelnut pieces. And thanks to its signature golden wrapper, Ferrero Rocher is even more unique and special. The iconic original. Celebrate the moment with Ferrero Rocher. Since the 1940s, Ferrero has delighted consumers with premium, one-of-a-kind chocolate treats. What began as a local pasticceria in Italy’s Piemonte region is now one of the world’s most popular confectioners, satisfying cravings in over 100 countries worldwide. Thanks to a commitment to quality, freshness and a unique taste experience, Ferrero continues to delight chocolate lovers all over the world.","Milk Chocolate (sugar, Cocoa Butter, Cocoa Mass, Skim Milk Powder, Butteroil, Soy Lecithin As Emulsifier, Vanillin: An Artificial Flavor), Hazelnuts, Sugar, Palm Oil, Wheat Flour, Whey, Lowfat Cocoa Powder, Soy Lecithin As Emulsifier, Sodium Bicarbonate As Leavening Agent, Salt, Vanillin: An Artificial Flavor",No Prep Instructions Required,"Contains tree nuts (hazelnuts), wheat, milk, soy.",,,,,
Extra Gum Spearmint Sugar Free Chewing Gum Single Pack Stick,$1.79,$2.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2c1596c8-d429-4a59-a293-c52ca94730a2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_dec3e57f-6381-40fc-8df9-26a30ea5b618.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a814ba0e-b5a5-4f59-9ae6-8c87afda7a26.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b50d6966-53bf-4cd7-b317-2d2305cdb458.jpg 4x","EXTRA knows that when you give a little more, you get more in return. That's why there are more ways to share a moment in every pack. So give a piece to friends, family, or someone new. It might seem like something little, but sometimes the little things last the longest. EXTRA sugar-free chewing gum: celebrating life's meaningful connections, one piece at a time. Unwrap a moment with EXTRA.,•Contains one (1) 15 piece pack of EXTRA Spearmint Sugarfree Gum,•Crisp, invigorating refreshment from head to toe.,•Unwrap a moment with EXTRA, because sometimes the little things last the longest,•Sharing a piece of EXTRA gum helps you live life's little moments.,•Sugar-free chewing gum that’s perfect to share with friends, family, or someone new.","Sorbitol, Gum Base, Glycerol, Natural And Artificial Flavors; Less Than 2% Of: Hydrogenated Starch Hydrolysate, Aspartame, Mannitol, Acesulfame K, Soy Lecithin, Bht (to Maintain Freshness), Colors (turmeric, Blue 1 Lake).",{},Phenylketonurics: contains phenylalanine,,,,,
Extra Gum Polar Ice Sugar Free Chewing Gum Single Pack Stick,$1.79,$2.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f46fe2ff-82b4-4a4d-a7e1-a5895a631bd6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_27075b8a-53ab-4de0-8931-52a5286335a8.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a1198322-f7b8-44dd-ac0b-82d4b46fb992.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c692fc2c-27a6-45e0-9bd2-a894a79432d9.jpg 4x","Connections can happen anywhere. So get in your EXTRA Zone with EXTRA Polar Ice Sugar Free Chewing Gum. EXTRA Chewing Gum is essential to have with you at all times to not only freshen your breath with long-lasting, invigorating icy flavor, but to keep you dedicated to those special moments.,Keep an EXTRA chewing gum pack in your car, back pocket, backpack, or tote bag. Keep minty EXTRA at your fingertips, because you never know when you need a refresh or engage in a refreshing moment.,Chewing away distractions and celebrate life's meaningful with EXTRA.,Add a pack of EXTRA Polar Ice Sugar Free Chewing Gum to your cart now.,•Contains one (1) 15 count slim pack of EXTRA Polar Ice Sugarfree Gum,•Unwrap a moment with EXTRA! Let the avalanche of icy flavor redefine small moments, one chew at a time,•Need a refreshing break? Make the walk in the park way more invigorating with EXTRA mint um,•This convenient slim 10 pack of EXTRA mint gum can slide into any purse, briefcase and backpack.,•Chewing the fresh flavor of EXTRA Polar Ice Chewing Gum rids distractions and keep in you in the moment","Sorbitol, Gum Base, Glycerol, Natural And Artificial Flavors, Hydrogenated Starch Hydrolysate; Less Than 2% Of: Aspartame, Mannitol, Soy Lecithin, Acesulfame K, Bht (to Maintain Freshness), Color (blue 1 Lake).",{},Phenylketonurics: contains phenylalanine.,,,,,
Kit Kat Milk Chocolate Wafer King Size Candy,,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7ff7cd1d-c720-49f1-b6de-9234e0479c22.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ddd6715b-ae31-429e-ab2a-03c831b66fb6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_6bc197d4-eae4-41e6-a67f-2210ae8bfaa2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_78492e80-7493-4304-a914-98368c6f6449.jpg 4x","Ready for a classic everyone hopes to find in the candy selection? This king size wafer KIT KAT® milk chocolate candy bar is wrapped for optimal convenience, easy sharing and lasting freshness. Whether you gift one to friends, pass some out in the office or hold onto a few for snacking moments, you can expect a delicious treat. Throw a bar in your lunch box to treat yourself to a sweet dessert, or stock your home and office candy cabinets with an easily shareable snacking classic. Preparing for a specific occasion? Whether you need to put Easter baskets together, stuff Christmas stockings, fill Valentine's Day party favors, treat Halloween trick-or-treaters or just keep your everyday candy collection stocked throughout the year, KIT KAT® candy is the way to go. Getting ready for your next movie night? Add some crispy wafers coated in creamy milk chocolate candy for an extra special touch that satisfies the whole crowd. You can snack on this chocolate bar straight from the wrapper, chill it in the fridge for a cold treat or top your best baked goods with sections of it to show off your culinary genius. No matter what you decide, it's bound to be a delicious success!,• Contains one (1) 3-ounce KIT KAT® Milk Chocolate Wafer King Size Candy Bar,• Enhance your lunch hour, snack break or movie night with a king size wafer KIT KAT® milk chocolate candy bar,• Kosher certified, king size milk chocolate and wafer candy wrapped for lasting freshness and convenience,• Be the biggest hit at the birthday, anniversary, retirement, graduation, new baby or wedding party with classic milk chocolate wafer candy everyone there knows and loves,• Enjoy a delectable, snap-worthy king size treat made of crisp, crunchy wafer bars coated in smooth, creamy milk chocolate during Valentine's Day, Christmas, Easter and Halloween celebrations,• Place sections of your KIT KAT® king size candy bar on top of any cookies or brownies you bake for an extra sweet treat sure to become everyone's new favorite","Sugar, Wheat Flour, Cocoa Butter, Chocolate, Lactose (milk), Vegetable Oil (palm Oil, Palm Kernel Oil), Skim Milk, Milk Fat, Contains 2% Or Less Of: Lecithin (soy), Pgpr, Vanillin (artificial Flavor), Salt, Yeast, Baking Soda.",{},"Contains: milk, wheat, soy. Manufactured in a facility that processes peanuts.",,,,,
"Kinder Individually Wrapped Chocolate Egg With Toy Inside, 1 Count",$2.29,$2.89, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_12923a9a-f0c0-4761-93d3-8ade6142075e.jpeg 4x,"Treat + Toy, Twice the Joy! Discover the two sides of irresistible fun in a Kinder Joy egg. The treat side of the egg features two layers of creamy deliciousness—one cocoa and one sweet cream. Plus, there are two crispy, chocolatey-covered wafer bites filled with cocoa cream. The toy side of the egg hides a surprise toy that kids and parents are sure to love. Each egg features one of over 100 unique toys. So even when the treat is gone, the fun can still play on. Unlock even more fun with the free Applaydu app by scanning the toy and opening a whole new level of online play and discovery. Download in the App Store or get on Google Play.,• Includes 1 individually wrapped Kinder Joy egg,• Crispy, chocolatey-covered wafer bites filled with cocoa cream,• A treat on one side of the egg and a surprise toy on the other,• Kinder Joy creates happy memories with a surprise in every egg,• Stocking stuffers and holiday Christmas party favors for kids","Sugar, Vegetable Oils (palm, Sheanut And Sunflower), Skim Milk Powder, Wheat Flour, Cocoa, Wheat Starch, Cocoa Mass, Malt Extract, Lecithin As Emulsifier, Whey Proteins, Cocoa Butter, Artificial Flavors, Ammonium Bicarbonate And Sodium Bicarbonate As Leavening Agents, Salt",No Prep Instructions Required.,"Contains milk, wheat, soy.",,,,,
"TWIX Caramel Chocolate Cookie Candy Bar, Share Size",$2.29,$3.49," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a485341a-7421-4964-8547-e87a48872ff6.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_18ad8e77-24a0-4121-af39-3c920034562c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_c44162b6-3dbd-42e4-9085-dc14635fa763.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1bf8a118-7452-4962-b6d7-5d23176d0f77.jpg 4x","Right TWIX is made with crunchy cookie, gooey caramel and rich milk chocolate. Left TWIX contains crispy shortbread, creamy caramel and decadent milk chocolate. Which side will you choose? Celebrations are more delicious with four TWIX Caramel Chocolate Candy Bars. From birthday parties to game day gatherings, there's always a reason to bring TWIX Candy. Add some cookie crunch to your favorite dessert recipes or ice cream flavor. Stock up your pantry with this chocolaty favorite or give some as a thoughtful chocolate gift to your favorite people. At work, at home or at play, TWIX Cookie Bars are a tasty treat to enjoy anywhere. Toss it into your bag or briefcase for a midday treat. With both a left and a right bar, they're perfect for sharing — but we won't snitch if you eat them both.,•Contains one (1) 3.02-ounce share size pack of TWIX Caramel Chocolate Candy Bars,•Featuring a crunchy cookie covered in creamy caramel and coated in real milk chocolate,•For a fun treat anytime, try TWIX Caramel Cookie Candy Bars,•Enjoy four TWIX Milk Chocolate Bars in one share size pack for an on-the-go treat,•Add delicious fun to movie night with TWIX Caramel Milk Chocolate Cookie Bars","Milk Chocolate (sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin, Pgpr, Artificial Flavors), Enriched Wheat Flour (wheat Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Sugar, Palm Oil, Corn Syrup, Skim Milk, Dextrose, Less Than 2% - Salt, Cocoa Powder, Soy Lecithin, Modified Corn Starch, Baking Soda, Artificial Flavor.",{},"Contains milk, soy and wheat. May contain peanuts.",,,,,
Skittles Original Chewy Candy Full Size,,$2.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_34fc43f6-9a68-4f90-86b0-78771aae7f47.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9d7fef45-3fd5-4556-adfc-d18b61929bae.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_7dc2cd99-36de-462b-84eb-8250a3ce84d1.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fa9be376-edd6-4e59-b33e-2eeef86dfd97.jpg 4x",LIMIT: Two promotions of this type may be added to a single order,"Sugar, Corn Syrup, Hydrogenated Palm Kernel Oil; Less Than 2% Of: Citric Acid, Tapioca Dextrin, Modified Corn Starch, Natural And Artificial Flavors, Colors (titanium Dioxide, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 1 Lake, Yellow 5, Red 40, Yellow 6, Blue 1), Sodium Citrate, Carnauba Wax.",{},,Gluten Free,,,,
"Mentos Gum, Sugarfree, Fresh Mint",$4.59,$5.79, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d5af820d-e812-4bee-9307-03286a3a232f.jpeg 4x,Winter Edition. With green tea extract. Naturally and artificially flavored. 35% fewer calories than sugared gum. Calorie content of this size piece has been reduced from 6 to 4 calories. www.mentos.com. Facebook: Like us at facebook.com/mentos. Product of Italy.,"Xylitol, Sorbitol, Chewing Gum Base, Mannitol, Glycerin, Maltitol Syrup, Maltodextrin, Artificial Flavors, Less Than 2% Of: Rice Starch, Aspartame, Acesulfame K, Coconut Oil, Sucrose Fatty Acid Esters, Lecithin (soy), Sodium Carboxymethylcellulose, Carnauba Wax, Sucralose, Xanthan Gum, Corn Starch, Bht To Maintain Freshness, Blue 1 Lake, Blue 1.",{},"May contain wheat. Phenylketonurics:, contains phenylalanine.",,,,,
M&M's Peanuts & Milk Chocolate Candies,,$2.29," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_b186d136-0825-461b-be12-55e14c95ef8a.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_a86877e9-d34a-47dc-a1a5-7bf0adf18a7f.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_0c593dbf-2d28-4efe-8ccd-5dbebc6b9f2c.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac354818-f89f-411f-b075-227e2b6a22af.jpg 4x","M&M'S Peanut Chocolate Candy is a little nutty, a lot tasty and always full of fun. Enjoy roasted peanuts covered in delicious chocolate and a colorful candy shell. These bite-sized chocolate Candy make great to-go desserts and add-ins for baking and gift baskets. Stock up on these bulk chocolate candy bags for your birthday parties or to pass out as Halloween candy. Add colorful fun to your next celebration with M&M'S Candy.,•Contains one (1) 1.74-ounce pouch of M&M'S Peanut Milk Chocolate Candy,•Made with roasted peanuts and real milk chocolate surrounded by a colorful candy shell,•Bring to the movies or sporting events for a tasty chocolate treat,•Share with friends or coworkers to add colorful fun to their day,•A little nutty, a lot tasty and always full of fun","Milk Chocolate (sugar, Chocolate, Skim Milk, Cocoa Butter, Lactose, Milkfat, Peanuts, Soy Lecithin, Salt, Artificial And Natural Flavors), Sugar, Peanuts, Cornstarch, Less Than 1% - Palm Oil, Corn Syrup, Dextrin, Coloring (includes Blue 1 Lake, Red 40, Yellow 6, Yellow 5, Blue 1, Red 40 Lake, Yellow 6 Lake, Yellow 5 Lake, Blue 2 Lake, Blue 2), Carnauba Wax, Gum Acacia.",{},"Allergy information: contains peanuts, milk and soy. May contain tree nuts.",,,,,
"Hershey's Milk Chocolate Candy Bar, 1.55 oz",$1.19,$2.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e7d0998f-f7bd-4d65-88aa-df2cf622ce90.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_62482a65-f44e-4f1b-b8cd-2395c9c9c4de.png 4x","There's happy, and then there's HERSHEY'S happy. Made of the delectable, creamy milk chocolate that's been a classic for decades, HERSHEY'S milk chocolate candy bars make life more delicious whether they're enjoyed alone or shared with your loved ones. This full size, kosher and gluten free candy is the perfect treat for countless special and everyday occasions. HERSHEY'S full size milk chocolate bars can be used to stuff Christmas stockings, fill Halloween trick-or-treat bags, top off Easter baskets and create Valentine's Day party favors for everyone you love. Keep one on hand for guests and store a few in your pantry for convenient snacking when the mood strikes. Show up to movie night with a bar of HERSHEY'S milk chocolate for everyone to please the whole crowd and perfect the night's snack selection. You can even sweeten up your favorite baked desserts with these chocolates by topping cupcakes, brownies, cookies and more with a section or two. Looking for a cool and refreshing chocolatey treat? Use sections of HERSHEY'S milk chocolate bars to top off your favorite flavor of ice cream and create a delicious chocolatey sundae to enjoy. Everyone is excited when they're reaching for HERSHEY'S milk chocolate, and now you can be too!","Milk Chocolate (sugar, Milk, Chocolate, Cocoa Butter, Milk Fat, Lecithin (soy), Pgpr, Natural Flavor).",{},"Contains: milk, soy.",Gluten Free,,,,
"MILK DUDS Chocolate and Caramel Candy Box, 5 oz",,$2.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_11bc84d5-c883-40f0-b9d0-4fe470925165.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_320bbe4b-2d9c-4578-9cce-8a1702989f2f.png 4x","MILK DUDS caramel and chocolate candy treats are well-loved for a reason. Try the classic bite-sized confections that have delighted candy lovers for decades. Made of chewy caramel covered in delectable chocolate candy, every piece is a delicious treat you can snack on and share with those around you. A kosher and gluten free treat, MILK DUDS candy is a classic movie snack, and they're a perfect option for your work, home and on-the-go sweets. Fill your candy dish with delicious chocolate candies for parties and get-togethers. You're sure to please your nearest and dearest with chewy MILK DUDS caramel chocolate candy no matter what day of the week it is. This box of candy is sealed for convenient storage, easy gifting and quick snacking, so get your taste buds ready! Use this box of chocolate candies as a festive stocking stuffer or candy dish filler at holiday parties. Hand full boxes out to trick-or-treaters at Halloween or at your annual costume party. Give your special someone a delicious caramel classic for Valentine's Day and prepare for Easter with baskets that include these candy boxes. In between the holidays, MILK DUDS candy makes all of the ordinary moments a little more special, too.","Corn Syrup, Sugar, Vegetable Oil (palm Oil, Shea Oil, Sunflower Oil, Palm Kernel Oil, &/or Safflower Oil), Dextrose, Reduced Protein Whey (milk), Skim Milk, Brown Sugar, Contains 2% Or Less Of: Lactose (milk), Mono- And Diglycerides, Chocolate, Confectioner's Glaze, Cocoa, Cocoa Processed With Alkali, Baking Soda, Salt, Lecithin (soy), Vanillin (artificial Flavor), Tapioca Dextrin.",{},"Contains: milk, soy.",Gluten Free,,,,
"Tostitos Salsa Con Queso, Medium",,$6.69, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8ac0cfa0-74bc-4dd5-9b04-ce10cff9abb4.jpeg 4x,"Delicious, crowd pleasing and convenient - it can't get much better than Frito-Lay chips and dips! From entertaining friends to relaxing at home and everything in between, our perfectly blended salsas and great-tasting dips are always a hit. Mix and match them to discover your own perfect pairing!,• Delicious Tostitos dip made with real cheese,• Pair this dip with your favorite Tostitos tortilla chips,• Made with real cheese,• Great to serve at your next party or tailgate,• 15 oz jar","Water, Skim Milk, Monterey Jack Cheese (milk, Cheese Cultures, Salt, Enzymes), Vegetable Oil (corn, Sunflower, And/or Canola Oil), Modified Food Starch, Diced Tomatoes In Tomato Juice, Jalapeño Peppers, Chile Peppers, Red Bell Peppers, Maltodextrin (made From Corn), And 2% Or Less Of The Following: Salt, Natural Flavors, Sodium Hexametaphosphate, Monosodium Glutamate, Datem, Sodium Phosphate, Spi","Heating Instructions: Transfer contents of jar to a microwavable container. Microwave for 30 secs. Stir. Repeat until desired temperature is reached. Use caution to avoid burns.,Refrigerate after opening.",Contains milk ingredients.,,,,,
"Hershey's Chocolate Syrup Bottle, 24 oz",,$6.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_9f2cf71e-da5d-448a-acab-f73ab620e0a2.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_32aae0a1-fbc6-49c8-825d-94e4543e5961.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_8a6bc38d-b719-4905-a185-7f773f01e173.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_1e4d1705-eeed-4e20-8dbb-c056aa9c9e09.jpg 4x","HERSHEY'S chocolate syrup is full of the genuine chocolate flavor you know and love packaged in the classic bottle. Enjoy the sweet and delicious taste of chocolate syrup on everything from cakes to cookies. It is the perfect syrup to add to your milk, hot cocoa and coffee. Try drizzling it over your brownies and cakes or use it to make chocolate floats and sundaes. No matter what you're making or who is at your gathering, pop open the lid and squeeze, swirl, dot or drizzle the syrup on top of some of your favorite drinks and desserts. Squeeze HERSHEY'S chocolate syrup onto your ice cream sundaes as a tasty topping or stir it into a glass of milk for a classic glass of chocolate milk. The syrup is also a great way to add a little sweetness to your morning coffee. HERSHEY'S chocolate syrup is great to have on hand for every occasion so that you're ready to create delicious treats for the entire family. This chocolate syrup is fat free, gluten free and has no artificial colors. It comes packaged in a closeable, squeezable syrup bottle for easy pouring. Once you're finished, place the bottle in the refrigerator.","High Fructose Corn Syrup, Water, Cocoa*, Contains 2% Or Less Of: Potassium Sorbate (to Maintain Freshness), Salt, Xanthan Gum, Mono- And Diglycerides*, Polysorbate 60, Vanillin (artificial Flavor). *adds A Negligible Amount Of Fat.","Chocolate Milk: Stir 1 tablespoon or add to taste into 8 oz of cold milk. Fruits % Desserts: Pour over fruits, ice cream, cakes and desserts. Hot Chocolate: Stir 1 tablespoon or add to taste into 8 oz of cold milk and heat.,Refrigerate after opening.",,Gluten Free,,,,
ALMOND JOY Coconut and Almond Chocolate Candy,$1.19,$2.09," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ff0b1a07-a532-442e-bead-b0459e506306.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d678c331-b05f-4868-af14-70684c220fc7.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ac38e0da-9e5e-43b9-9b5b-0125b6af9427.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cd9a8d22-e0b8-43f9-a31c-eb896f5c17ac.jpg 4x","Ever hear of a dreamy tropical vacation inside a candy bar? When you need a moment to yourself, escape into a paradise of your own by biting into the delicious fusion of creamy chocolate candy, sweet coconut and whole almonds. No doubt, it's an ALMOND JOY candy bar! Indulging in this sweet combination is the perfect way to relax during the weekday craze or unwind during an eventful weekend. Unwrap an ALMOND JOY chocolate candy for yourself or spread the joy with some of your favorite people. If you're in the kitchen baking, stock up on a handful of ALMOND JOY candy bars and incorporate them into your brownies, cookies and bars. Chop a few ALMOND JOY bars and mix them into your bowl to create a chewy brownie with a slight crunch and coconutty surprise! It's a fun way to put a twist into your baking preparation and the best way to share some joy with your family. Add these delicious treats to your Valentine's Day candy bags, springtime Easter baskets, Halloween candy bowls and festive Christmas stockings and gifts. ALMOND JOY candy bars are the perfect treat to help you celebrate major holidays and all of the ordinary moments in between.,• Contains one (1) 1.61-ounce ALMOND JOY Coconut and Almond Chocolate Candy Bar,• Unwrap this tropical chocolate candy when you need a tasty treat or want to incorporate it into your baked goods,• Kosher and gluten free ALMOND JOY candy bar to fill your taste buds with rich chocolate candy, sweet coconut and crunchy almonds,• Use ALMOND JOY candy for filling birthday gift bags and back-to-school lunch boxes or bridal and baby shower candy dishes,• A tropical getaway with coconut, almond and chocolate candy goodness perfect as Christmas, Halloween, Valentine's Day or Easter candy,• Create baked goods and desserts with ALMOND JOY candies like brownies and bars for a coconutty surprise","Corn Syrup, Sugar, Coconut, Vegetable Oil (palm Oil, Shea Oil, Sunflower Oil, Palm Kernel Oil, &/or Safflower Oil), Almonds, Lactose (milk), Contains 2% Or Less Of: Reduced Protein Whey (milk), Chocolate, Cocoa, Skim Milk, Cocoa Processed With Alkali, Whey (milk), Salt, Lecithin (soy), Vanillin (artificial Flavor), Hydrolyzed Milk Protein, Sodium Metabisulfite (to Maintain Freshness), Pgpr",{},"Contains: almonds, coconut, milk, soy.,manufactured in a facility that processes peanuts.",Gluten Free,,,,
