Name,Discounted Price,Original Price,Images,Details,Ingredients,Directions,Warnings,Highlights,Gluten Free,Soy Free,Peanut Free,Treenut Free,"Enjoy the delicious taste of chorizo with El Burrito Organic Soyrizo Meatless Soy Chorizo. Made with non-GMO soybeans and free of cholesterol and preservatives, this vegan product has 60% less fat than traditional chorizo. The seasoning blend includes spices, chile pepper, onion powder, garlic powder, and sea salt for a flavor that's hard to resist. This gluten-free and kosher product is also organic and vegetarian. Quick fry on high heat after removing the casing and savor the rich aroma. With only 90 calories per serving, this product is a healthy addition to your meal. Get yours today through Instacart for same-day delivery or pickup!","Craving a meat alternative that is both delicious and healthy? Look no further than Upton's Naturals Lightly Seasoned Shredded Jackfruit. This vegan and vegetarian option is made with only natural ingredients, including organic jackfruit, garlic, and onion. Plus, it's gluten-free and low in fat for guilt-free indulgence. With five grams of fiber per serving, this shredded jackfruit is perfect for adding to tacos or salads for a filling meal. Each container has two servings so you can enjoy it now and later. Order it today on Instacart for same-day delivery or pickup!",Egg Free,Fish Free,Wheat Free,"For a protein-packed meal that's sure to satisfy, try Wildwood Grilling Tofu, Organic, High Protein, Super Firm. Made with organic soybeans and gluten-free ingredients like magnesium chloride and calcium sulfate, this tofu is super firm and perfect for grilling or pan-frying. With 14 grams of protein per serving and only 130 calories, it's a great choice for vegetarians and vegans looking to boost their protein intake. Keep it refrigerated as it's perishable. You'll love the taste and texture of this organic tofu in your favorite recipes. Get it delivered to your doorstep or pick it up at a store with Instacart same-day delivery or pickup.",Milk Free
Tofurky Deli Slices Alternative Meat Oven Roasted,$3.99,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_adcb2e2a-cd9e-43d8-86dc-c64dc23fea37.png 4x,"Still family owned & independent since 1980. Keep the day-after-thanksgiving refrigerator raid going all year round. Savory and satisfying! Sandwich fanatics, we get you. Dreamers of crusty bread, crunchy pickles and drippy dressing. You're makers of awesome, we celebrate you daily. Yum for all! Made with in Oregon. Friendliest food on the plate. Good food is kind to people, animals, the environment, and especially tastebuds. That's exactly the kind of food we've been making at ToFurky for more than 35 years. Certified B Corporation.","Water, Vital Wheat Gluten, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Soy Sauce (water, Soybeans, Wheat, Salt), Expeller Pressed Canola Oil, Natural Flavors, Sea Salt, Contains Less Than 2% Of Onion, Carrot, Celery, Garlic, Leek, Lemon Juice Concentrate, Cornstarch, Garbanzo Bean Flour, White Bean Flour, Rosemary Extract, Calcium Lactate, Potassium Chloride.",Keep refrigerated / ok to freeze.,"Contains: soy, wheat.",,,,,,,,,,,,
Lightlife Smart Bacon Veggie Bacon Strips,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ffd0d819-a1d7-4f46-bde1-2db9b80db654.png 4x,"Ingredients you know and taste you'll love. Our Smart Bacon is made with simple, plant-based ingredients so you can feel good about starting your day off right. When cooked on the skillet our flavorful Smart Bacon gets nice and crispy to add a tasty bite of protein to every meal. What we're made of. Water. Wheat, Soy Protein, Paprika. Many plant proteins, such as soy, legumes and quinoa, are complete proteins that fuel you with all nine essential amino acids your body needs. Carbon zero (Learn more about our commitment to carbon neutrality: lightlife.com/carbonneutral). Made by a carbon neutral company.","Water, Wheat Gluten, Soy Protein Isolate, Soybean Oil, Salt, Sugar, Natural Smoke Flavors, Spice Extractives, Contains 2% Or Less Of The Following: Soy Protein Concentrate, Carrageenan, Yeast Extract, Vegetable Oil, Natural Flavor, Red Rice Flour, Smoked Sugar, Oleoresin Paprika (color).","How to prepare skillet (our favourite): Lightly coat skillet with oil; preheat over medium heat. Place strips in single layer and cook 3 to 3.5 minutes, turning once. Conventional or toaster oven: Preheat oven to 450 degrees F. Brush baking sheet with oil. Place strips in a single layer; lightly brush top side of strips with oil. Bake 5 minutes; turning once. Gently separate individual strips starting from the center.,For Food Safety: Keep refrigerated. Use or freeze within 3-5 days of opening.","Contains: wheat, soy.",,,,,,,,,,,,
"Field Roast Breakfast Sausage, Plant-Based, Apple & Maple",,$7.39," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ab48b3b8-8f8b-4d35-89f2-8229329def76.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f04ecf14-c816-4234-b667-15535aa82317.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_4e1be074-d186-4e42-a9d6-5065a56acf2f.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f2819c3f-bdde-4e3a-958a-97ddbb9cce2e.png 4x","Bring a hit of sweet and savory indulgence to your plant-based breakfast with Field Roast Apple & Maple Plant-Based Breakfast Sausage. Perfect as a side for pancakes or chopped up in breakfast burritos and quiches, these fully cooked vegan sausages deliver a satisfying taste and texture as a breakfast protein alternative. Simply brown the meatless sausages in a saute pan to bring the welcoming flavors of apple, maple syrup, and nutmeg to your favorite morning dishes. Since 1997, the Field Roast brand has crafted plant-based meats and cheeses from grains, fresh-cut vegetables, herbs, and spices, honoring our culinary roots to create authentic sensory experiences people crave.,• FULLY COOKED VEGAN BREAKFAST SAUSAGES: A satisfying meat alternative for plant-based meals,• SWEET AND SAVORY: The classic breakfast flavors of apple, maple syrup, and nutmeg,• QUICK PREPARATION: Simply brown the sausage in a pan with some oil or break apart to use in scrambles, breakfast burritos, and more,• CERTIFIED VEGAN AND NON-GMO: Non-GMO Project Verified and Certified Vegan for delicious taste and texture without the guilt,• FOR ALL THE FLAVOR TRAILBLAZERS: Dedicated to crafting bold flavor profiles, Field Roast brand transforms everyday meals into seriously delicious creations","Filtered Water, Vital Wheat Gluten, Expeller Pressed Safflower Oil, Unsulfured Dried Apples, Yeast Extract (yeast, Salt, Sugar), Wheat Protein Isolate (wheat Gluten, Trisodium Phosphate, Malic Acid, L-cysteine), Pure Maple Syrup, Onion Powder, Barley Malt Extract, Garlic, Spices, Sea Salt, Black Pepper, Ground Ginger, Nutmeg, Natural Smoke Flavor","Preparation: Brown in saute pan with a little oil using medium heat or break up sausage with fingers to use in scrambls, breakfast burritos and more. Avoid overcoking. May have been previously frozen. Okay to refreeze.,Keep refrigerated.",Contains: wheat. Manufactured in a facility that processes tree nuts.,,,,,,,,,,,,
Tofurky Italian Sausage Plant Based,,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d2becc53-2b5f-4456-ac57-7f34553ed8fb.png 4x,"Still family owned & independent since 1980. Perk up your pasta! These Italian sausages stand out with flavors of fragrant basil and sweet sun-dried tomatoes. They bring a smile to spaghetti, soups and sautes. Certified B Corporation.","Water, Vital Wheat Gluten, Expeller Pressed Canola Oil, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Soy Sauce (water, Soybeans, Wheat, Salt), Soy Flour And/or Concentrate, Sundried Tomatoes, Contains Less Than 2% Of Basil, Granulated Garlic, Sea Salt, Spices, Sunflower Oil, Potassium Chloride.","Grill: For 3-4 min., turning occasionally. Microwave: On high for 30 seconds. Stovetop: Saute in light oil until browned, or boil in water for 90 seconds.,Keep refrigerated / Ok to freeze.","Contains: soy, wheat.",,,,,,,,,,,,
Beyond Meat Hot Italian Plant-Based Sausage,,$10.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_43127b59-ea17-4273-b6d8-2a949619c55c.png 4x,"From grill to frying pan, our Beyond Sausage® Hot Italian is our meatiest, juiciest, most flavorful plant-based sausage yet, now made with avocado oil. With 17g of protein per serving and 75% less saturated fat than traditional pork sausage, these hearty links offer a cleaner option for everyone. Made from simple plant-based ingredients - like yellow peas and brown rice - our Beyond Sausage has no GMOs, no soy and no gluten. Each pack contains 4 plant-based links that can be thrown in a bun, put on kebabs, sliced onto pizza or crumbled into sauce. Bigger flavor in every bite.","Water, Yellow Pea Protein*, Avocado Oil, Brown Rice Protein, Natural Flavors, Methylcellulose, 2% or less of Inulin, Oat Bran, Sunflower Lecithin, Vinegar, Apple Extract, Oat Fiber, Lemon Juice Concentrate, Apple Fiber, Rice Starch, Pea Starch, Vegetable Juice Color, Salt, Spices, Yeast Extract, Potato Starch, Potassium Salt, Calcium Chloride, Citric Acid, Garlic Powder, Pomegranate Concentrate, Onion Powder, Paprika, Paprika Extract; Sodium Alginate Casing.","• Skillet: Heat a non-stick pan to medium to medium-high heat and cook for 12-13 minutes, turning frequently to reach an internal temperature of 165 ̊F.,• Griddle: Set non-stick griddle at max temperature (450-475°F), cook for about 7 minutes, turning frequently Cook time may vary depending on equipment. Always cook to an internal temperature of 165°F.,• Grill: Set the grill at 500 ̊F. Cook for about 10 minutes, to reach an internal temperature of 165 ̊F.,• Not recommended: Microwaving, boiling, or deep frying.,• Storage and Prep: Keep refrigerated and use within 3 days of opening. Do not refreeze. Cook thoroughly before serving. If purchased frozen, thaw in refrigerator before cooking. Consume within 10 days of thawing.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,Gluten Free,,,,,,,,,,,
Tofurky Plant Based Chick'n Lightly Seasoned,,$6.59, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ba03b86e-328b-4569-99c0-6bea00102ea1.png 4x,"Non-GMO,Plant based","Water, Vital Wheat Gluten, Expeller Pressed Canola Oil, Tofu (water, Soybeans, Magnesium Chloride, Calcium Chloride), Natural Flavors, Contains Less Than 2% Of Cornstarch, Oat Fiber, Cane Sugar, Soy Sauce (water, Soybeans, Wheat, Salt), Sea Salt, Spices, Garlic Puree, Granulated Garlic, Onion Powder, Natural Smoke Flavor, Sunflower Oil, Sesame Oil, Celery Seed Oil, Calcium Lactate, Citric Acid, Potassium Chloride, Titanium Dioxide (for Color), Gum Arabic, Xanthan Gum.","Microwave: Remove chick'n from box. Poke 2-3 holes in microwave friendly pouch and heat on high for 60 seconds. Let cool and toss with your favorite ingredients! Stovetop: sautee in a skillet with 2 t. Oil, on high for 2 minutes per side. After lightly searing, let cool and enjoy!,Keep refrigerated / ok to freeze.","Contains: wheat, soy, sesame.",,,,,,,,,,,,
Beyond Meat Original Plant-Based Sausage,,$10.49, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_99c27736-9bf0-49c7-a88a-f87d27bb6524.png 4x,"From grill to frying pan, our Beyond Sausage® Brat Original is our meatiest, juiciest, most flavorful plant-based sausage yet, now made with avocado oil. With 17g of protein per serving and 75% less saturated fat than traditional pork sausage, these hearty links offer a cleaner option for everyone. Made from simple plant-based ingredients - like yellow peas and brown rice - our Beyond Sausage has no GMOs, no soy and no gluten. Each pack contains 4 plant-based links that can be thrown in a bun, put on kebabs, sliced onto pizza or crumbled into sauce. Bigger flavor in every bite.","Water, Yellow Pea Protein*, Avocado Oil, Brown Rice Protein, Natural Flavors, Methylcellulose, 2% or less of Inulin, Oat Bran, Sunflower Lecithin, Vinegar, Yeast Extract, Oat Fiber, Lemon Juice Concentrate, Rice Starch, Vegetable Juice Color, Pea Starch, Salt, Spices, Apple Extract, Potato Starch, Calcium Chloride, Citric Acid, Potassium Salt, Pomegranate Concentrate, Onion Powder, Paprika Extract; Sodium Alginate Casing.","•Skillet: Heat a non-stick pan to medium to medium-high heat and cook for 12-13 minutes, turning frequently to reach an internal temperature of 165 ̊F.,• Griddle: Set non-stick griddle at max temperature (450-475°F), cook for about 7 minutes, turning frequently Cook time may vary depending on equipment. Always cook to an internal temperature of 165°F.,• Grill: Set the grill at 500 ̊F. Cook for about 10 minutes, to reach an internal temperature of 165 ̊F.,• Not recommended: Microwaving, boiling, or deep frying.,• Storage and Prep: Keep refrigerated and use within 3 days of opening. Do not refreeze. Cook thoroughly before serving. If purchased frozen, thaw in refrigerator before cooking. Consume within 10 days of thawing.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,Gluten Free,,,,,,,,,,,
Lightlife Jumbo Smart Dogs Veggie Hot Dogs,,$4.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bde1f86c-104d-4399-81e5-755c3dc0e73a.png 4x,"Enjoy a plant-based twist on a summertime classic with Lightlife® Smart Dogs® Vegan Jumbo Hot Dogs. Made with plant-based ingredients and an extra-large size that’s perfect for barbecues and big appetites, these veggie dogs serve up a delicious taste and texture without the cholesterol found in traditional hot dogs. Enjoy them served in a bun hot off the grill with your favorite condiments and toppings or cook the soy hot dogs on the stove for a quick and tasty protein-packed lunch. For over 40 years, the Lightlife® brand has been committed to creating delicious and nutritious plant-based meat alternatives and looking for ways to improve the impact we have on the planet.,• PLANT-BASED VEGAN DOGS: Classic hot dog flavor made with plant-based ingredients,• CERTIFIED VEGAN: Delicious hot dog taste and texture without the guilt,• HIGH IN PROTEIN: 14g of protein per serving,• A HEALTHIER ALTERNATIVE: Free of the cholesterol found in traditional hot dogs,• DRIVEN BY SUSTAINABILITY: The Lightlife® brand is part of a carbon neutral company","Water, Soy Protein Isolate, Soybean Oil, Contains 2% Or Less Of: Tapioca Starch, Methylcellulose (from Plant Fiber), Brown Sugar, Salt, Natural Flavors, Natural Smoke Flavor, Xanthan Gum, Yeast Extract, Smoked Sugar, Guar Gum, Red Rice Flour (color), Oleoresin Paprika (color), Canola Oil, Wheat Gluten.","Grill: Lightly coat grill with oil; preheat on medium. Grill dogs 6-7 minutes, turning frequently. Do not overcook. StoveTop: Boil water, turn off heat and place dogs in water for 2 minutes. Microwave (1,100 Watts): Heat 1 or 2 dogs on high in covered dish with 1/2 cup warm water 45 seconds-1 minute.,Keep refrigerated. For Food Safety: Keep refrigerated.,For Food Safety: Keep refrigerated. Use or freeze within 3-5 days of opening.","Contains: soy, wheat.",,,,,,,,,,,,
Nasoya Korean BBQ Plant Based Steak,,$7.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_ea4f4b3f-d0ac-4c7f-82fb-407a38290a07.png 4x,"Charcoal grilled to perfection. Just heat and serve. Ready in minutes. Discover the taste of plant-based, sweet & savory, Korean BBQ flavor. We all know we should eat less meat, but no plant-based option was tasty or simple enough - until today. We're setting a new standard with our premium plant spired steak that plays by the rules but tastes like breaks every one. Made with only 4 core ingredients (the 4 core ingredients include water, sauce, textured soy protein and oil. All other ingredients listed are sub ingredients within each ingredient source), our plant-based steak is perfectly sliced and seasoned with authentic sweet and savory Korean BBQ flavor and is ready-to-enjoy with all your favorite meals. Delicately char-grilled for that fresh-off-the-grill flavor and tenderness you have to taste to believe. If everyone in the US went meatless for just one day, we would save: 100 billion gallons of water (source: the breathtaking effects of cutting back on meat huffing ton Post, November 2011; the environmental impacts of going vegetarian for just one day veg news, July 2017). 70 million gallons of gas (source: the breathtaking effects of cutting back on meat huffing ton Post, November 2011; the environmental impacts of going vegetarian for just one day veg news, July 2017).,• Good source of high protein – 14 g of protein per serving,• Charcoal grilled and ready to enjoy,• Deliciously seasoned with a Korean BBQ flavor,• Convenient microwaveable pouch","Hydrated Textured Vegetable Protein (water, Soy Protein Isolate, Rice Flour, Wheat Gluten, Cocoa Powder), Sauce (sugar, Water, Soy Sauce [water, Defatted Soybeans, Wheat, Salt], Pear Puree, Onion, Garlic, Apple Puree, Caramelized Sugar Syrup [sugar, Water], Modified Corn Starch, Ginger, Green Onion Extract [water, Green Onion, Maltodextrin, Salt, Pectinase], Dextrin, Black Pepper, Guar Gum, Xanthan Gum), Soybean Oil.","Microwave (1200 watt): Unwrap product, place in microwave and then cook for 1 min. Nonstick Frying Pan/Skillet: 1. Heat a nonstick pan over medium heat for 30 sec. 2. Add 1 Tbsp of oil to the pan. 3. Add unwrapped, refrigerated product to the pan and stir for 2 min. and 30 sec. Add more oil if it looks dry and necessary. Cook longer if necessary, to achieve desired texture preference. Air Fryer: 1. Set air fryer temperature to 380 degrees F - 385 degrees F. 2. Place unwrapped, refrigerated product in air fryer and cook for 4 - 5 min.,Perishable. Keep refrigerated.","Contains: wheat, soy.",,,,,,,,,,,,
"Nasoya Tofu, Super Firm, Organic",,$4.69," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_01276aec-3b45-4da7-814b-7bd962299cf2.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_3396b039-07b9-47dd-9841-ddbdb40adaf1.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d371b104-477a-4eb8-bfc4-bd0711bd3888.png 4x","Water drained for convenience. America's no. 1 selling tofu brand (Based on sales revenue, Nielsen's tofu category). Simple ingredients. Free of anti-foaming chemicals. Certified plant-based. Pasteurized.","Ingredients: Water, Organic Soybeans, Less Than 2% Of Magnesium Chloride, Calcium Sulfate.","Perishable. Keep refrigerated. Store unused portion in water, refrigerate. Change water daily. Use within 5 days.",Contains: soy,Gluten Free,,,,,,,,,,,
"Nasoya Foods Tofu, Organic, Extra Firm",,$3.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_cb654638-c902-44ea-ba7a-21493ad92403.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_e76c61a5-6169-4538-bafd-05df3b8fe872.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd764bde-93c0-419a-b769-0f7cc49b3801.png 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_bd63b33e-a5f6-4cc2-9d64-be65680c24a8.png 4x","Nasoya Organic Extra Firm Tofu is a fresh tofu that provides a great source of plant based protein for you and your family to enjoy. This organic extra firm tofu comes in slabs that are easy to cut into bite-size pieces, making it a healthy addition to stir-fries, kebabs, nuggets, and other dishes where you want a firmer texture. Cholesterol-free and low in saturated fat, Nasoya tofu is made with simple ingredients like water and organic, non-GMO whole soybeans. One block of gluten free vegan tofu contains 4.5 servings, perfect for multiple people or saving for another day. Nasoya's fresh, organic extra firm tofu comes in a plastic container with water to preserve its freshness. Once you use some of the tofu, keep the remaining tofu covered and refrigerated. Use it within five days, changing the water daily. Our products are easy-to-use, and bring fresh options to people following all types of diets.,• Includes one 14 oz package of Nasoya Organic Extra Firm Tofu,• Organic extra firm tofu is a vegan, non-GMO, plant based meat alternative for you and your family to enjoy,• Nasoya tofu packaged meal available in slabs that are easy to cut into bite-size pieces,• Cholesterol-free, contains 9 grams of protein and no preservatives,• Perfect for serving multiple people or saving for another day,• Comes ready to add to stir-fries, kebabs, nuggets, and other dishes where you want a firmer texture,• Available in a plastic container","Water, Organic Soybeans, Less Than 2% Of Calcium Sulfate, Magnesium Chloride.","Pasteurized, perishable. Keep refrigerated unused portion: Add water and store covered in refrigerator. Change water daily, use with in 5 days.",Contains: soy.,Gluten Free,,,,,,,,,,,
Field Roast Vegetarian Mexican Chipotle Sausage,$6.49,$6.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_d9b40106-e47f-4a22-9952-65162fada934.png 4x,"Bring bold Mexican flavors to a wide variety of plant-based dishes with Field Roast Spicy Mexican Chipotle Plant-Based Sausage. Made with a piquant combination of sweet onions, garlic, and chile de arbol peppers, these fully cooked meatless Mexican sausages are a satisfying protein alternative with 28 grams of protein per serving. Enjoy the versatile meatless sausages on the barbecue, grilled on the stove, or broken up into sauces, stir-fries, and scrambles to add a spicy kick to your plant-based meals. Since 1997, the Field Roast brand has crafted plant-based meats and cheeses from grains, fresh-cut vegetables, herbs, and spices, honoring our culinary roots to create authentic sensory experiences people crave.,• FULLY COOKED PLANT-BASED SAUSAGES: A satisfying protein alternative for plant-based meals,• BOLDLY SEASONED: Sweet onions, garlic, and fiery Mexican spices deliver well-balanced heat and flavor,• DELICIOUSLY VERSATILE: Enjoy the meatless sausage hot off the grill or stove, or crumbled into sauces and scrambles,• CERTIFIED VEGAN AND NON-GMO: Non-GMO Project Verified and Certified Vegan for delicious taste and texture without the guilt,• FOR ALL THE FLAVOR TRAILBLAZERS: Dedicated to crafting bold flavor profiles, Field Roast brand transforms everyday meals into seriously delicious creations","Vital Wheat Gluten, Filtered Water, Expeller Pressed Safflower Oil, Onions, Garlic, Wheat Protien Isolate (wheat Gluten, Trisodium Phosphate, Malic Acid, L-cysteine), Apple Cider Vinegar, Yeast Extract (yeast, Salt, Sugar), Chipotle Peppers, Onion Powder, Granulated Garlic, Brown Sugar, Sea Salt, Barley Malt Extract, Spices, Black Pepper, Paprika Oleoresin (color), Chile De Arbol Peppers, Cumin, Oregano.","Peel Casing Before Cooking: Clip one end of sausage with scissors. Cut down the length of the sausage (halfway) and remove plastic casing. Preparation: Grill on outdoor grill, brown in saute pan with a little oil using medium heat or break up sausage with fingers to use in sauces, stir-fries and scrambles. Avoid overheating.,Keep refrigerated. May have been previously frozen. Okay to refreeze.",Contains: wheat. Manufactured in a facility that processes tree nuts.,,,,,,,,,,,,
Beyond Meat Italian Style Plant-Based Meatballs,,$8.89," https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_f23f3bce-987c-4ceb-94b3-2d0a2fc993c3.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_44df308d-9276-4d6c-ae0b-f6da16e09a86.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_2485db1d-9472-4134-8019-ff702722d1b0.jpg 4x, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_087cc77c-7b6e-41a7-bd76-97e18d5e46be.jpg 4x","Open. Sauté. Sauce. The pre-rolled and seasoned plant-based meatballs are ready for family meal night and potlucks to game days and lunch sammies. They are also an excellent source of protein (19g per serving) and are lower in saturated fat and sodium (35% less than leading Italian Style meatballs). Made from simple plant-based ingredients - like peas and brown rice - our Beyond Meatballs have no GMOs, soy or gluten. Each pack contains 12 plant-based meatballs that are convenient and ready to cook. See nutrition panel for fat, sat fat and sodium content.","Water, pea protein*, expeller-pressed canola oil, refined coconut oil, natural flavors, rice protein, yeast, methylcellulose, potato starch, spices, salt, potassium chloride, apple extract, garlic powder, vinegar, lemon juice concentrate, onion powder, pomegranate extract, sunflower lecithin, beet powder (for color), carrot.","Safe Handling Instructions: This product was prepared from inspected and passed meat and/or poultry. Some food products may contain bacteria that could cause illness if the product is mishandled or cooked improperly. For your protection follow these handling instructions: Keep refrigerated or frozen. Thaw in refrigerator or microwave. Keep raw meat and poultry separate from other foods. Wash working surfaces (including cutting boards), utensils, and hands after touching raw meat or poultry. Cook thoroughly. Keep hot foods hot. Refrigerate leftovers immediately or discard.,Cook Method: Skillet: Heat a non-stick skillet over medium-low to medium heat. Add meatballs and cook for 7-8 min, continuously turning. Oven: Preheat oven to 375 degrees F. Place meatballs on an aluminum foil lined baking sheet. Bake for 12-13 minutes; gently turning meatballs over halfway through. If adding meatballs to sauce, lightly sear meatballs for 3 min. Add to sauce, cover and let simmer for 45 min - 1 hr, stirring occasionally. Do not overcook. Interior of meatball may still be red or pink when fully cooked. Cook time may vary depending on equipment. Always cook to an internal temperature of 165 degrees F. Not Recommended: Microwaving, boiling or deep frying.,Perishable: Keep refrigerated. Storage & Prep: Keep refrigerated and use within 3 days of opening. Do not freeze. Cook thoroughly before serving. If purchased frozen, thaw in the refrigerator before cooking. Consume within 10 days of thawing.,If purchased refrigerated, best before. Retailer: Apply refrigerated best before date. Best Before: See package.",*Peas are legumes. People with severe allergies to legumes like peanuts should be cautious when introducing pea protein into their diet because of the possibility of a pea allergy. Contains no peanuts or tree nuts.,"Gluten Free,Soy Free",,,,,,,,,,,
Meati Carne Asada Steaks Mushroom Root Protein 2 Pack,,$9.99, https://www.instacart.com/image-server/272x272/www.instacart.com/assets/domains/product-image/file/large_fffd5109-b945-4a51-8671-2c664b413df1.png 4x,"Clean, Nutritious, Minimally Processed and Delicious. Meati Foods builds Good Energy® from the ground up by working closely with Mother Nature to cultivate a complete protein that’s been at the root of our living world for millennia.,A slightly spicy twist on our popular Classic Steak. We did the whole spice rub thing for you this time around — a little cumin, a little paprika, a perfectly zesty cut.,• Clean and minimally processed,• 95% MushroomRoot™,• Complete protein and excellent source of fiber,• Your go-to for a meal or snack ready to go in mere minutes!","Meati Steak (Mushroom Root {mycelium}, Less Than 2% Of: Salt, Natural Flavor, Fruit Juice for Color, Oat Fiber, Vegetable Juice for Color, Lycopene for Color), Seasoning Blend (Dehydrated Garlic, Salt, Sugar, Spices, Paprika, Dehydrated Onion, Cilantro, Olive Oil, Natural Flavors, Extractives of Paprika).","How To Cook: 1. Pre-heat a non-stick skillet or grill to medium heat with 1 tbsp oil. 2. Grill (22 minutes if frozen, 12 if thawed) or saute (13 if frozen, 7 if thawed). 3. Flip every 2 minutes until outside is browned and internal temp is 165 degrees F. 4. Remove, let rest for several minutes, and enjoy!,Keep refrigerated and use within 2 days of opening. Cook thoroughly before serving. If purchased frozen, thaw in refrigerator before cooking. Consume within 15 days of thawing. Do not refreeze once thawed or cooked.","Avoid if sensitive to Fungi such as Mushroom, Mold, or Yeast.,Keep refrigerated and use within 2 days of opening. Cook thoroughly before serving. If purchased frozen, thaw in refrigerator before cooking. Consume within 15 days of thawing. Do not refreeze once thawed or cooked.",Gluten Free,,,,,,,,,,,
